variant,country,year,rateofnaturalincreaseper1000population
estimates,222,1950,23.16
estimates,222,1951,23.708
estimates,222,1952,24.763
estimates,222,1953,25.742
estimates,222,1954,26.644
estimates,222,1955,27.468
estimates,222,1956,28.212
estimates,222,1957,28.874
estimates,222,1958,29.449
estimates,222,1959,29.93
estimates,222,1960,30.308
estimates,222,1961,30.577
estimates,222,1962,30.732
estimates,222,1963,30.779
estimates,222,1964,30.731
estimates,222,1965,30.609
estimates,222,1966,30.44
estimates,222,1967,30.248
estimates,222,1968,30.051
estimates,222,1969,29.858
estimates,222,1970,29.673
estimates,222,1971,29.49
estimates,222,1972,29.291
estimates,222,1973,29.058
estimates,222,1974,28.782
estimates,222,1975,28.445
estimates,222,1976,28.029
estimates,222,1977,27.533
estimates,222,1978,26.971
estimates,222,1979,26.361
estimates,222,1980,25.734
estimates,222,1981,25.126
estimates,222,1982,24.572
estimates,222,1983,24.095
estimates,222,1984,23.711
estimates,222,1985,23.432
estimates,222,1986,23.263
estimates,222,1987,23.176
estimates,222,1988,23.138
estimates,222,1989,23.122
estimates,222,1990,23.095
estimates,222,1991,23.026
estimates,222,1992,22.893
estimates,222,1993,22.674
estimates,222,1994,22.353
estimates,222,1995,21.909
estimates,222,1996,21.326
estimates,222,1997,20.624
estimates,222,1998,19.833
estimates,222,1999,18.98
estimates,222,2000,18.108
estimates,222,2001,17.258
estimates,222,2002,16.467
estimates,222,2003,15.761
estimates,222,2004,15.155
estimates,222,2005,14.655
estimates,222,2006,14.247
estimates,222,2007,13.901
estimates,222,2008,13.591
estimates,222,2009,13.304
estimates,222,2010,13.036
estimates,222,2011,12.788
estimates,222,2012,12.565
estimates,222,2013,12.364
estimates,222,2014,12.179
estimates,222,2015,11.999
medium_variant,222,2015,11.999
medium_variant,222,2016,11.813
medium_variant,222,2017,11.615
medium_variant,222,2018,11.398
medium_variant,222,2019,11.158
medium_variant,222,2020,10.892
medium_variant,222,2021,10.604
medium_variant,222,2022,10.3
medium_variant,222,2023,9.986
medium_variant,222,2024,9.666
medium_variant,222,2025,9.342
medium_variant,222,2026,9.016
medium_variant,222,2027,8.688
medium_variant,222,2028,8.36
medium_variant,222,2029,8.033
medium_variant,222,2030,7.71
medium_variant,222,2031,7.392
medium_variant,222,2032,7.079
medium_variant,222,2033,6.773
medium_variant,222,2034,6.476
medium_variant,222,2035,6.188
medium_variant,222,2036,5.91
medium_variant,222,2037,5.643
medium_variant,222,2038,5.385
medium_variant,222,2039,5.138
medium_variant,222,2040,4.9
medium_variant,222,2041,4.671
medium_variant,222,2042,4.452
medium_variant,222,2043,4.24
medium_variant,222,2044,4.033
medium_variant,222,2045,3.83
medium_variant,222,2046,3.629
medium_variant,222,2047,3.43
medium_variant,222,2048,3.232
medium_variant,222,2049,3.032
medium_variant,222,2050,2.83
medium_variant,222,2051,2.625
medium_variant,222,2052,2.419
medium_variant,222,2053,2.211
medium_variant,222,2054,2
medium_variant,222,2055,1.786
medium_variant,222,2056,1.568
medium_variant,222,2057,1.347
medium_variant,222,2058,1.122
medium_variant,222,2059,0.894
medium_variant,222,2060,0.664
medium_variant,222,2061,0.432
medium_variant,222,2062,0.199
medium_variant,222,2063,-0.034
medium_variant,222,2064,-0.267
medium_variant,222,2065,-0.5
medium_variant,222,2066,-0.732
medium_variant,222,2067,-0.964
medium_variant,222,2068,-1.196
medium_variant,222,2069,-1.429
medium_variant,222,2070,-1.663
medium_variant,222,2071,-1.899
medium_variant,222,2072,-2.136
medium_variant,222,2073,-2.373
medium_variant,222,2074,-2.612
medium_variant,222,2075,-2.852
medium_variant,222,2076,-3.093
medium_variant,222,2077,-3.334
medium_variant,222,2078,-3.575
medium_variant,222,2079,-3.813
medium_variant,222,2080,-4.047
medium_variant,222,2081,-4.275
medium_variant,222,2082,-4.496
medium_variant,222,2083,-4.708
medium_variant,222,2084,-4.909
medium_variant,222,2085,-5.097
medium_variant,222,2086,-5.272
medium_variant,222,2087,-5.432
medium_variant,222,2088,-5.578
medium_variant,222,2089,-5.71
medium_variant,222,2090,-5.828
medium_variant,222,2091,-5.932
medium_variant,222,2092,-6.022
medium_variant,222,2093,-6.1
medium_variant,222,2094,-6.165
medium_variant,222,2095,-6.219
medium_variant,222,2096,-6.26
medium_variant,222,2097,-6.29
medium_variant,222,2098,-6.308
medium_variant,222,2099,-6.314
