variant,country,year,rateofnaturalincreaseper1000population
estimates,642,1950,14.802
estimates,642,1951,14.911
estimates,642,1952,15.026
estimates,642,1953,14.933
estimates,642,1954,14.633
estimates,642,1955,14.132
estimates,642,1956,13.449
estimates,642,1957,12.613
estimates,642,1958,11.674
estimates,642,1959,10.724
estimates,642,1960,9.868
estimates,642,1961,9.208
estimates,642,1962,8.842
estimates,642,1963,8.817
estimates,642,1964,9.117
estimates,642,1965,9.659
estimates,642,1966,10.309
estimates,642,1967,10.909
estimates,642,1968,11.335
estimates,642,1969,11.538
estimates,642,1970,11.516
estimates,642,1971,11.318
estimates,642,1972,11.041
estimates,642,1973,10.759
estimates,642,1974,10.486
estimates,642,1975,10.208
estimates,642,1976,9.885
estimates,642,1977,9.479
estimates,642,1978,8.973
estimates,642,1979,8.382
estimates,642,1980,7.756
estimates,642,1981,7.164
estimates,642,1982,6.655
estimates,642,1983,6.251
estimates,642,1984,5.941
estimates,642,1985,5.665
estimates,642,1986,5.338
estimates,642,1987,4.882
estimates,642,1988,4.258
estimates,642,1989,3.469
estimates,642,1990,2.555
estimates,642,1991,1.582
estimates,642,1992,0.642
estimates,642,1993,-0.189
estimates,642,1994,-0.876
estimates,642,1995,-1.395
estimates,642,1996,-1.747
estimates,642,1997,-1.975
estimates,642,1998,-2.118
estimates,642,1999,-2.194
estimates,642,2000,-2.221
estimates,642,2001,-2.211
estimates,642,2002,-2.175
estimates,642,2003,-2.126
estimates,642,2004,-2.081
estimates,642,2005,-2.053
estimates,642,2006,-2.049
estimates,642,2007,-2.069
estimates,642,2008,-2.112
estimates,642,2009,-2.18
estimates,642,2010,-2.275
estimates,642,2011,-2.397
estimates,642,2012,-2.539
estimates,642,2013,-2.695
estimates,642,2014,-2.86
estimates,642,2015,-3.027
medium_variant,642,2015,-3.027
medium_variant,642,2016,-3.192
medium_variant,642,2017,-3.35
medium_variant,642,2018,-3.5
medium_variant,642,2019,-3.638
medium_variant,642,2020,-3.765
medium_variant,642,2021,-3.881
medium_variant,642,2022,-3.989
medium_variant,642,2023,-4.093
medium_variant,642,2024,-4.193
medium_variant,642,2025,-4.291
medium_variant,642,2026,-4.387
medium_variant,642,2027,-4.48
medium_variant,642,2028,-4.57
medium_variant,642,2029,-4.658
medium_variant,642,2030,-4.744
medium_variant,642,2031,-4.827
medium_variant,642,2032,-4.907
medium_variant,642,2033,-4.984
medium_variant,642,2034,-5.06
medium_variant,642,2035,-5.134
medium_variant,642,2036,-5.207
medium_variant,642,2037,-5.279
medium_variant,642,2038,-5.352
medium_variant,642,2039,-5.425
medium_variant,642,2040,-5.497
medium_variant,642,2041,-5.567
medium_variant,642,2042,-5.636
medium_variant,642,2043,-5.703
medium_variant,642,2044,-5.768
medium_variant,642,2045,-5.829
medium_variant,642,2046,-5.889
medium_variant,642,2047,-5.947
medium_variant,642,2048,-6.003
medium_variant,642,2049,-6.059
medium_variant,642,2050,-6.116
medium_variant,642,2051,-6.174
medium_variant,642,2052,-6.235
medium_variant,642,2053,-6.297
medium_variant,642,2054,-6.36
medium_variant,642,2055,-6.423
medium_variant,642,2056,-6.485
medium_variant,642,2057,-6.546
medium_variant,642,2058,-6.601
medium_variant,642,2059,-6.649
medium_variant,642,2060,-6.688
medium_variant,642,2061,-6.714
medium_variant,642,2062,-6.728
medium_variant,642,2063,-6.728
medium_variant,642,2064,-6.714
medium_variant,642,2065,-6.684
medium_variant,642,2066,-6.64
medium_variant,642,2067,-6.581
medium_variant,642,2068,-6.511
medium_variant,642,2069,-6.432
medium_variant,642,2070,-6.346
medium_variant,642,2071,-6.255
medium_variant,642,2072,-6.161
medium_variant,642,2073,-6.066
medium_variant,642,2074,-5.971
medium_variant,642,2075,-5.878
medium_variant,642,2076,-5.786
medium_variant,642,2077,-5.694
medium_variant,642,2078,-5.603
medium_variant,642,2079,-5.512
medium_variant,642,2080,-5.422
medium_variant,642,2081,-5.335
medium_variant,642,2082,-5.252
medium_variant,642,2083,-5.172
medium_variant,642,2084,-5.097
medium_variant,642,2085,-5.025
medium_variant,642,2086,-4.957
medium_variant,642,2087,-4.89
medium_variant,642,2088,-4.825
medium_variant,642,2089,-4.762
medium_variant,642,2090,-4.703
medium_variant,642,2091,-4.647
medium_variant,642,2092,-4.597
medium_variant,642,2093,-4.553
medium_variant,642,2094,-4.516
medium_variant,642,2095,-4.486
medium_variant,642,2096,-4.463
medium_variant,642,2097,-4.449
medium_variant,642,2098,-4.442
medium_variant,642,2099,-4.443
