variant,country,year,rateofnaturalincreaseper1000population
estimates,152,1950,23.46
estimates,152,1951,23.546
estimates,152,1952,23.698
estimates,152,1953,23.813
estimates,152,1954,23.892
estimates,152,1955,23.934
estimates,152,1956,23.94
estimates,152,1957,23.911
estimates,152,1958,23.849
estimates,152,1959,23.756
estimates,152,1960,23.635
estimates,152,1961,23.488
estimates,152,1962,23.317
estimates,152,1963,23.12
estimates,152,1964,22.892
estimates,152,1965,22.617
estimates,152,1966,22.276
estimates,152,1967,21.861
estimates,152,1968,21.376
estimates,152,1969,20.83
estimates,152,1970,20.24
estimates,152,1971,19.627
estimates,152,1972,19.018
estimates,152,1973,18.442
estimates,152,1974,17.921
estimates,152,1975,17.477
estimates,152,1976,17.125
estimates,152,1977,16.86
estimates,152,1978,16.676
estimates,152,1979,16.567
estimates,152,1980,16.534
estimates,152,1981,16.572
estimates,152,1982,16.663
estimates,152,1983,16.783
estimates,152,1984,16.905
estimates,152,1985,16.995
estimates,152,1986,17.024
estimates,152,1987,16.973
estimates,152,1988,16.834
estimates,152,1989,16.6
estimates,152,1990,16.276
estimates,152,1991,15.871
estimates,152,1992,15.413
estimates,152,1993,14.93
estimates,152,1994,14.437
estimates,152,1995,13.947
estimates,152,1996,13.467
estimates,152,1997,12.997
estimates,152,1998,12.539
estimates,152,1999,12.101
estimates,152,2000,11.69
estimates,152,2001,11.315
estimates,152,2002,10.974
estimates,152,2003,10.663
estimates,152,2004,10.377
estimates,152,2005,10.108
estimates,152,2006,9.842
estimates,152,2007,9.571
estimates,152,2008,9.288
estimates,152,2009,8.992
estimates,152,2010,8.689
estimates,152,2011,8.388
estimates,152,2012,8.1
estimates,152,2013,7.834
estimates,152,2014,7.591
estimates,152,2015,7.37
medium_variant,152,2015,7.37
medium_variant,152,2016,7.166
medium_variant,152,2017,6.971
medium_variant,152,2018,6.777
medium_variant,152,2019,6.58
medium_variant,152,2020,6.378
medium_variant,152,2021,6.172
medium_variant,152,2022,5.961
medium_variant,152,2023,5.75
medium_variant,152,2024,5.536
medium_variant,152,2025,5.321
medium_variant,152,2026,5.103
medium_variant,152,2027,4.884
medium_variant,152,2028,4.663
medium_variant,152,2029,4.44
medium_variant,152,2030,4.217
medium_variant,152,2031,3.995
medium_variant,152,2032,3.772
medium_variant,152,2033,3.551
medium_variant,152,2034,3.332
medium_variant,152,2035,3.116
medium_variant,152,2036,2.902
medium_variant,152,2037,2.691
medium_variant,152,2038,2.482
medium_variant,152,2039,2.275
medium_variant,152,2040,2.071
medium_variant,152,2041,1.869
medium_variant,152,2042,1.667
medium_variant,152,2043,1.467
medium_variant,152,2044,1.269
medium_variant,152,2045,1.073
medium_variant,152,2046,0.88
medium_variant,152,2047,0.69
medium_variant,152,2048,0.505
medium_variant,152,2049,0.326
medium_variant,152,2050,0.152
medium_variant,152,2051,-0.017
medium_variant,152,2052,-0.181
medium_variant,152,2053,-0.34
medium_variant,152,2054,-0.494
medium_variant,152,2055,-0.642
medium_variant,152,2056,-0.785
medium_variant,152,2057,-0.922
medium_variant,152,2058,-1.053
medium_variant,152,2059,-1.179
medium_variant,152,2060,-1.3
medium_variant,152,2061,-1.417
medium_variant,152,2062,-1.531
medium_variant,152,2063,-1.642
medium_variant,152,2064,-1.751
medium_variant,152,2065,-1.858
medium_variant,152,2066,-1.961
medium_variant,152,2067,-2.062
medium_variant,152,2068,-2.159
medium_variant,152,2069,-2.253
medium_variant,152,2070,-2.345
medium_variant,152,2071,-2.434
medium_variant,152,2072,-2.523
medium_variant,152,2073,-2.61
medium_variant,152,2074,-2.696
medium_variant,152,2075,-2.781
medium_variant,152,2076,-2.866
medium_variant,152,2077,-2.949
medium_variant,152,2078,-3.03
medium_variant,152,2079,-3.107
medium_variant,152,2080,-3.179
medium_variant,152,2081,-3.245
medium_variant,152,2082,-3.304
medium_variant,152,2083,-3.355
medium_variant,152,2084,-3.398
medium_variant,152,2085,-3.432
medium_variant,152,2086,-3.457
medium_variant,152,2087,-3.473
medium_variant,152,2088,-3.483
medium_variant,152,2089,-3.485
medium_variant,152,2090,-3.482
medium_variant,152,2091,-3.474
medium_variant,152,2092,-3.463
medium_variant,152,2093,-3.448
medium_variant,152,2094,-3.431
medium_variant,152,2095,-3.411
medium_variant,152,2096,-3.389
medium_variant,152,2097,-3.365
medium_variant,152,2098,-3.34
medium_variant,152,2099,-3.312
