variant,country,year,rateofnaturalincreaseper1000population
estimates,558,1950,29.969
estimates,558,1951,30.578
estimates,558,1952,31.68
estimates,558,1953,32.55
estimates,558,1954,33.188
estimates,558,1955,33.596
estimates,558,1956,33.781
estimates,558,1957,33.759
estimates,558,1958,33.555
estimates,558,1959,33.212
estimates,558,1960,32.782
estimates,558,1961,32.325
estimates,558,1962,31.904
estimates,558,1963,31.574
estimates,558,1964,31.373
estimates,558,1965,31.326
estimates,558,1966,31.44
estimates,558,1967,31.672
estimates,558,1968,31.98
estimates,558,1969,32.335
estimates,558,1970,32.708
estimates,558,1971,33.067
estimates,558,1972,33.389
estimates,558,1973,33.652
estimates,558,1974,33.84
estimates,558,1975,33.945
estimates,558,1976,33.97
estimates,558,1977,33.934
estimates,558,1978,33.847
estimates,558,1979,33.708
estimates,558,1980,33.509
estimates,558,1981,33.238
estimates,558,1982,32.888
estimates,558,1983,32.463
estimates,558,1984,31.968
estimates,558,1985,31.418
estimates,558,1986,30.832
estimates,558,1987,30.225
estimates,558,1988,29.613
estimates,558,1989,29.003
estimates,558,1990,28.391
estimates,558,1991,27.768
estimates,558,1992,27.122
estimates,558,1993,26.446
estimates,558,1994,25.747
estimates,558,1995,25.029
estimates,558,1996,24.303
estimates,558,1997,23.583
estimates,558,1998,22.882
estimates,558,1999,22.213
estimates,558,2000,21.591
estimates,558,2001,21.029
estimates,558,2002,20.525
estimates,558,2003,20.074
estimates,558,2004,19.67
estimates,558,2005,19.297
estimates,558,2006,18.938
estimates,558,2007,18.577
estimates,558,2008,18.198
estimates,558,2009,17.796
estimates,558,2010,17.369
estimates,558,2011,16.923
estimates,558,2012,16.471
estimates,558,2013,16.024
estimates,558,2014,15.584
estimates,558,2015,15.152
medium_variant,558,2015,15.152
medium_variant,558,2016,14.727
medium_variant,558,2017,14.304
medium_variant,558,2018,13.882
medium_variant,558,2019,13.462
medium_variant,558,2020,13.047
medium_variant,558,2021,12.639
medium_variant,558,2022,12.241
medium_variant,558,2023,11.855
medium_variant,558,2024,11.482
medium_variant,558,2025,11.122
medium_variant,558,2026,10.774
medium_variant,558,2027,10.435
medium_variant,558,2028,10.103
medium_variant,558,2029,9.778
medium_variant,558,2030,9.458
medium_variant,558,2031,9.145
medium_variant,558,2032,8.839
medium_variant,558,2033,8.54
medium_variant,558,2034,8.247
medium_variant,558,2035,7.961
medium_variant,558,2036,7.679
medium_variant,558,2037,7.401
medium_variant,558,2038,7.127
medium_variant,558,2039,6.855
medium_variant,558,2040,6.586
medium_variant,558,2041,6.318
medium_variant,558,2042,6.053
medium_variant,558,2043,5.79
medium_variant,558,2044,5.53
medium_variant,558,2045,5.271
medium_variant,558,2046,5.015
medium_variant,558,2047,4.76
medium_variant,558,2048,4.508
medium_variant,558,2049,4.257
medium_variant,558,2050,4.008
medium_variant,558,2051,3.76
medium_variant,558,2052,3.512
medium_variant,558,2053,3.265
medium_variant,558,2054,3.017
medium_variant,558,2055,2.769
medium_variant,558,2056,2.52
medium_variant,558,2057,2.271
medium_variant,558,2058,2.022
medium_variant,558,2059,1.771
medium_variant,558,2060,1.521
medium_variant,558,2061,1.269
medium_variant,558,2062,1.017
medium_variant,558,2063,0.765
medium_variant,558,2064,0.513
medium_variant,558,2065,0.261
medium_variant,558,2066,0.01
medium_variant,558,2067,-0.241
medium_variant,558,2068,-0.489
medium_variant,558,2069,-0.734
medium_variant,558,2070,-0.975
medium_variant,558,2071,-1.212
medium_variant,558,2072,-1.444
medium_variant,558,2073,-1.669
medium_variant,558,2074,-1.887
medium_variant,558,2075,-2.098
medium_variant,558,2076,-2.3
medium_variant,558,2077,-2.494
medium_variant,558,2078,-2.68
medium_variant,558,2079,-2.858
medium_variant,558,2080,-3.027
medium_variant,558,2081,-3.186
medium_variant,558,2082,-3.337
medium_variant,558,2083,-3.48
medium_variant,558,2084,-3.614
medium_variant,558,2085,-3.74
medium_variant,558,2086,-3.858
medium_variant,558,2087,-3.969
medium_variant,558,2088,-4.073
medium_variant,558,2089,-4.171
medium_variant,558,2090,-4.262
medium_variant,558,2091,-4.348
medium_variant,558,2092,-4.429
medium_variant,558,2093,-4.504
medium_variant,558,2094,-4.575
medium_variant,558,2095,-4.64
medium_variant,558,2096,-4.701
medium_variant,558,2097,-4.756
medium_variant,558,2098,-4.807
medium_variant,558,2099,-4.853
