variant,country,year,rateofnaturalincreaseper1000population
estimates,48,1950,22.422
estimates,48,1951,22.755
estimates,48,1952,23.459
estimates,48,1953,24.237
estimates,48,1954,25.09
estimates,48,1955,26.017
estimates,48,1956,27.01
estimates,48,1957,28.057
estimates,48,1958,29.137
estimates,48,1959,30.213
estimates,48,1960,31.24
estimates,48,1961,32.169
estimates,48,1962,32.947
estimates,48,1963,33.528
estimates,48,1964,33.884
estimates,48,1965,33.979
estimates,48,1966,33.793
estimates,48,1967,33.363
estimates,48,1968,32.745
estimates,48,1969,31.995
estimates,48,1970,31.183
estimates,48,1971,30.386
estimates,48,1972,29.664
estimates,48,1973,29.066
estimates,48,1974,28.625
estimates,48,1975,28.36
estimates,48,1976,28.266
estimates,48,1977,28.292
estimates,48,1978,28.386
estimates,48,1979,28.515
estimates,48,1980,28.652
estimates,48,1981,28.776
estimates,48,1982,28.87
estimates,48,1983,28.911
estimates,48,1984,28.87
estimates,48,1985,28.712
estimates,48,1986,28.404
estimates,48,1987,27.948
estimates,48,1988,27.354
estimates,48,1989,26.64
estimates,48,1990,25.831
estimates,48,1991,24.964
estimates,48,1992,24.081
estimates,48,1993,23.22
estimates,48,1994,22.409
estimates,48,1995,21.67
estimates,48,1996,21.012
estimates,48,1997,20.419
estimates,48,1998,19.875
estimates,48,1999,19.37
estimates,48,2000,18.887
estimates,48,2001,18.403
estimates,48,2002,17.903
estimates,48,2003,17.381
estimates,48,2004,16.84
estimates,48,2005,16.295
estimates,48,2006,15.773
estimates,48,2007,15.296
estimates,48,2008,14.88
estimates,48,2009,14.523
estimates,48,2010,14.218
estimates,48,2011,13.944
estimates,48,2012,13.677
estimates,48,2013,13.397
estimates,48,2014,13.094
estimates,48,2015,12.762
medium_variant,48,2015,12.762
medium_variant,48,2016,12.404
medium_variant,48,2017,12.03
medium_variant,48,2018,11.654
medium_variant,48,2019,11.28
medium_variant,48,2020,10.918
medium_variant,48,2021,10.574
medium_variant,48,2022,10.252
medium_variant,48,2023,9.952
medium_variant,48,2024,9.674
medium_variant,48,2025,9.419
medium_variant,48,2026,9.183
medium_variant,48,2027,8.959
medium_variant,48,2028,8.738
medium_variant,48,2029,8.514
medium_variant,48,2030,8.278
medium_variant,48,2031,8.021
medium_variant,48,2032,7.741
medium_variant,48,2033,7.438
medium_variant,48,2034,7.112
medium_variant,48,2035,6.767
medium_variant,48,2036,6.407
medium_variant,48,2037,6.043
medium_variant,48,2038,5.681
medium_variant,48,2039,5.329
medium_variant,48,2040,4.992
medium_variant,48,2041,4.672
medium_variant,48,2042,4.369
medium_variant,48,2043,4.083
medium_variant,48,2044,3.813
medium_variant,48,2045,3.561
medium_variant,48,2046,3.326
medium_variant,48,2047,3.106
medium_variant,48,2048,2.899
medium_variant,48,2049,2.702
medium_variant,48,2050,2.515
medium_variant,48,2051,2.338
medium_variant,48,2052,2.17
medium_variant,48,2053,2.01
medium_variant,48,2054,1.855
medium_variant,48,2055,1.703
medium_variant,48,2056,1.554
medium_variant,48,2057,1.405
medium_variant,48,2058,1.256
medium_variant,48,2059,1.104
medium_variant,48,2060,0.949
medium_variant,48,2061,0.791
medium_variant,48,2062,0.63
medium_variant,48,2063,0.465
medium_variant,48,2064,0.298
medium_variant,48,2065,0.126
medium_variant,48,2066,-0.049
medium_variant,48,2067,-0.227
medium_variant,48,2068,-0.41
medium_variant,48,2069,-0.597
medium_variant,48,2070,-0.788
medium_variant,48,2071,-0.983
medium_variant,48,2072,-1.184
medium_variant,48,2073,-1.388
medium_variant,48,2074,-1.597
medium_variant,48,2075,-1.81
medium_variant,48,2076,-2.026
medium_variant,48,2077,-2.245
medium_variant,48,2078,-2.465
medium_variant,48,2079,-2.687
medium_variant,48,2080,-2.91
medium_variant,48,2081,-3.133
medium_variant,48,2082,-3.357
medium_variant,48,2083,-3.581
medium_variant,48,2084,-3.802
medium_variant,48,2085,-4.021
medium_variant,48,2086,-4.235
medium_variant,48,2087,-4.443
medium_variant,48,2088,-4.644
medium_variant,48,2089,-4.835
medium_variant,48,2090,-5.013
medium_variant,48,2091,-5.178
medium_variant,48,2092,-5.328
medium_variant,48,2093,-5.461
medium_variant,48,2094,-5.578
medium_variant,48,2095,-5.677
medium_variant,48,2096,-5.759
medium_variant,48,2097,-5.824
medium_variant,48,2098,-5.871
medium_variant,48,2099,-5.9
