variant,country,year,rateofnaturalincreaseper1000population
estimates,478,1950,23.099
estimates,478,1951,23.594
estimates,478,1952,24.539
estimates,478,1953,25.397
estimates,478,1954,26.166
estimates,478,1955,26.848
estimates,478,1956,27.443
estimates,478,1957,27.952
estimates,478,1958,28.38
estimates,478,1959,28.729
estimates,478,1960,29.007
estimates,478,1961,29.221
estimates,478,1962,29.383
estimates,478,1963,29.503
estimates,478,1964,29.593
estimates,478,1965,29.665
estimates,478,1966,29.724
estimates,478,1967,29.774
estimates,478,1968,29.817
estimates,478,1969,29.857
estimates,478,1970,29.895
estimates,478,1971,29.929
estimates,478,1972,29.956
estimates,478,1973,29.975
estimates,478,1974,29.989
estimates,478,1975,30.005
estimates,478,1976,30.03
estimates,478,1977,30.07
estimates,478,1978,30.127
estimates,478,1979,30.198
estimates,478,1980,30.281
estimates,478,1981,30.37
estimates,478,1982,30.456
estimates,478,1983,30.531
estimates,478,1984,30.587
estimates,478,1985,30.617
estimates,478,1986,30.619
estimates,478,1987,30.591
estimates,478,1988,30.536
estimates,478,1989,30.456
estimates,478,1990,30.355
estimates,478,1991,30.238
estimates,478,1992,30.111
estimates,478,1993,29.978
estimates,478,1994,29.842
estimates,478,1995,29.701
estimates,478,1996,29.552
estimates,478,1997,29.39
estimates,478,1998,29.216
estimates,478,1999,29.033
estimates,478,2000,28.846
estimates,478,2001,28.662
estimates,478,2002,28.489
estimates,478,2003,28.33
estimates,478,2004,28.189
estimates,478,2005,28.069
estimates,478,2006,27.973
estimates,478,2007,27.895
estimates,478,2008,27.826
estimates,478,2009,27.756
estimates,478,2010,27.67
estimates,478,2011,27.55
estimates,478,2012,27.387
estimates,478,2013,27.177
estimates,478,2014,26.917
estimates,478,2015,26.614
medium_variant,478,2015,26.614
medium_variant,478,2016,26.276
medium_variant,478,2017,25.919
medium_variant,478,2018,25.559
medium_variant,478,2019,25.202
medium_variant,478,2020,24.855
medium_variant,478,2021,24.517
medium_variant,478,2022,24.185
medium_variant,478,2023,23.855
medium_variant,478,2024,23.53
medium_variant,478,2025,23.21
medium_variant,478,2026,22.896
medium_variant,478,2027,22.587
medium_variant,478,2028,22.285
medium_variant,478,2029,21.989
medium_variant,478,2030,21.7
medium_variant,478,2031,21.416
medium_variant,478,2032,21.138
medium_variant,478,2033,20.865
medium_variant,478,2034,20.595
medium_variant,478,2035,20.329
medium_variant,478,2036,20.064
medium_variant,478,2037,19.801
medium_variant,478,2038,19.539
medium_variant,478,2039,19.277
medium_variant,478,2040,19.014
medium_variant,478,2041,18.751
medium_variant,478,2042,18.486
medium_variant,478,2043,18.222
medium_variant,478,2044,17.957
medium_variant,478,2045,17.691
medium_variant,478,2046,17.425
medium_variant,478,2047,17.159
medium_variant,478,2048,16.893
medium_variant,478,2049,16.628
medium_variant,478,2050,16.364
medium_variant,478,2051,16.102
medium_variant,478,2052,15.843
medium_variant,478,2053,15.586
medium_variant,478,2054,15.333
medium_variant,478,2055,15.083
medium_variant,478,2056,14.837
medium_variant,478,2057,14.594
medium_variant,478,2058,14.354
medium_variant,478,2059,14.118
medium_variant,478,2060,13.884
medium_variant,478,2061,13.653
medium_variant,478,2062,13.424
medium_variant,478,2063,13.198
medium_variant,478,2064,12.974
medium_variant,478,2065,12.753
medium_variant,478,2066,12.533
medium_variant,478,2067,12.316
medium_variant,478,2068,12.101
medium_variant,478,2069,11.887
medium_variant,478,2070,11.675
medium_variant,478,2071,11.466
medium_variant,478,2072,11.258
medium_variant,478,2073,11.052
medium_variant,478,2074,10.848
medium_variant,478,2075,10.646
medium_variant,478,2076,10.446
medium_variant,478,2077,10.247
medium_variant,478,2078,10.05
medium_variant,478,2079,9.855
medium_variant,478,2080,9.658
medium_variant,478,2081,9.461
medium_variant,478,2082,9.261
medium_variant,478,2083,9.059
medium_variant,478,2084,8.856
medium_variant,478,2085,8.651
medium_variant,478,2086,8.447
medium_variant,478,2087,8.245
medium_variant,478,2088,8.046
medium_variant,478,2089,7.852
medium_variant,478,2090,7.661
medium_variant,478,2091,7.473
medium_variant,478,2092,7.289
medium_variant,478,2093,7.107
medium_variant,478,2094,6.927
medium_variant,478,2095,6.748
medium_variant,478,2096,6.571
medium_variant,478,2097,6.395
medium_variant,478,2098,6.221
medium_variant,478,2099,6.048
