variant,country,year,rateofnaturalincreaseper1000population
estimates,84,1950,38.698
estimates,84,1951,38.353
estimates,84,1952,37.682
estimates,84,1953,37.05
estimates,84,1954,36.457
estimates,84,1955,35.902
estimates,84,1956,35.388
estimates,84,1957,34.916
estimates,84,1958,34.488
estimates,84,1959,34.109
estimates,84,1960,33.785
estimates,84,1961,33.521
estimates,84,1962,33.322
estimates,84,1963,33.187
estimates,84,1964,33.116
estimates,84,1965,33.102
estimates,84,1966,33.138
estimates,84,1967,33.214
estimates,84,1968,33.319
estimates,84,1969,33.448
estimates,84,1970,33.604
estimates,84,1971,33.798
estimates,84,1972,34.031
estimates,84,1973,34.293
estimates,84,1974,34.563
estimates,84,1975,34.809
estimates,84,1976,34.992
estimates,84,1977,35.089
estimates,84,1978,35.081
estimates,84,1979,34.964
estimates,84,1980,34.744
estimates,84,1981,34.443
estimates,84,1982,34.093
estimates,84,1983,33.718
estimates,84,1984,33.329
estimates,84,1985,32.929
estimates,84,1986,32.511
estimates,84,1987,32.062
estimates,84,1988,31.572
estimates,84,1989,31.038
estimates,84,1990,30.455
estimates,84,1991,29.814
estimates,84,1992,29.121
estimates,84,1993,28.389
estimates,84,1994,27.634
estimates,84,1995,26.882
estimates,84,1996,26.163
estimates,84,1997,25.497
estimates,84,1998,24.892
estimates,84,1999,24.347
estimates,84,2000,23.845
estimates,84,2001,23.356
estimates,84,2002,22.85
estimates,84,2003,22.308
estimates,84,2004,21.729
estimates,84,2005,21.123
estimates,84,2006,20.508
estimates,84,2007,19.914
estimates,84,2008,19.365
estimates,84,2009,18.874
estimates,84,2010,18.451
estimates,84,2011,18.104
estimates,84,2012,17.82
estimates,84,2013,17.586
estimates,84,2014,17.389
estimates,84,2015,17.216
medium_variant,84,2015,17.216
medium_variant,84,2016,17.052
medium_variant,84,2017,16.882
medium_variant,84,2018,16.695
medium_variant,84,2019,16.48
medium_variant,84,2020,16.229
medium_variant,84,2021,15.941
medium_variant,84,2022,15.622
medium_variant,84,2023,15.28
medium_variant,84,2024,14.919
medium_variant,84,2025,14.541
medium_variant,84,2026,14.148
medium_variant,84,2027,13.746
medium_variant,84,2028,13.338
medium_variant,84,2029,12.931
medium_variant,84,2030,12.527
medium_variant,84,2031,12.129
medium_variant,84,2032,11.739
medium_variant,84,2033,11.356
medium_variant,84,2034,10.985
medium_variant,84,2035,10.626
medium_variant,84,2036,10.282
medium_variant,84,2037,9.952
medium_variant,84,2038,9.634
medium_variant,84,2039,9.329
medium_variant,84,2040,9.037
medium_variant,84,2041,8.757
medium_variant,84,2042,8.487
medium_variant,84,2043,8.226
medium_variant,84,2044,7.972
medium_variant,84,2045,7.724
medium_variant,84,2046,7.48
medium_variant,84,2047,7.239
medium_variant,84,2048,7
medium_variant,84,2049,6.762
medium_variant,84,2050,6.524
medium_variant,84,2051,6.286
medium_variant,84,2052,6.049
medium_variant,84,2053,5.812
medium_variant,84,2054,5.576
medium_variant,84,2055,5.341
medium_variant,84,2056,5.104
medium_variant,84,2057,4.868
medium_variant,84,2058,4.632
medium_variant,84,2059,4.397
medium_variant,84,2060,4.163
medium_variant,84,2061,3.932
medium_variant,84,2062,3.704
medium_variant,84,2063,3.481
medium_variant,84,2064,3.263
medium_variant,84,2065,3.051
medium_variant,84,2066,2.843
medium_variant,84,2067,2.64
medium_variant,84,2068,2.442
medium_variant,84,2069,2.249
medium_variant,84,2070,2.06
medium_variant,84,2071,1.877
medium_variant,84,2072,1.699
medium_variant,84,2073,1.527
medium_variant,84,2074,1.361
medium_variant,84,2075,1.202
medium_variant,84,2076,1.049
medium_variant,84,2077,0.903
medium_variant,84,2078,0.763
medium_variant,84,2079,0.631
medium_variant,84,2080,0.504
medium_variant,84,2081,0.384
medium_variant,84,2082,0.27
medium_variant,84,2083,0.162
medium_variant,84,2084,0.059
medium_variant,84,2085,-0.04
medium_variant,84,2086,-0.133
medium_variant,84,2087,-0.221
medium_variant,84,2088,-0.305
medium_variant,84,2089,-0.385
medium_variant,84,2090,-0.462
medium_variant,84,2091,-0.536
medium_variant,84,2092,-0.607
medium_variant,84,2093,-0.675
medium_variant,84,2094,-0.741
medium_variant,84,2095,-0.806
medium_variant,84,2096,-0.868
medium_variant,84,2097,-0.928
medium_variant,84,2098,-0.987
medium_variant,84,2099,-1.043
