variant,country,year,rateofnaturalincreaseper1000population
estimates,760,1950,30.679
estimates,760,1951,30.765
estimates,760,1952,30.939
estimates,760,1953,31.113
estimates,760,1954,31.289
estimates,760,1955,31.466
estimates,760,1956,31.643
estimates,760,1957,31.82
estimates,760,1958,31.996
estimates,760,1959,32.17
estimates,760,1960,32.339
estimates,760,1961,32.504
estimates,760,1962,32.666
estimates,760,1963,32.831
estimates,760,1964,33.009
estimates,760,1965,33.22
estimates,760,1966,33.488
estimates,760,1967,33.822
estimates,760,1968,34.223
estimates,760,1969,34.68
estimates,760,1970,35.18
estimates,760,1971,35.701
estimates,760,1972,36.214
estimates,760,1973,36.687
estimates,760,1974,37.098
estimates,760,1975,37.426
estimates,760,1976,37.663
estimates,760,1977,37.811
estimates,760,1978,37.87
estimates,760,1979,37.836
estimates,760,1980,37.699
estimates,760,1981,37.456
estimates,760,1982,37.11
estimates,760,1983,36.669
estimates,760,1984,36.142
estimates,760,1985,35.523
estimates,760,1986,34.804
estimates,760,1987,33.997
estimates,760,1988,33.128
estimates,760,1989,32.232
estimates,760,1990,31.369
estimates,760,1991,30.599
estimates,760,1992,29.956
estimates,760,1993,29.456
estimates,760,1994,29.094
estimates,760,1995,28.84
estimates,760,1996,28.641
estimates,760,1997,28.434
estimates,760,1998,28.169
estimates,760,1999,27.828
estimates,760,2000,27.418
estimates,760,2001,26.969
estimates,760,2002,26.519
estimates,760,2003,26.088
estimates,760,2004,25.668
estimates,760,2005,25.224
estimates,760,2006,24.71
estimates,760,2007,24.088
estimates,760,2008,23.34
estimates,760,2009,22.476
estimates,760,2010,21.506
estimates,760,2011,20.458
estimates,760,2012,19.384
estimates,760,2013,18.344
estimates,760,2014,17.386
estimates,760,2015,16.569
medium_variant,760,2015,16.569
medium_variant,760,2016,15.949
medium_variant,760,2017,15.534
medium_variant,760,2018,15.315
medium_variant,760,2019,15.276
medium_variant,760,2020,15.381
medium_variant,760,2021,15.581
medium_variant,760,2022,15.811
medium_variant,760,2023,16.012
medium_variant,760,2024,16.15
medium_variant,760,2025,16.201
medium_variant,760,2026,16.16
medium_variant,760,2027,16.053
medium_variant,760,2028,15.901
medium_variant,760,2029,15.707
medium_variant,760,2030,15.479
medium_variant,760,2031,15.222
medium_variant,760,2032,14.942
medium_variant,760,2033,14.645
medium_variant,760,2034,14.335
medium_variant,760,2035,14.015
medium_variant,760,2036,13.683
medium_variant,760,2037,13.337
medium_variant,760,2038,12.975
medium_variant,760,2039,12.6
medium_variant,760,2040,12.215
medium_variant,760,2041,11.821
medium_variant,760,2042,11.422
medium_variant,760,2043,11.021
medium_variant,760,2044,10.623
medium_variant,760,2045,10.232
medium_variant,760,2046,9.85
medium_variant,760,2047,9.477
medium_variant,760,2048,9.116
medium_variant,760,2049,8.767
medium_variant,760,2050,8.432
medium_variant,760,2051,8.113
medium_variant,760,2052,7.808
medium_variant,760,2053,7.516
medium_variant,760,2054,7.236
medium_variant,760,2055,6.967
medium_variant,760,2056,6.708
medium_variant,760,2057,6.458
medium_variant,760,2058,6.214
medium_variant,760,2059,5.975
medium_variant,760,2060,5.739
medium_variant,760,2061,5.506
medium_variant,760,2062,5.275
medium_variant,760,2063,5.046
medium_variant,760,2064,4.816
medium_variant,760,2065,4.587
medium_variant,760,2066,4.357
medium_variant,760,2067,4.127
medium_variant,760,2068,3.897
medium_variant,760,2069,3.666
medium_variant,760,2070,3.435
medium_variant,760,2071,3.205
medium_variant,760,2072,2.974
medium_variant,760,2073,2.745
medium_variant,760,2074,2.517
medium_variant,760,2075,2.289
medium_variant,760,2076,2.063
medium_variant,760,2077,1.837
medium_variant,760,2078,1.613
medium_variant,760,2079,1.391
medium_variant,760,2080,1.171
medium_variant,760,2081,0.952
medium_variant,760,2082,0.737
medium_variant,760,2083,0.524
medium_variant,760,2084,0.316
medium_variant,760,2085,0.111
medium_variant,760,2086,-0.091
medium_variant,760,2087,-0.288
medium_variant,760,2088,-0.482
medium_variant,760,2089,-0.669
medium_variant,760,2090,-0.849
medium_variant,760,2091,-1.021
medium_variant,760,2092,-1.182
medium_variant,760,2093,-1.332
medium_variant,760,2094,-1.47
medium_variant,760,2095,-1.595
medium_variant,760,2096,-1.707
medium_variant,760,2097,-1.807
medium_variant,760,2098,-1.893
medium_variant,760,2099,-1.966
