variant,country,year,rateofnaturalincreaseper1000population
estimates,480,1950,27.133
estimates,480,1951,27.304
estimates,480,1952,27.715
estimates,480,1953,28.267
estimates,480,1954,28.961
estimates,480,1955,29.789
estimates,480,1956,30.727
estimates,480,1957,31.741
estimates,480,1958,32.768
estimates,480,1959,33.695
estimates,480,1960,34.395
estimates,480,1961,34.741
estimates,480,1962,34.616
estimates,480,1963,33.963
estimates,480,1964,32.803
estimates,480,1965,31.214
estimates,480,1966,29.324
estimates,480,1967,27.332
estimates,480,1968,25.422
estimates,480,1969,23.711
estimates,480,1970,22.321
estimates,480,1971,21.334
estimates,480,1972,20.703
estimates,480,1973,20.351
estimates,480,1974,20.218
estimates,480,1975,20.174
estimates,480,1976,20.056
estimates,480,1977,19.744
estimates,480,1978,19.176
estimates,480,1979,18.35
estimates,480,1980,17.347
estimates,480,1981,16.303
estimates,480,1982,15.381
estimates,480,1983,14.697
estimates,480,1984,14.286
estimates,480,1985,14.146
estimates,480,1986,14.226
estimates,480,1987,14.413
estimates,480,1988,14.601
estimates,480,1989,14.735
estimates,480,1990,14.758
estimates,480,1991,14.634
estimates,480,1992,14.374
estimates,480,1993,13.997
estimates,480,1994,13.514
estimates,480,1995,12.956
estimates,480,1996,12.368
estimates,480,1997,11.792
estimates,480,1998,11.258
estimates,480,1999,10.776
estimates,480,2000,10.335
estimates,480,2001,9.904
estimates,480,2002,9.448
estimates,480,2003,8.941
estimates,480,2004,8.383
estimates,480,2005,7.779
estimates,480,2006,7.148
estimates,480,2007,6.517
estimates,480,2008,5.912
estimates,480,2009,5.346
estimates,480,2010,4.829
estimates,480,2011,4.365
estimates,480,2012,3.946
estimates,480,2013,3.567
estimates,480,2014,3.224
estimates,480,2015,2.919
medium_variant,480,2015,2.919
medium_variant,480,2016,2.648
medium_variant,480,2017,2.41
medium_variant,480,2018,2.197
medium_variant,480,2019,2.004
medium_variant,480,2020,1.826
medium_variant,480,2021,1.66
medium_variant,480,2022,1.502
medium_variant,480,2023,1.348
medium_variant,480,2024,1.191
medium_variant,480,2025,1.027
medium_variant,480,2026,0.85
medium_variant,480,2027,0.66
medium_variant,480,2028,0.456
medium_variant,480,2029,0.237
medium_variant,480,2030,0
medium_variant,480,2031,-0.254
medium_variant,480,2032,-0.523
medium_variant,480,2033,-0.802
medium_variant,480,2034,-1.089
medium_variant,480,2035,-1.382
medium_variant,480,2036,-1.677
medium_variant,480,2037,-1.972
medium_variant,480,2038,-2.264
medium_variant,480,2039,-2.548
medium_variant,480,2040,-2.82
medium_variant,480,2041,-3.08
medium_variant,480,2042,-3.324
medium_variant,480,2043,-3.552
medium_variant,480,2044,-3.761
medium_variant,480,2045,-3.947
medium_variant,480,2046,-4.109
medium_variant,480,2047,-4.246
medium_variant,480,2048,-4.36
medium_variant,480,2049,-4.451
medium_variant,480,2050,-4.521
medium_variant,480,2051,-4.572
medium_variant,480,2052,-4.606
medium_variant,480,2053,-4.629
medium_variant,480,2054,-4.644
medium_variant,480,2055,-4.655
medium_variant,480,2056,-4.664
medium_variant,480,2057,-4.673
medium_variant,480,2058,-4.683
medium_variant,480,2059,-4.697
medium_variant,480,2060,-4.717
medium_variant,480,2061,-4.745
medium_variant,480,2062,-4.78
medium_variant,480,2063,-4.822
medium_variant,480,2064,-4.871
medium_variant,480,2065,-4.928
medium_variant,480,2066,-4.994
medium_variant,480,2067,-5.067
medium_variant,480,2068,-5.147
medium_variant,480,2069,-5.231
medium_variant,480,2070,-5.32
medium_variant,480,2071,-5.412
medium_variant,480,2072,-5.506
medium_variant,480,2073,-5.599
medium_variant,480,2074,-5.691
medium_variant,480,2075,-5.777
medium_variant,480,2076,-5.858
medium_variant,480,2077,-5.931
medium_variant,480,2078,-5.996
medium_variant,480,2079,-6.051
medium_variant,480,2080,-6.096
medium_variant,480,2081,-6.131
medium_variant,480,2082,-6.156
medium_variant,480,2083,-6.172
medium_variant,480,2084,-6.178
medium_variant,480,2085,-6.175
medium_variant,480,2086,-6.162
medium_variant,480,2087,-6.139
medium_variant,480,2088,-6.107
medium_variant,480,2089,-6.064
medium_variant,480,2090,-6.011
medium_variant,480,2091,-5.949
medium_variant,480,2092,-5.877
medium_variant,480,2093,-5.794
medium_variant,480,2094,-5.702
medium_variant,480,2095,-5.6
medium_variant,480,2096,-5.488
medium_variant,480,2097,-5.366
medium_variant,480,2098,-5.235
medium_variant,480,2099,-5.093
