variant,country,year,rateofnaturalincreaseper1000population
estimates,231,1950,19.077
estimates,231,1951,19.091
estimates,231,1952,19.165
estimates,231,1953,19.335
estimates,231,1954,19.601
estimates,231,1955,19.962
estimates,231,1956,20.412
estimates,231,1957,20.943
estimates,231,1958,21.54
estimates,231,1959,22.176
estimates,231,1960,22.82
estimates,231,1961,23.441
estimates,231,1962,24.006
estimates,231,1963,24.493
estimates,231,1964,24.895
estimates,231,1965,25.227
estimates,231,1966,25.521
estimates,231,1967,25.813
estimates,231,1968,26.126
estimates,231,1969,26.462
estimates,231,1970,26.805
estimates,231,1971,27.129
estimates,231,1972,27.402
estimates,231,1973,27.605
estimates,231,1974,27.734
estimates,231,1975,27.791
estimates,231,1976,27.786
estimates,231,1977,27.745
estimates,231,1978,27.694
estimates,231,1979,27.654
estimates,231,1980,27.651
estimates,231,1981,27.71
estimates,231,1982,27.835
estimates,231,1983,28.022
estimates,231,1984,28.262
estimates,231,1985,28.531
estimates,231,1986,28.794
estimates,231,1987,29.023
estimates,231,1988,29.198
estimates,231,1989,29.314
estimates,231,1990,29.391
estimates,231,1991,29.459
estimates,231,1992,29.551
estimates,231,1993,29.678
estimates,231,1994,29.835
estimates,231,1995,29.995
estimates,231,1996,30.118
estimates,231,1997,30.168
estimates,231,1998,30.117
estimates,231,1999,29.96
estimates,231,2000,29.7
estimates,231,2001,29.349
estimates,231,2002,28.943
estimates,231,2003,28.516
estimates,231,2004,28.092
estimates,231,2005,27.696
estimates,231,2006,27.351
estimates,231,2007,27.059
estimates,231,2008,26.814
estimates,231,2009,26.614
estimates,231,2010,26.442
estimates,231,2011,26.278
estimates,231,2012,26.095
estimates,231,2013,25.875
estimates,231,2014,25.611
estimates,231,2015,25.302
medium_variant,231,2015,25.302
medium_variant,231,2016,24.954
medium_variant,231,2017,24.585
medium_variant,231,2018,24.207
medium_variant,231,2019,23.826
medium_variant,231,2020,23.443
medium_variant,231,2021,23.059
medium_variant,231,2022,22.668
medium_variant,231,2023,22.268
medium_variant,231,2024,21.862
medium_variant,231,2025,21.451
medium_variant,231,2026,21.038
medium_variant,231,2027,20.625
medium_variant,231,2028,20.214
medium_variant,231,2029,19.806
medium_variant,231,2030,19.403
medium_variant,231,2031,19.005
medium_variant,231,2032,18.608
medium_variant,231,2033,18.214
medium_variant,231,2034,17.823
medium_variant,231,2035,17.437
medium_variant,231,2036,17.057
medium_variant,231,2037,16.685
medium_variant,231,2038,16.32
medium_variant,231,2039,15.963
medium_variant,231,2040,15.614
medium_variant,231,2041,15.271
medium_variant,231,2042,14.932
medium_variant,231,2043,14.597
medium_variant,231,2044,14.263
medium_variant,231,2045,13.931
medium_variant,231,2046,13.599
medium_variant,231,2047,13.268
medium_variant,231,2048,12.938
medium_variant,231,2049,12.609
medium_variant,231,2050,12.282
medium_variant,231,2051,11.956
medium_variant,231,2052,11.632
medium_variant,231,2053,11.31
medium_variant,231,2054,10.99
medium_variant,231,2055,10.673
medium_variant,231,2056,10.359
medium_variant,231,2057,10.047
medium_variant,231,2058,9.738
medium_variant,231,2059,9.432
medium_variant,231,2060,9.129
medium_variant,231,2061,8.828
medium_variant,231,2062,8.53
medium_variant,231,2063,8.236
medium_variant,231,2064,7.944
medium_variant,231,2065,7.655
medium_variant,231,2066,7.37
medium_variant,231,2067,7.089
medium_variant,231,2068,6.811
medium_variant,231,2069,6.537
medium_variant,231,2070,6.267
medium_variant,231,2071,6.001
medium_variant,231,2072,5.737
medium_variant,231,2073,5.477
medium_variant,231,2074,5.22
medium_variant,231,2075,4.966
medium_variant,231,2076,4.717
medium_variant,231,2077,4.472
medium_variant,231,2078,4.232
medium_variant,231,2079,3.998
medium_variant,231,2080,3.768
medium_variant,231,2081,3.543
medium_variant,231,2082,3.322
medium_variant,231,2083,3.105
medium_variant,231,2084,2.891
medium_variant,231,2085,2.683
medium_variant,231,2086,2.48
medium_variant,231,2087,2.283
medium_variant,231,2088,2.092
medium_variant,231,2089,1.908
medium_variant,231,2090,1.73
medium_variant,231,2091,1.559
medium_variant,231,2092,1.394
medium_variant,231,2093,1.234
medium_variant,231,2094,1.079
medium_variant,231,2095,0.929
medium_variant,231,2096,0.784
medium_variant,231,2097,0.644
medium_variant,231,2098,0.509
medium_variant,231,2099,0.378
