variant,region,year,potentialsupport2064_65
estimates,925,1950,7.381
estimates,925,1951,7.321
estimates,925,1952,7.266
estimates,925,1953,7.216
estimates,925,1954,7.175
estimates,925,1955,7.144
estimates,925,1956,7.061
estimates,925,1957,6.992
estimates,925,1958,6.93
estimates,925,1959,6.862
estimates,925,1960,6.784
estimates,925,1961,6.679
estimates,925,1962,6.57
estimates,925,1963,6.458
estimates,925,1964,6.348
estimates,925,1965,6.239
estimates,925,1966,6.097
estimates,925,1967,5.964
estimates,925,1968,5.835
estimates,925,1969,5.705
estimates,925,1970,5.573
estimates,925,1971,5.462
estimates,925,1972,5.361
estimates,925,1973,5.267
estimates,925,1974,5.179
estimates,925,1975,5.094
estimates,925,1976,4.997
estimates,925,1977,4.903
estimates,925,1978,4.823
estimates,925,1979,4.776
estimates,925,1980,4.768
estimates,925,1981,4.786
estimates,925,1982,4.839
estimates,925,1983,4.904
estimates,925,1984,4.949
estimates,925,1985,4.956
estimates,925,1986,4.905
estimates,925,1987,4.827
estimates,925,1988,4.733
estimates,925,1989,4.636
estimates,925,1990,4.542
estimates,925,1991,4.444
estimates,925,1992,4.351
estimates,925,1993,4.262
estimates,925,1994,4.177
estimates,925,1995,4.095
estimates,925,1996,4.016
estimates,925,1997,3.941
estimates,925,1998,3.87
estimates,925,1999,3.802
estimates,925,2000,3.738
estimates,925,2001,3.693
estimates,925,2002,3.65
estimates,925,2003,3.61
estimates,925,2004,3.575
estimates,925,2005,3.548
estimates,925,2006,3.518
estimates,925,2007,3.492
estimates,925,2008,3.466
estimates,925,2009,3.433
estimates,925,2010,3.386
estimates,925,2011,3.318
estimates,925,2012,3.242
estimates,925,2013,3.161
estimates,925,2014,3.081
estimates,925,2015,3.005
medium_variant,925,2015,3.005
medium_variant,925,2016,2.946
medium_variant,925,2017,2.89
medium_variant,925,2018,2.834
medium_variant,925,2019,2.779
medium_variant,925,2020,2.723
medium_variant,925,2021,2.668
medium_variant,925,2022,2.612
medium_variant,925,2023,2.554
medium_variant,925,2024,2.495
medium_variant,925,2025,2.433
medium_variant,925,2026,2.374
medium_variant,925,2027,2.313
medium_variant,925,2028,2.251
medium_variant,925,2029,2.19
medium_variant,925,2030,2.13
medium_variant,925,2031,2.076
medium_variant,925,2032,2.023
medium_variant,925,2033,1.97
medium_variant,925,2034,1.918
medium_variant,925,2035,1.865
medium_variant,925,2036,1.818
medium_variant,925,2037,1.771
medium_variant,925,2038,1.725
medium_variant,925,2039,1.68
medium_variant,925,2040,1.638
medium_variant,925,2041,1.603
medium_variant,925,2042,1.57
medium_variant,925,2043,1.539
medium_variant,925,2044,1.511
medium_variant,925,2045,1.487
medium_variant,925,2046,1.47
medium_variant,925,2047,1.455
medium_variant,925,2048,1.443
medium_variant,925,2049,1.432
medium_variant,925,2050,1.423
medium_variant,925,2051,1.42
medium_variant,925,2052,1.418
medium_variant,925,2053,1.417
medium_variant,925,2054,1.416
medium_variant,925,2055,1.415
medium_variant,925,2056,1.42
medium_variant,925,2057,1.423
medium_variant,925,2058,1.426
medium_variant,925,2059,1.428
medium_variant,925,2060,1.431
medium_variant,925,2061,1.439
medium_variant,925,2062,1.446
medium_variant,925,2063,1.452
medium_variant,925,2064,1.457
medium_variant,925,2065,1.459
medium_variant,925,2066,1.466
medium_variant,925,2067,1.47
medium_variant,925,2068,1.472
medium_variant,925,2069,1.472
medium_variant,925,2070,1.469
medium_variant,925,2071,1.47
medium_variant,925,2072,1.467
medium_variant,925,2073,1.462
medium_variant,925,2074,1.456
medium_variant,925,2075,1.45
medium_variant,925,2076,1.449
medium_variant,925,2077,1.447
medium_variant,925,2078,1.444
medium_variant,925,2079,1.44
medium_variant,925,2080,1.435
medium_variant,925,2081,1.435
medium_variant,925,2082,1.433
medium_variant,925,2083,1.43
medium_variant,925,2084,1.426
medium_variant,925,2085,1.421
medium_variant,925,2086,1.422
medium_variant,925,2087,1.422
medium_variant,925,2088,1.42
medium_variant,925,2089,1.418
medium_variant,925,2090,1.414
medium_variant,925,2091,1.416
medium_variant,925,2092,1.417
medium_variant,925,2093,1.416
medium_variant,925,2094,1.413
medium_variant,925,2095,1.409
medium_variant,925,2096,1.411
medium_variant,925,2097,1.411
medium_variant,925,2098,1.409
medium_variant,925,2099,1.405
medium_variant,925,2100,1.4
high_variant,925,2015,3.00536668122308
low_variant,925,2015,3.00536668122308
constant_fertility,925,2015,3.00536668122308
instant_replacement,925,2015,3.00536668122308
zero_migration,925,2015,3.00536668122308
constant_mortality,925,2015,3.00536668122308
no_change,925,2015,3.00536668122308
high_variant,925,2020,2.72274486635321
low_variant,925,2020,2.72274486635321
constant_fertility,925,2020,2.72274486635321
instant_replacement,925,2020,2.72274494871859
zero_migration,925,2020,2.70812382592552
constant_mortality,925,2020,2.75948543889453
no_change,925,2020,2.75948543889453
high_variant,925,2025,2.43332447898944
low_variant,925,2025,2.43332447898944
constant_fertility,925,2025,2.43332447898944
instant_replacement,925,2025,2.43332458667441
zero_migration,925,2025,2.40291791204865
constant_mortality,925,2025,2.51644959233414
no_change,925,2025,2.51644959233414
high_variant,925,2030,2.12988804939083
low_variant,925,2030,2.12988804939083
constant_fertility,925,2030,2.12988804939083
instant_replacement,925,2030,2.12988813205213
zero_migration,925,2030,2.08524103116286
constant_mortality,925,2030,2.25334535136577
no_change,925,2030,2.25334535136577
high_variant,925,2035,1.86546349625512
low_variant,925,2035,1.86546349625512
constant_fertility,925,2035,1.86546349625512
instant_replacement,925,2035,1.86546352719905
zero_migration,925,2035,1.80579428925228
constant_mortality,925,2035,2.02214346055343
no_change,925,2035,2.02214346055343
high_variant,925,2040,1.66232693441543
low_variant,925,2040,1.61304893698193
constant_fertility,925,2040,1.63159840720702
instant_replacement,925,2040,1.70111290901275
zero_migration,925,2040,1.56447856088382
constant_mortality,925,2040,1.8216499797844
no_change,925,2040,1.81483260526877
high_variant,925,2045,1.54493545666112
low_variant,925,2045,1.4282889849589
constant_fertility,925,2045,1.47185260399618
instant_replacement,925,2045,1.59935544668559
zero_migration,925,2045,1.39987121181345
constant_mortality,925,2045,1.70226739599437
no_change,925,2045,1.68524353620531
high_variant,925,2050,1.52131750535798
low_variant,925,2050,1.32372663433699
constant_fertility,925,2050,1.39641610556873
instant_replacement,925,2050,1.57976831851972
zero_migration,925,2050,1.3214747342842
constant_mortality,925,2050,1.68540347022803
no_change,925,2050,1.65422638994632
high_variant,925,2055,1.55694151499461
low_variant,925,2055,1.27393863876156
constant_fertility,925,2055,1.37468688379706
