region,variant,gender,freq,year,lifeexpectancyat80
912,estimates,female,5yearly,1950,4.92274129897688
912,estimates,male,5yearly,1950,4.47503063676868
912,estimates,female,5yearly,1955,5.20007387216577
912,estimates,male,5yearly,1955,4.63368840776501
912,estimates,female,5yearly,1960,5.38000216668488
912,estimates,male,5yearly,1960,4.74192136455926
912,estimates,female,5yearly,1965,5.59356741086149
912,estimates,male,5yearly,1965,4.84059445281127
912,estimates,female,5yearly,1970,5.68595496049219
912,estimates,male,5yearly,1970,4.98201693136889
912,estimates,female,5yearly,1975,5.77349922113074
912,estimates,male,5yearly,1975,5.09419177970735
912,estimates,female,5yearly,1980,5.91222440634156
912,estimates,male,5yearly,1980,5.20111176531891
912,estimates,female,5yearly,1985,6.00176523548598
912,estimates,male,5yearly,1985,5.30873457447713
912,estimates,female,5yearly,1990,6.16157910097813
912,estimates,male,5yearly,1990,5.39653773773456
912,estimates,female,5yearly,1995,6.30670081016762
912,estimates,male,5yearly,1995,5.56103087841423
912,estimates,female,5yearly,2000,6.46798442301635
912,estimates,male,5yearly,2000,5.78635257890004
912,estimates,female,5yearly,2005,6.59495242283915
912,estimates,male,5yearly,2005,5.89200391865644
912,estimates,female,5yearly,2010,6.7047712144234
912,estimates,male,5yearly,2010,6.10914726003429
912,medium_variant,female,5yearly,2015,6.95845290179882
912,medium_variant,male,5yearly,2015,6.31769771699141
912,medium_variant,female,5yearly,2020,7.20932766854921
912,medium_variant,male,5yearly,2020,6.46815119937456
912,medium_variant,female,5yearly,2025,7.4804983708069
912,medium_variant,male,5yearly,2025,6.62940739721705
912,medium_variant,female,5yearly,2030,7.78293810494427
912,medium_variant,male,5yearly,2030,6.83766042688385
912,medium_variant,female,5yearly,2035,8.09183439144822
912,medium_variant,male,5yearly,2035,7.06463718532066
912,medium_variant,female,5yearly,2040,8.37567678507138
912,medium_variant,male,5yearly,2040,7.29838064316118
912,medium_variant,female,5yearly,2045,8.64759675286163
912,medium_variant,male,5yearly,2045,7.52939707841771
912,medium_variant,female,5yearly,2050,8.92631277679536
912,medium_variant,male,5yearly,2050,7.78903482856913
912,medium_variant,female,5yearly,2055,9.2071378957053
912,medium_variant,male,5yearly,2055,8.06881227427598
912,medium_variant,female,5yearly,2060,9.48721933595482
912,medium_variant,male,5yearly,2060,8.37098676631993
912,medium_variant,female,5yearly,2065,9.76198023572634
912,medium_variant,male,5yearly,2065,8.66385483541733
912,medium_variant,female,5yearly,2070,9.99451548569413
912,medium_variant,male,5yearly,2070,8.90824711450801
912,medium_variant,female,5yearly,2075,10.1892508220014
912,medium_variant,male,5yearly,2075,9.09425350125339
912,medium_variant,female,5yearly,2080,10.3774138777193
912,medium_variant,male,5yearly,2080,9.28411692829973
912,medium_variant,female,5yearly,2085,10.5830476075255
912,medium_variant,male,5yearly,2085,9.51114307338911
912,medium_variant,female,5yearly,2090,10.8272565731754
912,medium_variant,male,5yearly,2090,9.78976563959102
912,medium_variant,female,5yearly,2095,11.0996046287612
912,medium_variant,male,5yearly,2095,10.1201262994906
