region,variant,gender,freq,year,lifeexpectancyat80
925,estimates,female,5yearly,1950,5.82078473911846
925,estimates,male,5yearly,1950,5.20996382456796
925,estimates,female,5yearly,1955,5.9916248767697
925,estimates,male,5yearly,1955,5.35584239748194
925,estimates,female,5yearly,1960,6.26761702168129
925,estimates,male,5yearly,1960,5.57895022951668
925,estimates,female,5yearly,1965,6.47184919888017
925,estimates,male,5yearly,1965,5.6869512999543
925,estimates,female,5yearly,1970,6.66382183222725
925,estimates,male,5yearly,1970,5.72492644897015
925,estimates,female,5yearly,1975,6.95951037775275
925,estimates,male,5yearly,1975,5.84430975095886
925,estimates,female,5yearly,1980,7.364638677739
925,estimates,male,5yearly,1980,6.09988348016346
925,estimates,female,5yearly,1985,7.84503158269623
925,estimates,male,5yearly,1985,6.45937109627834
925,estimates,female,5yearly,1990,8.2264514160658
925,estimates,male,5yearly,1990,6.80361965867495
925,estimates,female,5yearly,1995,8.61623183820581
925,estimates,male,5yearly,1995,7.03968397369194
925,estimates,female,5yearly,2000,9.02753769842115
925,estimates,male,5yearly,2000,7.35711094056491
925,estimates,female,5yearly,2005,9.42293601991266
925,estimates,male,5yearly,2005,7.72961246465376
925,estimates,female,5yearly,2010,9.79460619198254
925,estimates,male,5yearly,2010,8.11939786416253
925,medium_variant,female,5yearly,2015,10.067761183073
925,medium_variant,male,5yearly,2015,8.59261431894269
925,medium_variant,female,5yearly,2020,10.3934786991625
925,medium_variant,male,5yearly,2020,8.92161545798228
925,medium_variant,female,5yearly,2025,10.7152290703883
925,medium_variant,male,5yearly,2025,9.19955027727754
925,medium_variant,female,5yearly,2030,11.0304491194322
925,medium_variant,male,5yearly,2030,9.46044572577083
925,medium_variant,female,5yearly,2035,11.3412521515784
925,medium_variant,male,5yearly,2035,9.71958277952199
925,medium_variant,female,5yearly,2040,11.6806855446152
925,medium_variant,male,5yearly,2040,10.0043229620171
925,medium_variant,female,5yearly,2045,12.0758619261235
925,medium_variant,male,5yearly,2045,10.2942593233068
925,medium_variant,female,5yearly,2050,12.4430070543467
925,medium_variant,male,5yearly,2050,10.5779459950952
925,medium_variant,female,5yearly,2055,12.7375045524929
925,medium_variant,male,5yearly,2055,10.8481569543586
925,medium_variant,female,5yearly,2060,13.0835387111514
925,medium_variant,male,5yearly,2060,11.0837734155933
925,medium_variant,female,5yearly,2065,13.4106599289284
925,medium_variant,male,5yearly,2065,11.3326511823008
925,medium_variant,female,5yearly,2070,13.7117375219164
925,medium_variant,male,5yearly,2070,11.6062746788482
925,medium_variant,female,5yearly,2075,14.1639543397789
925,medium_variant,male,5yearly,2075,11.8797649640255
925,medium_variant,female,5yearly,2080,14.6074646497026
925,medium_variant,male,5yearly,2080,12.1924336588682
925,medium_variant,female,5yearly,2085,15.0121086779793
925,medium_variant,male,5yearly,2085,12.5808826817343
925,medium_variant,female,5yearly,2090,15.4229143847827
925,medium_variant,male,5yearly,2090,12.8855573935754
925,medium_variant,female,5yearly,2095,15.8014886533831
925,medium_variant,male,5yearly,2095,13.1296011509399
925,estimates,female,5yearly,Regi,Southern Europe
925,estimates,male,5yearly,Regi,Southern Europe
925,medium_variant,female,5yearly,Regi,Southern Europe
925,medium_variant,male,5yearly,Regi,Southern Europe
