region,variant,gender,freq,year,lifeexpectancyat80
911,estimates,female,5yearly,1950,4.58296438739739
911,estimates,male,5yearly,1950,4.13772566687802
911,estimates,female,5yearly,1955,4.70549665168327
911,estimates,male,5yearly,1955,4.25740032225944
911,estimates,female,5yearly,1960,4.82549124126404
911,estimates,male,5yearly,1960,4.38548794960335
911,estimates,female,5yearly,1965,4.96788953236902
911,estimates,male,5yearly,1965,4.53787449600329
911,estimates,female,5yearly,1970,5.14706631062343
911,estimates,male,5yearly,1970,4.71090048125265
911,estimates,female,5yearly,1975,5.26549525741316
911,estimates,male,5yearly,1975,4.83324942427539
911,estimates,female,5yearly,1980,5.38137945041993
911,estimates,male,5yearly,1980,4.93766266871559
911,estimates,female,5yearly,1985,5.45655824617683
911,estimates,male,5yearly,1985,5.00808546076647
911,estimates,female,5yearly,1990,5.50440351446571
911,estimates,male,5yearly,1990,5.04941826788123
911,estimates,female,5yearly,1995,5.50719790995504
911,estimates,male,5yearly,1995,5.05078552360564
911,estimates,female,5yearly,2000,5.67241239254861
911,estimates,male,5yearly,2000,5.21647929375082
911,estimates,female,5yearly,2005,5.87443592586533
911,estimates,male,5yearly,2005,5.42249828595841
911,estimates,female,5yearly,2010,6.04750583444075
911,estimates,male,5yearly,2010,5.60000279865642
911,medium_variant,female,5yearly,2015,6.17886028627015
911,medium_variant,male,5yearly,2015,5.7255886041741
911,medium_variant,female,5yearly,2020,6.30051443012174
911,medium_variant,male,5yearly,2020,5.84409473443369
911,medium_variant,female,5yearly,2025,6.41866948644268
911,medium_variant,male,5yearly,2025,5.95478623361924
911,medium_variant,female,5yearly,2030,6.53413697424504
911,medium_variant,male,5yearly,2030,6.06115124848379
911,medium_variant,female,5yearly,2035,6.64313912149408
911,medium_variant,male,5yearly,2035,6.15580698526481
911,medium_variant,female,5yearly,2040,6.7763798577073
911,medium_variant,male,5yearly,2040,6.24573947993699
911,medium_variant,female,5yearly,2045,6.92398262440769
911,medium_variant,male,5yearly,2045,6.33466535423816
911,medium_variant,female,5yearly,2050,7.1473995280035
911,medium_variant,male,5yearly,2050,6.42040282181719
911,medium_variant,female,5yearly,2055,7.39578173574007
911,medium_variant,male,5yearly,2055,6.52368325261387
911,medium_variant,female,5yearly,2060,7.66511999822914
911,medium_variant,male,5yearly,2060,6.62737585399147
911,medium_variant,female,5yearly,2065,7.93390757190721
911,medium_variant,male,5yearly,2065,6.74164623081191
911,medium_variant,female,5yearly,2070,8.20317544071763
911,medium_variant,male,5yearly,2070,6.86369785538407
911,medium_variant,female,5yearly,2075,8.47043547459455
911,medium_variant,male,5yearly,2075,7.01090205504242
911,medium_variant,female,5yearly,2080,8.73317725438365
911,medium_variant,male,5yearly,2080,7.16981323741805
911,medium_variant,female,5yearly,2085,9.00113934729545
911,medium_variant,male,5yearly,2085,7.35360195380951
911,medium_variant,female,5yearly,2090,9.25977845604851
911,medium_variant,male,5yearly,2090,7.55203105044238
911,medium_variant,female,5yearly,2095,9.51197533451282
911,medium_variant,male,5yearly,2095,7.77631546641501
