region,variant,gender,year,population
924,estimates,female,1950,40424.49
924,estimates,male,1950,37583.004
924,estimates,female,1951,40536.714
924,estimates,male,1951,37690.717
924,estimates,female,1952,40669.243
924,estimates,male,1952,37832.747
924,estimates,female,1953,40817.763
924,estimates,male,1953,37999.362
924,estimates,female,1954,40979.175
924,estimates,male,1954,38183.658
924,estimates,female,1955,41151.907
924,estimates,male,1955,38381.307
924,estimates,female,1956,41335.758
924,estimates,male,1956,38590.902
924,estimates,female,1957,41531.958
924,estimates,male,1957,38813.703
924,estimates,female,1958,41742.848
924,estimates,male,1958,39053.194
924,estimates,female,1959,41971.336
924,estimates,male,1959,39314.197
924,estimates,female,1960,42219.667
924,estimates,male,1960,39600.726
924,estimates,female,1961,42487.848
924,estimates,male,1961,39913.17
924,estimates,female,1962,42772.463
924,estimates,male,1962,40246.27
924,estimates,female,1963,43065.934
924,estimates,male,1963,40588.084
924,estimates,female,1964,43358.379
924,estimates,male,1964,40922.765
924,estimates,female,1965,43641.85
924,estimates,male,1965,41238.265
924,estimates,female,1966,43913.425
924,estimates,male,1966,41529.517
924,estimates,female,1967,44172.799
924,estimates,male,1967,41797.667
924,estimates,female,1968,44417.806
924,estimates,male,1968,42044.915
924,estimates,female,1969,44647.006
924,estimates,male,1969,42276.253
924,estimates,female,1970,44859.342
924,estimates,male,1970,42495.09
924,estimates,female,1971,45053.825
924,estimates,male,1971,42702.047
924,estimates,female,1972,45230.065
924,estimates,male,1972,42894.825
924,estimates,female,1973,45388.585
924,estimates,male,1973,43070.907
924,estimates,female,1974,45530.637
924,estimates,male,1974,43226.949
924,estimates,female,1975,45657.582
924,estimates,male,1975,43361.076
924,estimates,female,1976,45770.093
924,estimates,male,1976,43473.4
924,estimates,female,1977,45869.626
924,estimates,male,1977,43566.667
924,estimates,female,1978,45959.547
924,estimates,male,1978,43645.019
924,estimates,female,1979,46044.077
924,estimates,male,1979,43713.918
924,estimates,female,1980,46126.899
924,estimates,male,1980,43778.208
924,estimates,female,1981,46208.633
924,estimates,male,1981,43838.279
924,estimates,female,1982,46290.396
924,estimates,male,1982,43895.675
924,estimates,female,1983,46377.111
924,estimates,male,1983,43957.85
924,estimates,female,1984,46474.569
924,estimates,male,1984,44033.935
924,estimates,female,1985,46586.537
924,estimates,male,1985,44129.986
924,estimates,female,1986,46715.799
924,estimates,male,1986,44250.424
924,estimates,female,1987,46860.39
924,estimates,male,1987,44392.692
924,estimates,female,1988,47013.224
924,estimates,male,1988,44546.718
924,estimates,female,1989,47163.98
924,estimates,male,1989,44698.111
924,estimates,female,1990,47305.385
924,estimates,male,1990,44836.662
924,estimates,female,1991,47435.47
924,estimates,male,1991,44959.565
924,estimates,female,1992,47556.502
924,estimates,male,1992,45070.774
924,estimates,female,1993,47670.221
924,estimates,male,1993,45175.12
924,estimates,female,1994,47780.023
924,estimates,male,1994,45280.265
924,estimates,female,1995,47888.678
924,estimates,male,1995,45392.205
924,estimates,female,1996,47998.673
924,estimates,male,1996,45513.943
924,estimates,female,1997,48110.733
924,estimates,male,1997,45645.421
924,estimates,female,1998,48224.12
924,estimates,male,1998,45786.294
924,estimates,female,1999,48337.351
924,estimates,male,1999,45935.383
924,estimates,female,2000,48450.918
924,estimates,male,2000,46092.944
924,estimates,female,2001,48560.328
924,estimates,male,2001,46255.231
924,estimates,female,2002,48670.086
924,estimates,male,2002,46425.897
924,estimates,female,2003,48800.045
924,estimates,male,2003,46620.902
924,estimates,female,2004,48976.563
924,estimates,male,2004,46861.391
924,estimates,female,2005,49216.443
924,estimates,male,2005,47160.456
924,estimates,female,2006,49529.686
924,estimates,male,2006,47526.307
924,estimates,female,2007,49905.231
924,estimates,male,2007,47948.92
924,estimates,female,2008,50312.872
924,estimates,male,2008,48400.628
924,estimates,female,2009,50710.064
924,estimates,male,2009,48842.812
924,estimates,female,2010,51066.078
924,estimates,male,2010,49247.663
924,estimates,female,2011,51369.658
924,estimates,male,2011,49604.52
924,estimates,female,2012,51629.596
924,estimates,male,2012,49920.913
924,estimates,female,2013,51859.937
924,estimates,male,2013,50209.541
924,estimates,female,2014,52083.536
924,estimates,male,2014,50491.002
924,constant_fertility,female,2015,52316.912
924,constant_fertility,male,2015,50780.368
924,constant_mortality,female,2015,52316.912
924,constant_mortality,male,2015,50780.368
924,estimates,female,2015,52316.912
924,estimates,male,2015,50780.368
924,high_variant,female,2015,52316.912
924,high_variant,male,2015,50780.368
