region,variant,gender,year,population
921,estimates,female,1950,247548.481
921,estimates,male,1950,263239.636
921,estimates,female,1951,251621.421
921,estimates,male,1951,267571.98
921,estimates,female,1952,255942.323
921,estimates,male,1952,272192.823
921,estimates,female,1953,260507.704
921,estimates,male,1953,277094.653
921,estimates,female,1954,265315.28
921,estimates,male,1954,282271.119
921,estimates,female,1955,270363.837
921,estimates,male,1955,287717.155
921,estimates,female,1956,275653.418
921,estimates,male,1956,293428.877
921,estimates,female,1957,281185.131
921,estimates,male,1957,299403.667
921,estimates,female,1958,286961.058
921,estimates,male,1958,305639.995
921,estimates,female,1959,292983.712
921,estimates,male,1959,312136.954
921,estimates,female,1960,299254.99
921,estimates,male,1960,318893.477
921,estimates,female,1961,305774.834
921,estimates,male,1961,325907.279
921,estimates,female,1962,312540.207
921,estimates,male,1962,333174.106
921,estimates,female,1963,319544.644
921,estimates,male,1963,340687.255
921,estimates,female,1964,326779.456
921,estimates,male,1964,348438.654
921,estimates,female,1965,334237.741
921,estimates,male,1965,356421.958
921,estimates,female,1966,341923.423
921,estimates,male,1966,364639.164
921,estimates,female,1967,349837.376
921,estimates,male,1967,373090.618
921,estimates,female,1968,357966.86
921,estimates,male,1968,381766.997
921,estimates,female,1969,366295.5
921,estimates,male,1969,390656.793
921,estimates,female,1970,374815.253
921,estimates,male,1970,399754.785
921,estimates,female,1971,383519.324
921,estimates,male,1971,409056.363
921,estimates,female,1972,392421.975
921,estimates,male,1972,418572.865
921,estimates,female,1973,401562.724
921,estimates,male,1973,428335.547
921,estimates,female,1974,410994.785
921,estimates,male,1974,438386.366
921,estimates,female,1975,420757.314
921,estimates,male,1975,448756.613
921,estimates,female,1976,430857.937
921,estimates,male,1976,459450.73
921,estimates,female,1977,441287.465
921,estimates,male,1977,470462.644
921,estimates,female,1978,452046.286
921,estimates,male,1978,481798.599
921,estimates,female,1979,463129.883
921,estimates,male,1979,493462.982
921,estimates,female,1980,474529.649
921,estimates,male,1980,505453.869
921,estimates,female,1981,486235.96
921,estimates,male,1981,517765.755
921,estimates,female,1982,498233.346
921,estimates,male,1982,530382.243
921,estimates,female,1983,510497.262
921,estimates,male,1983,543274.844
921,estimates,female,1984,522997.37
921,estimates,male,1984,556406.807
921,estimates,female,1985,535701.826
921,estimates,male,1985,569743.161
921,estimates,female,1986,548602.699
921,estimates,male,1986,583270.07
921,estimates,female,1987,561673.292
921,estimates,male,1987,596966.24
921,estimates,female,1988,574840.845
921,estimates,male,1988,610779.884
921,estimates,female,1989,588015.334
921,estimates,male,1989,624649.425
921,estimates,female,1990,601131.409
921,estimates,male,1990,638527.59
921,estimates,female,1991,614147.939
921,estimates,male,1991,652386.742
921,estimates,female,1992,627072.771
921,estimates,male,1992,666223.056
921,estimates,female,1993,639950.861
921,estimates,male,1993,680043.723
921,estimates,female,1994,652854.524
921,estimates,male,1994,693868.178
921,estimates,female,1995,665833.428
921,estimates,male,1995,707709.905
921,estimates,female,1996,678895.784
921,estimates,male,1996,721551.308
921,estimates,female,1997,692012.802
921,estimates,male,1997,735377.935
921,estimates,female,1998,705152.892
921,estimates,male,1998,749209.618
921,estimates,female,1999,718270.533
921,estimates,male,1999,763074.896
921,estimates,female,2000,731330.818
921,estimates,male,2000,776986.248
