region,variant,gender,year,population
1503,estimates,female,1950,344831.844
1503,estimates,male,1950,328064.103
1503,estimates,female,1951,348746.165
1503,estimates,male,1951,331884.184
1503,estimates,female,1952,352876.446
1503,estimates,male,1952,335982.528
1503,estimates,female,1953,357166.291
1503,estimates,male,1953,340273.978
1503,estimates,female,1954,361569.869
1503,estimates,male,1954,344692.214
1503,estimates,female,1955,366052.069
1503,estimates,male,1955,349189.07
1503,estimates,female,1956,370588.719
1503,estimates,male,1956,353736.22
1503,estimates,female,1957,375166.317
1503,estimates,male,1957,358323.593
1503,estimates,female,1958,379780.545
1503,estimates,male,1958,362957.107
1503,estimates,female,1959,384433.851
1503,estimates,male,1959,367653.887
1503,estimates,female,1960,389128.318
1503,estimates,male,1960,372429.272
1503,estimates,female,1961,393857.817
1503,estimates,male,1961,377281.733
1503,estimates,female,1962,398601.65
1503,estimates,male,1962,382181.095
1503,estimates,female,1963,403321.245
1503,estimates,male,1963,387062.392
1503,estimates,female,1964,407968.633
1503,estimates,male,1964,391841.869
1503,estimates,female,1965,412510.242
1503,estimates,male,1965,396461.248
1503,estimates,female,1966,416922.911
1503,estimates,male,1966,400885.938
1503,estimates,female,1967,421215.025
1503,estimates,male,1967,405134.667
1503,estimates,female,1968,425423.242
1503,estimates,male,1968,409268.334
1503,estimates,female,1969,429602.968
1503,estimates,male,1969,413377.903
1503,estimates,female,1970,433792.194
1503,estimates,male,1970,417526.918
1503,estimates,female,1971,438004.943
1503,estimates,male,1971,421738.05
1503,estimates,female,1972,442222.14
1503,estimates,male,1972,425984.12
1503,estimates,female,1973,446409.248
1503,estimates,male,1973,430219.668
1503,estimates,female,1974,450515.865
1503,estimates,male,1974,434376.991
1503,estimates,female,1975,454506.808
1503,estimates,male,1975,438408.407
1503,estimates,female,1976,458373.353
1503,estimates,male,1976,442302.068
1503,estimates,female,1977,462130.495
1503,estimates,male,1977,446078.71
1503,estimates,female,1978,465795.398
1503,estimates,male,1978,449762.182
1503,estimates,female,1979,469394.894
1503,estimates,male,1979,453389.125
1503,estimates,female,1980,472950.73
1503,estimates,male,1980,456988.395
1503,estimates,female,1981,476467.992
1503,estimates,male,1981,460566.825
1503,estimates,female,1982,479947.206
1503,estimates,male,1982,464122.052
1503,estimates,female,1983,483401.701
1503,estimates,male,1983,467661.747
1503,estimates,female,1984,486846.154
1503,estimates,male,1984,471192.705
1503,estimates,female,1985,490292.203
1503,estimates,male,1985,474720.693
1503,estimates,female,1986,493745.609
1503,estimates,male,1986,478249.599
1503,estimates,female,1987,497208.39
1503,estimates,male,1987,481782.986
1503,estimates,female,1988,500682.233
1503,estimates,male,1988,485324.97
1503,estimates,female,1989,504167.022
1503,estimates,male,1989,488879.334
1503,estimates,female,1990,507661.785
1503,estimates,male,1990,492447.619
1503,estimates,female,1991,511170.051
1503,estimates,male,1991,496039.858
1503,estimates,female,1992,514691.182
1503,estimates,male,1992,499655.055
1503,estimates,female,1993,518213.578
