region,variant,gender,year,population
931,estimates,female,1950,56908.925
931,estimates,male,1950,56875.881
931,estimates,female,1951,58499.426
931,estimates,male,1951,58457.786
931,estimates,female,1952,60123.849
931,estimates,male,1952,60077.064
931,estimates,female,1953,61778.827
931,estimates,male,1953,61729.386
931,estimates,female,1954,63463.497
931,estimates,male,1954,63412.86
931,estimates,female,1955,65179.319
931,estimates,male,1955,65128.161
931,estimates,female,1956,66930.297
931,estimates,male,1956,66878.681
931,estimates,female,1957,68722.832
931,estimates,male,1957,68670.314
931,estimates,female,1958,70565.276
931,estimates,male,1958,70510.933
931,estimates,female,1959,72466.833
931,estimates,male,1959,72409.494
931,estimates,female,1960,74435.154
931,estimates,male,1960,74373.333
931,estimates,female,1961,76473.436
931,estimates,male,1961,76405.21
931,estimates,female,1962,78577.893
931,estimates,male,1962,78500.924
931,estimates,female,1963,80736.887
931,estimates,male,1963,80647.981
931,estimates,female,1964,82933.718
931,estimates,male,1964,82828.932
931,estimates,female,1965,85155.503
931,estimates,male,1965,85030.3
931,estimates,female,1966,87400.263
931,estimates,male,1966,87249.286
931,estimates,female,1967,89669.285
931,estimates,male,1967,89487.066
931,estimates,female,1968,91957.404
931,estimates,male,1968,91738.989
931,estimates,female,1969,94259.414
931,estimates,male,1969,94000.576
931,estimates,female,1970,96572.541
931,estimates,male,1970,96269.542
931,estimates,female,1971,98892.81
931,estimates,male,1971,98542.838
931,estimates,female,1972,101223.296
931,estimates,male,1972,100822.994
931,estimates,female,1973,103577.4
931,estimates,male,1973,103120.34
931,estimates,female,1974,105973.649
931,estimates,male,1974,105449.526
931,estimates,female,1975,108425.457
931,estimates,male,1975,107821.49
931,estimates,female,1976,110935.341
931,estimates,male,1976,110236.83
931,estimates,female,1977,113499.131
931,estimates,male,1977,112693.55
931,estimates,female,1978,116115.313
931,estimates,male,1978,115196.523
931,estimates,female,1979,118780.043
931,estimates,male,1979,117750.802
931,estimates,female,1980,121488.861
931,estimates,male,1980,120358.137
931,estimates,female,1981,124241.281
931,estimates,male,1981,123020.732
931,estimates,female,1982,127033.412
931,estimates,male,1982,125732.204
931,estimates,female,1983,129852.911
931,estimates,male,1983,128475.331
931,estimates,female,1984,132683.979
931,estimates,male,1984,131226.649
931,estimates,female,1985,135514.075
931,estimates,male,1985,133968.19
931,estimates,female,1986,138337.372
931,estimates,male,1986,136692.76
931,estimates,female,1987,141152.425
931,estimates,male,1987,139400.794
931,estimates,female,1988,143956.513
931,estimates,male,1988,142091.158
931,estimates,female,1989,146748.352
931,estimates,male,1989,144765.284
931,estimates,female,1990,149526.722
931,estimates,male,1990,147424.071
931,estimates,female,1991,152287.408
931,estimates,male,1991,150063.516
931,estimates,female,1992,155027.854
931,estimates,male,1992,152680.496
931,estimates,female,1993,157750.578
931,estimates,male,1993,155278.552
931,estimates,female,1994,160459.978
931,estimates,male,1994,157862.961
931,estimates,female,1995,163158.432
931,estimates,male,1995,160436.817
931,estimates,female,1996,165846.141
931,estimates,male,1996,163000.751
931,estimates,female,1997,168518.973
931,estimates,male,1997,165550.598
931,estimates,female,1998,171169.817
931,estimates,male,1998,168078.407
931,estimates,female,1999,173789.269
931,estimates,male,1999,170573.759
931,estimates,female,2000,176370.209
931,estimates,male,2000,173028.571
931,estimates,female,2001,178911.04
931,estimates,male,2001,175441.251
931,estimates,female,2002,181412.512
931,estimates,male,2002,177812.759
931,estimates,female,2003,183872.753
931,estimates,male,2003,180141.078
931,estimates,female,2004,186290.276
931,estimates,male,2004,182424.759
931,estimates,female,2005,188664.885
931,estimates,male,2005,184663.668
931,estimates,female,2006,190993.506
931,estimates,male,2006,186854.567
931,estimates,female,2007,193278.184
931,estimates,male,2007,188999.679
931,estimates,female,2008,195529.976
931,estimates,male,2008,191110.784
931,estimates,female,2009,197763.943
931,estimates,male,2009,193203.853
931,estimates,female,2010,199990.333
931,estimates,male,2010,195289.875
931,estimates,female,2011,202213.094
931,estimates,male,2011,197373.051
931,estimates,female,2012,204427.483
931,estimates,male,2012,199448.654
931,estimates,female,2013,206624.371
931,estimates,male,2013,201507.267
931,estimates,female,2014,208790.317
931,estimates,male,2014,203534.985
931,constant_fertility,female,2015,210914.936
931,constant_fertility,male,2015,205521.185
931,constant_mortality,female,2015,210914.936
931,constant_mortality,male,2015,205521.185
931,estimates,female,2015,210914.936
931,estimates,male,2015,205521.185
931,high_variant,female,2015,210914.936
931,high_variant,male,2015,205521.185
931,instant_replacement,female,2015,210914.936
931,instant_replacement,male,2015,205521.185
931,low_variant,female,2015,210914.936
931,low_variant,male,2015,205521.185
931,medium_variant,female,2015,210914.936
931,medium_variant,male,2015,205521.185
931,momentum,female,2015,210914.936
931,momentum,male,2015,205521.185
931,no_change,female,2015,210914.936
931,no_change,male,2015,205521.185
931,zero_migration,female,2015,210914.936
931,zero_migration,male,2015,205521.185
931,constant_fertility,female,2016,213087.251
931,constant_fertility,male,2016,207558.157
931,constant_mortality,female,2016,212948.1
931,constant_mortality,male,2016,207403.672
931,high_variant,female,2016,213258.214
931,high_variant,male,2016,207736.895
931,instant_replacement,female,2016,213152.218
931,instant_replacement,male,2016,207627.583
931,low_variant,female,2016,212731.358
931,low_variant,male,2016,207186.104
931,medium_variant,female,2016,212995.185
931,medium_variant,male,2016,207462.873
931,momentum,female,2016,213149.243
931,momentum,male,2016,207614.258
931,no_change,female,2016,213039.326
931,no_change,male,2016,207499.137
931,zero_migration,female,2016,213045.989
931,zero_migration,male,2016,207512.746
931,constant_fertility,female,2017,215250.143
931,constant_fertility,male,2017,209588.012
931,constant_mortality,female,2017,214922.807
931,constant_mortality,male,2017,209224.304
931,high_variant,female,2017,215645.075
931,high_variant,male,2017,210000.787
931,instant_replacement,female,2017,215413.656
931,instant_replacement,male,2017,209761.482
931,low_variant,female,2017,214419.095
