region,variant,gender,year,population
934,estimates,female,1950,746200.111
934,estimates,male,1950,779950.415
934,estimates,female,1951,763242.97
934,estimates,male,1951,797308.925
934,estimates,female,1952,779616.083
934,estimates,male,1952,813989.08
934,estimates,female,1953,795704.086
934,estimates,male,1953,830377.793
934,estimates,female,1954,811826.73
934,estimates,male,1954,846798.974
934,estimates,female,1955,828238.518
934,estimates,male,1955,863513.54
934,estimates,female,1956,845126.288
934,estimates,male,1956,880717.05
934,estimates,female,1957,862611.647
934,estimates,male,1957,898541.802
934,estimates,female,1958,880758.013
934,estimates,male,1958,917063.935
934,estimates,female,1959,899582.758
934,estimates,male,1959,936313.884
934,estimates,female,1960,919092.430000001
934,estimates,male,1960,956309.967
934,estimates,female,1961,939321.004999999
934,estimates,male,1961,977092.879
934,estimates,female,1962,960363.06
934,estimates,male,1962,998757.56
934,estimates,female,1963,982387.797
934,estimates,male,1963,1021465.494
934,estimates,female,1964,1005599.178
934,estimates,male,1964,1045407.639
934,estimates,female,1965,1030116.589
934,estimates,male,1965,1070694.609
934,estimates,female,1966,1056003.25
934,estimates,male,1966,1097384.945
934,estimates,female,1967,1083147.685
934,estimates,male,1967,1125370.336
934,estimates,female,1968,1111270.932
934,estimates,male,1968,1154378.166
934,estimates,female,1969,1139984.978
934,estimates,male,1969,1184029.837
934,estimates,female,1970,1168984.246
934,estimates,male,1970,1214025.144
934,estimates,female,1971,1198209.614
934,estimates,male,1971,1244302.219
934,estimates,female,1972,1227668.208
934,estimates,male,1972,1274859.541
934,estimates,female,1973,1257207.649
934,estimates,male,1973,1305536.041
934,estimates,female,1974,1286667.143
934,estimates,male,1974,1336160.211
934,estimates,female,1975,1315953.263
934,estimates,male,1975,1366627.184
934,estimates,female,1976,1344967.573
934,estimates,male,1976,1396845.66
934,estimates,female,1977,1373778.516
934,estimates,male,1977,1426877.538
934,estimates,female,1978,1402673.601
934,estimates,male,1978,1456969.637
934,estimates,female,1979,1432057.803
934,estimates,male,1979,1487473.975
934,estimates,female,1980,1462230.455
934,estimates,male,1980,1518657.684
934,estimates,female,1981,1493203.158
934,estimates,male,1981,1550502.45
934,estimates,female,1982,1524895.279
934,estimates,male,1982,1582950.757
934,estimates,female,1983,1557389.629
934,estimates,male,1983,1616169.528
934,estimates,female,1984,1590764.848
934,estimates,male,1984,1650354.44
934,estimates,female,1985,1625020.73
934,estimates,male,1985,1685585.113
934,estimates,female,1986,1660232.882
934,estimates,male,1986,1721971.202
934,estimates,female,1987,1696235.271
934,estimates,male,1987,1759309.008
934,estimates,female,1988,1732480.672
934,estimates,male,1988,1796972.742
934,estimates,female,1989,1768241.66
934,estimates,male,1989,1834119.834
934,estimates,female,1990,1802984.196
934,estimates,male,1990,1870132.503
934,estimates,female,1991,1836495.326
934,estimates,male,1991,1904788.471
934,estimates,female,1992,1868873.85
934,estimates,male,1992,1938213.672
934,estimates,female,1993,1900287.223
934,estimates,male,1993,1970574.255
934,estimates,female,1994,1931040.192
934,estimates,male,1994,2002182.107
934,estimates,female,1995,1961366.478
934,estimates,male,1995,2033286.278
934,estimates,female,1996,1991305.055
934,estimates,male,1996,2063907.559
934,estimates,female,1997,2020798.819
934,estimates,male,1997,2094011.819
934,estimates,female,1998,2049883.844
934,estimates,male,1998,2123742.578
934,estimates,female,1999,2078589.892
934,estimates,male,1999,2153271.35
934,estimates,female,2000,2106958.691
934,estimates,male,2000,2182738.867
934,estimates,female,2001,2135016.952
934,estimates,male,2001,2212204.271
934,estimates,female,2002,2162836.232
934,estimates,male,2002,2241702.287
934,estimates,female,2003,2190555.846
934,estimates,male,2003,2271313.547
934,estimates,female,2004,2218345.598
934,estimates,male,2004,2301116.731
934,estimates,female,2005,2246332.837
934,estimates,male,2005,2331163.019
934,estimates,female,2006,2274555.35
934,estimates,male,2006,2361478.949
934,estimates,female,2007,2303002.154
934,estimates,male,2007,2392046.265
934,estimates,female,2008,2331682.442
934,estimates,male,2008,2422805.649
934,estimates,female,2009,2360587.701
934,estimates,male,2009,2453666.194
934,estimates,female,2010,2389692.261
934,estimates,male,2010,2484542.399
934,estimates,female,2011,2419007.744
934,estimates,male,2011,2515404.954
934,estimates,female,2012,2448487.441
934,estimates,male,2012,2546211.385
934,estimates,female,2013,2477969.753
934,estimates,male,2013,2576842.677
934,estimates,female,2014,2507241.775
934,estimates,male,2014,2607155.379
934,constant_fertility,female,2015,2536138.99
934,constant_fertility,male,2015,2637032.075
934,constant_mortality,female,2015,2536138.99
934,constant_mortality,male,2015,2637032.075
934,estimates,female,2015,2536138.99
934,estimates,male,2015,2637032.075
934,high_variant,female,2015,2536138.99
934,high_variant,male,2015,2637032.075
934,instant_replacement,female,2015,2536138.99
934,instant_replacement,male,2015,2637032.075
934,low_variant,female,2015,2536138.99
934,low_variant,male,2015,2637032.075
934,medium_variant,female,2015,2536138.99
934,medium_variant,male,2015,2637032.075
934,momentum,female,2015,2536138.99
934,momentum,male,2015,2637032.075
934,no_change,female,2015,2536138.99
934,no_change,male,2015,2637032.075
934,zero_migration,female,2015,2536138.99
934,zero_migration,male,2015,2637032.075
934,constant_fertility,female,2016,2565811.117
934,constant_fertility,male,2016,2668020.045
934,constant_mortality,female,2016,2563708.579
934,constant_mortality,male,2016,2665732.709
934,high_variant,female,2016,2567632.441
934,high_variant,male,2016,2669966.771
934,instant_replacement,female,2016,2563226.516
934,instant_replacement,male,2016,2665150.981
934,low_variant,female,2016,2561425.131
934,low_variant,male,2016,2663172.595
934,medium_variant,female,2016,2564586.936
934,medium_variant,male,2016,2666413.251
934,momentum,female,2016,2563324.533
934,momentum,male,2016,2664997.822
934,no_change,female,2016,2564974.592
934,no_change,male,2016,2667164.689
934,zero_migration,female,2016,2565506.301
934,zero_migration,male,2016,2667012.557
934,constant_fertility,female,2017,2595395.092
934,constant_fertility,male,2017,2698714.388
934,constant_mortality,female,2017,2590622.436
934,constant_mortality,male,2017,2693516.175
934,high_variant,female,2017,2599723.246
934,high_variant,male,2017,2703340.42
