region,variant,gender,year,population
915,estimates,female,1950,8508.439
915,estimates,male,1950,8567.185
915,estimates,female,1951,8665.432
915,estimates,male,1951,8730.409
915,estimates,female,1952,8836.119
915,estimates,male,1952,8898.506
915,estimates,female,1953,9014.849
915,estimates,male,1953,9069.186
915,estimates,female,1954,9197.761
915,estimates,male,1954,9241.094
915,estimates,female,1955,9382.549
915,estimates,male,1955,9413.962
915,estimates,female,1956,9568.916
915,estimates,male,1956,9588.567
915,estimates,female,1957,9758.253
915,estimates,male,1957,9766.565
915,estimates,female,1958,9953.264
915,estimates,male,1958,9950.527
915,estimates,female,1959,10157.818
915,estimates,male,1959,10143.381
915,estimates,female,1960,10375.188
915,estimates,male,1960,10347.74
915,estimates,female,1961,10606.504
915,estimates,male,1961,10564.647
915,estimates,female,1962,10849.741
915,estimates,male,1962,10792.87
915,estimates,female,1963,11098.723
915,estimates,male,1963,11028.345
915,estimates,female,1964,11345.049
915,estimates,male,1964,11265.418
915,estimates,female,1965,11582.727
915,estimates,male,1965,11499.961
915,estimates,female,1966,11808.878
915,estimates,male,1966,11730.213
915,estimates,female,1967,12025.497
915,estimates,male,1967,11957.064
915,estimates,female,1968,12237.479
915,estimates,male,1968,12181.959
915,estimates,female,1969,12452.235
915,estimates,male,1969,12407.411
915,estimates,female,1970,12674.831
915,estimates,male,1970,12635.152
915,estimates,female,1971,12907.146
915,estimates,male,1971,12865.663
915,estimates,female,1972,13146.65
915,estimates,male,1972,13097.649
915,estimates,female,1973,13389.25
915,estimates,male,1973,13329.154
915,estimates,female,1974,13628.651
915,estimates,male,1974,13557.412
915,estimates,female,1975,13860.528
915,estimates,male,1975,13780.493
915,estimates,female,1976,14083.589
915,estimates,male,1976,13997.712
915,estimates,female,1977,14299.674
915,estimates,male,1977,14210.002
915,estimates,female,1978,14511.177
915,estimates,male,1978,14419.118
915,estimates,female,1979,14721.806
915,estimates,male,1979,14627.716
915,estimates,female,1980,14934.298
915,estimates,male,1980,14837.74
915,estimates,female,1981,15149.12
915,estimates,male,1981,15049.46
915,estimates,female,1982,15365.629
915,estimates,male,1982,15262.718
915,estimates,female,1983,15584.669
