region,variant,gender,year,population
1502,estimates,female,1950,475008.89
1502,estimates,male,1950,481194.701
1502,estimates,female,1951,486867.522
1502,estimates,male,1951,493327.812
1502,estimates,female,1952,497616.419
1502,estimates,male,1952,504260.037
1502,estimates,female,1953,507653.131
1502,estimates,male,1953,514400.615
1502,estimates,female,1954,517308.388
1502,estimates,male,1954,524093.768
1502,estimates,female,1955,526846.054
1502,estimates,male,1955,533619.383
1502,estimates,female,1956,536460.846
1502,estimates,male,1956,543190.159
1502,estimates,female,1957,546280.572
1502,estimates,male,1957,552954.047
1502,estimates,female,1958,556373.496
1502,estimates,male,1958,563001.018
1502,estimates,female,1959,566760.511
1502,estimates,male,1959,573373.927
1502,estimates,female,1960,577451.456
1502,estimates,male,1960,584101.503
1502,estimates,female,1961,588484.086
1502,estimates,male,1961,595233.636
1502,estimates,female,1962,599957.954
1502,estimates,male,1962,606872.423
1502,estimates,female,1963,612048.906
1502,estimates,male,1963,619185.06
1502,estimates,female,1964,624968.218
1502,estimates,male,1964,632366.626
1502,estimates,female,1965,638840.499
1502,estimates,male,1965,646529.875
1502,estimates,female,1966,653733.887
1502,estimates,male,1966,661740.004
1502,estimates,female,1967,669537.129
1502,estimates,male,1967,677889.135
1502,estimates,female,1968,685965.089
1502,estimates,male,1968,694692.7
1502,estimates,female,1969,702620.217
1502,estimates,male,1969,711754.781
1502,estimates,female,1970,719190.807
1502,estimates,male,1970,728763.418
1502,estimates,female,1971,735610.005
1502,estimates,male,1971,745648.53
1502,estimates,female,1972,751888.018000001
1502,estimates,male,1972,762413.919
1502,estimates,female,1973,767888.943
1502,estimates,male,1973,778915.81
1502,estimates,female,1974,783475.496
1502,estimates,male,1974,795007.449999999
1502,estimates,female,1975,798567.559
1502,estimates,male,1975,810599.725
1502,estimates,female,1976,813091.223
1502,estimates,male,1976,825622.34
1502,estimates,female,1977,827103.521
1502,estimates,male,1977,840128.282
1502,estimates,female,1978,840827.69
1502,estimates,male,1978,854316.269
1502,estimates,female,1979,854580.061
1502,estimates,male,1979,868471.065
1502,estimates,female,1980,868605.981
1502,estimates,male,1980,882819.439
