region,variant,gender,year,population
927,estimates,female,1950,5005.888
927,estimates,male,1950,5079.471
927,estimates,female,1951,5134.149
927,estimates,male,1951,5226.377
927,estimates,female,1952,5253.884
927,estimates,male,1952,5359.891
927,estimates,female,1953,5370.691
927,estimates,male,1953,5486.451
927,estimates,female,1954,5488.728
927,estimates,male,1954,5610.951
927,estimates,female,1955,5610.65
927,estimates,male,1955,5736.653
927,estimates,female,1956,5737.571
927,estimates,male,1956,5865.167
927,estimates,female,1957,5869.125
927,estimates,male,1957,5996.531
927,estimates,female,1958,6003.687
927,estimates,male,1958,6129.384
927,estimates,female,1959,6138.745
927,estimates,male,1959,6261.398
927,estimates,female,1960,6271.922
927,estimates,male,1960,6390.392
927,estimates,female,1961,6402.137
927,estimates,male,1961,6515.484
927,estimates,female,1962,6530.666
927,estimates,male,1962,6638.221
927,estimates,female,1963,6661.477
927,estimates,male,1963,6762.986
927,estimates,female,1964,6800.049
927,estimates,male,1964,6895.696
927,estimates,female,1965,6949.87
927,estimates,male,1965,7040.096
927,estimates,female,1966,7112.535
927,estimates,male,1966,7198.004
927,estimates,female,1967,7285.381
927,estimates,male,1967,7366.652
927,estimates,female,1968,7462.306
927,estimates,male,1968,7539.602
927,estimates,female,1969,7634.835
927,estimates,male,1969,7707.825
927,estimates,female,1970,7796.668
927,estimates,male,1970,7864.634
927,estimates,female,1971,7946.308
927,estimates,male,1971,8008.667
927,estimates,female,1972,8085.158
927,estimates,male,1972,8141.402
927,estimates,female,1973,8213.407
927,estimates,male,1973,8262.44
927,estimates,female,1974,8332.113
927,estimates,male,1974,8372.109
927,estimates,female,1975,8442.563
927,estimates,male,1975,8471.275
927,estimates,female,1976,8544.255
927,estimates,male,1976,8558.934
927,estimates,female,1977,8638.04
927,estimates,male,1977,8636.43
927,estimates,female,1978,8728.268
927,estimates,male,1978,8709.98
927,estimates,female,1979,8820.686
927,estimates,male,1979,8787.862
927,estimates,female,1980,8919.583
927,estimates,male,1980,8876.148
927,estimates,female,1981,9026.327
927,estimates,male,1981,8976.996
927,estimates,female,1982,9140.429
927,estimates,male,1982,9089.164
927,estimates,female,1983,9262.089
