region,variant,gender,year,population
941,estimates,female,1950,97591.208
941,estimates,male,1950,97667.8
941,estimates,female,1951,99546.522
941,estimates,male,1951,99505.666
941,estimates,female,1952,101528.995
941,estimates,male,1952,101375.851
941,estimates,female,1953,103570.906
941,estimates,male,1953,103314.141
941,estimates,female,1954,105697.394
941,estimates,male,1954,105347.705
941,estimates,female,1955,107926.186
941,estimates,male,1955,107494.896
941,estimates,female,1956,110267.84
941,estimates,male,1956,109765.143
941,estimates,female,1957,112725.733
941,estimates,male,1957,112159.128
941,estimates,female,1958,115296.845
941,estimates,male,1958,114670.161
941,estimates,female,1959,117973.616
941,estimates,male,1959,117285.856
941,estimates,female,1960,120748.083
941,estimates,male,1960,119994.072
941,estimates,female,1961,123617.042
941,estimates,male,1961,122789.425
941,estimates,female,1962,126586.013
941,estimates,male,1962,125678.251
941,estimates,female,1963,129671.222
941,estimates,male,1963,128681.466
941,estimates,female,1964,132894.342
941,estimates,male,1964,131827.458
941,estimates,female,1965,136267.516
941,estimates,male,1965,135133.006
941,estimates,female,1966,139805.123
941,estimates,male,1966,138614.791
941,estimates,female,1967,143494.231
941,estimates,male,1967,142257.332
941,estimates,female,1968,147286.367
941,estimates,male,1968,146006.356
941,estimates,female,1969,151115.397
941,estimates,male,1969,149787.174
941,estimates,female,1970,154936.795
941,estimates,male,1970,153549.555
941,estimates,female,1971,158731.531
941,estimates,male,1971,157273.056
941,estimates,female,1972,162522.655
941,estimates,male,1972,160983.789
941,estimates,female,1973,166359.672
941,estimates,male,1973,164735.599
941,estimates,female,1974,170313.903
941,estimates,male,1974,168606.394
941,estimates,female,1975,174438.514
941,estimates,male,1975,172654.599
941,estimates,female,1976,178754.024
941,estimates,male,1976,176899.524
941,estimates,female,1977,183250.215
941,estimates,male,1977,181330.882
941,estimates,female,1978,187913.014
941,estimates,male,1978,185941.398
941,estimates,female,1979,192716.307
941,estimates,male,1979,190713.523
941,estimates,female,1980,197643.687
941,estimates,male,1980,195635.592
941,estimates,female,1981,202694.489
941,estimates,male,1981,200714.206
941,estimates,female,1982,207885.195
941,estimates,male,1982,205961.423
941,estimates,female,1983,213236.599
941,estimates,male,1983,211377.318
941,estimates,female,1984,218776.445
941,estimates,male,1984,216961.245
941,estimates,female,1985,224525.645
941,estimates,male,1985,222715.325
941,estimates,female,1986,230486.992
941,estimates,male,1986,228628.742
941,estimates,female,1987,236656.92
941,estimates,male,1987,234708.016
941,estimates,female,1988,243041.085
941,estimates,male,1988,240992.003
941,estimates,female,1989,249644.109
941,estimates,male,1989,247532.713
941,estimates,female,1990,256466.164
941,estimates,male,1990,254361.43
