region,variant,gender,year,population
914,estimates,female,1950,35537.035
914,estimates,male,1950,35338.81
914,estimates,female,1951,36086.936
914,estimates,male,1951,35882.259
914,estimates,female,1952,36680.294
914,estimates,male,1952,36470.375
914,estimates,female,1953,37312.623
914,estimates,male,1953,37098.357
914,estimates,female,1954,37980.515
914,estimates,male,1954,37762.502
914,estimates,female,1955,38681.42
914,estimates,male,1955,38460.141
914,estimates,female,1956,39413.786
914,estimates,male,1956,39189.889
914,estimates,female,1957,40177.021
914,estimates,male,1957,39951.421
914,estimates,female,1958,40971.358
914,estimates,male,1958,40745.47
914,estimates,female,1959,41797.7
914,estimates,male,1959,41573.502
914,estimates,female,1960,42657.103
914,estimates,male,1960,42437.046
914,estimates,female,1961,43550.254
914,estimates,male,1961,43337.117
914,estimates,female,1962,44477.019
914,estimates,male,1962,44273.395
914,estimates,female,1963,45436.186
914,estimates,male,1963,45244.129
914,estimates,female,1964,46426.077
914,estimates,male,1964,46246.792
914,estimates,female,1965,47446.252
914,estimates,male,1965,47280.381
914,estimates,female,1966,48497.03
914,estimates,male,1966,48345.202
914,estimates,female,1967,49581.261
914,estimates,male,1967,49444.458
914,estimates,female,1968,50704.192
914,estimates,male,1968,50583.685
914,estimates,female,1969,51872.615
914,estimates,male,1969,51770.086
914,estimates,female,1970,53092.187
914,estimates,male,1970,53009.745
914,estimates,female,1971,54365.323
914,estimates,male,1971,54304.086
914,estimates,female,1972,55693.339
914,estimates,male,1972,55654.529
914,estimates,female,1973,57079.358
914,estimates,male,1973,57066.62
914,estimates,female,1974,58526.403
914,estimates,male,1974,58546.82
914,estimates,female,1975,60036.903
914,estimates,male,1975,60099.38
914,estimates,female,1976,61611.566
914,estimates,male,1976,61726.959
914,estimates,female,1977,63251.098
914,estimates,male,1977,63428.005
914,estimates,female,1978,64957.461
914,estimates,male,1978,65197.012
914,estimates,female,1979,66732.775
914,estimates,male,1979,67025.832
914,estimates,female,1980,68577.781
914,estimates,male,1980,68908.097
914,estimates,female,1981,70495.072
914,estimates,male,1981,70843.457
914,estimates,female,1982,72482.451
914,estimates,male,1982,72832.758
914,estimates,female,1983,74529.958
914,estimates,male,1983,74872.273
914,estimates,female,1984,76624.117
914,estimates,male,1984,76957.924
914,estimates,female,1985,78755.713
914,estimates,male,1985,79087.423
914,estimates,female,1986,80920.098
914,estimates,male,1986,81258.288
914,estimates,female,1987,83121.198
914,estimates,male,1987,83472.918
914,estimates,female,1988,85368.929
914,estimates,male,1988,85739.899
914,estimates,female,1989,87677.803
914,estimates,male,1989,88071.098
914,estimates,female,1990,90058.264
914,estimates,male,1990,90475.093
914,estimates,female,1991,92515.557
914,estimates,male,1991,92956.406
914,estimates,female,1992,95046.397
914,estimates,male,1992,95513.051
914,estimates,female,1993,97642.523
914,estimates,male,1993,98139.511
914,estimates,female,1994,100291.376
914,estimates,male,1994,100826.977
914,estimates,female,1995,102985.074
914,estimates,male,1995,103569.836
914,estimates,female,1996,105723.348
914,estimates,male,1996,106369.63
914,estimates,female,1997,108513.389
914,estimates,male,1997,109231.439
914,estimates,female,1998,111363.723
914,estimates,male,1998,112157.529
914,estimates,female,1999,114286.44
914,estimates,male,1999,115151.059
914,estimates,female,2000,117291.911
914,estimates,male,2000,118216.415
914,estimates,female,2001,120382.454
914,estimates,male,2001,121354.355
914,estimates,female,2002,123561.229
914,estimates,male,2002,124570.717
914,estimates,female,2003,126840.137
914,estimates,male,2003,127880.981
914,estimates,female,2004,130233.232
914,estimates,male,2004,131304.828
914,estimates,female,2005,133750.668
914,estimates,male,2005,134856.97
914,estimates,female,2006,137398.589
914,estimates,male,2006,138543.399
914,estimates,female,2007,141175.303
914,estimates,male,2007,142363.012
