region,variant,gender,year,population
911,estimates,female,1950,13756.343
911,estimates,male,1950,12697.415
911,estimates,female,1951,14011.317
911,estimates,male,1951,12953.283
911,estimates,female,1952,14273.27
911,estimates,male,1952,13216.684
911,estimates,female,1953,14543.351
911,estimates,male,1953,13488.615
911,estimates,female,1954,14822.563
911,estimates,male,1954,13769.992
911,estimates,female,1955,15111.798
911,estimates,male,1955,14061.651
911,estimates,female,1956,15411.865
911,estimates,male,1956,14364.27
911,estimates,female,1957,15723.475
911,estimates,male,1957,14678.51
911,estimates,female,1958,16047.209
911,estimates,male,1958,15004.848
911,estimates,female,1959,16383.559
911,estimates,male,1959,15343.784
911,estimates,female,1960,16733.071
911,estimates,male,1960,15695.719
911,estimates,female,1961,17096.191
911,estimates,male,1961,16061.164
911,estimates,female,1962,17473.523
911,estimates,male,1962,16440.682
911,estimates,female,1963,17865.762
911,estimates,male,1963,16835.0
911,estimates,female,1964,18273.571
911,estimates,male,1964,17244.873
911,estimates,female,1965,18697.493
911,estimates,male,1965,17670.92
911,estimates,female,1966,19138.594
911,estimates,male,1966,18114.139
911,estimates,female,1967,19597.124
911,estimates,male,1967,18574.898
911,estimates,female,1968,20072.269
911,estimates,male,1968,19052.502
911,estimates,female,1969,20562.606
911,estimates,male,1969,19545.807
911,estimates,female,1970,21067.527
911,estimates,male,1970,20054.374
911,estimates,female,1971,21586.678
911,estimates,male,1971,20577.903
911,estimates,female,1972,22121.552
911,estimates,male,1972,21117.832
911,estimates,female,1973,22675.585
911,estimates,male,1973,21677.425
911,estimates,female,1974,23253.296
911,estimates,male,1974,22260.945
911,estimates,female,1975,23857.99
911,estimates,male,1975,22871.591
911,estimates,female,1976,24491.678
911,estimates,male,1976,23511.265
911,estimates,female,1977,25153.878
911,estimates,male,1977,24179.486
911,estimates,female,1978,25842.55
911,estimates,male,1978,24874.075
911,estimates,female,1979,26554.373
911,estimates,male,1979,25591.531
911,estimates,female,1980,27287.313
911,estimates,male,1980,26329.646
911,estimates,female,1981,28043.111
911,estimates,male,1981,27090.103
911,estimates,female,1982,28824.197
911,estimates,male,1982,27875.265
911,estimates,female,1983,29629.976
911,estimates,male,1983,28684.681
911,estimates,female,1984,30459.5
911,estimates,male,1984,29517.601
911,estimates,female,1985,31313.674
