region,variant,gender,year,population
5500,estimates,female,1950,9047.784
5500,estimates,male,1950,8401.784
5500,estimates,female,1951,9281.696
5500,estimates,male,1951,8608.17
5500,estimates,female,1952,9556.529
5500,estimates,male,1952,8855.737
5500,estimates,female,1953,9865.952
5500,estimates,male,1953,9137.839
5500,estimates,female,1954,10204.558
5500,estimates,male,1954,9448.911
5500,estimates,female,1955,10567.892
5500,estimates,male,1955,9784.526
5500,estimates,female,1956,10952.403
5500,estimates,male,1956,10141.294
5500,estimates,female,1957,11355.401
5500,estimates,male,1957,10516.95
5500,estimates,female,1958,11775.074
5500,estimates,male,1958,10910.202
5500,estimates,female,1959,12210.139
5500,estimates,male,1959,11320.355
5500,estimates,female,1960,12659.218
5500,estimates,male,1960,11746.658
5500,estimates,female,1961,13120.279
5500,estimates,male,1961,12187.349
5500,estimates,female,1962,13589.905
5500,estimates,male,1962,12639.076
5500,estimates,female,1963,14063.192
5500,estimates,male,1963,13096.459
5500,estimates,female,1964,14534.376
5500,estimates,male,1964,13553.031
5500,estimates,female,1965,14998.917
5500,estimates,male,1965,14003.841
5500,estimates,female,1966,15454.972
5500,estimates,male,1966,14446.616
5500,estimates,female,1967,15902.02
5500,estimates,male,1967,14881.204
5500,estimates,female,1968,16338.694
5500,estimates,male,1968,15307.349
5500,estimates,female,1969,16764.089
5500,estimates,male,1969,15725.751
5500,estimates,female,1970,17177.958
5500,estimates,male,1970,16137.17
5500,estimates,female,1971,17579.443
5500,estimates,male,1971,16541.414
5500,estimates,female,1972,17969.521
5500,estimates,male,1972,16938.666
5500,estimates,female,1973,18352.391
5500,estimates,male,1973,17331.04
5500,estimates,female,1974,18733.759
5500,estimates,male,1974,17721.308
5500,estimates,female,1975,19118.139
5500,estimates,male,1975,18111.952
5500,estimates,female,1976,19506.953
5500,estimates,male,1976,18503.509
5500,estimates,female,1977,19900.273
5500,estimates,male,1977,18896.816
5500,estimates,female,1978,20299.532
5500,estimates,male,1978,19294.849
5500,estimates,female,1979,20706.007
5500,estimates,male,1979,19701.16
5500,estimates,female,1980,21120.524
5500,estimates,male,1980,20118.307
5500,estimates,female,1981,21541.71
5500,estimates,male,1981,20545.455
5500,estimates,female,1982,21969.072
5500,estimates,male,1982,20981.562
5500,estimates,female,1983,22405.072
5500,estimates,male,1983,21428.289
5500,estimates,female,1984,22852.952
5500,estimates,male,1984,21887.54
5500,estimates,female,1985,23313.462
5500,estimates,male,1985,22359.192
5500,estimates,female,1986,23788.821
5500,estimates,male,1986,22844.576
5500,estimates,female,1987,24273.904
5500,estimates,male,1987,23338.947
5500,estimates,female,1988,24753.064
5500,estimates,male,1988,23828.664
5500,estimates,female,1989,25205.499
5500,estimates,male,1989,24295.725
5500,estimates,female,1990,25616.387
5500,estimates,male,1990,24726.934
5500,estimates,female,1991,25981.458
5500,estimates,male,1991,25119.488
5500,estimates,female,1992,26305.284
5500,estimates,male,1992,25476.285
5500,estimates,female,1993,26593.142
5500,estimates,male,1993,25797.289
5500,estimates,female,1994,26854.078
5500,estimates,male,1994,26084.302
5500,estimates,female,1995,27096.302
5500,estimates,male,1995,26340.557
5500,estimates,female,1996,27320.912
5500,estimates,male,1996,26564.899
5500,estimates,female,1997,27530.317
5500,estimates,male,1997,26761.981
5500,estimates,female,1998,27735.929
5500,estimates,male,1998,26948.321
5500,estimates,female,1999,27951.975
5500,estimates,male,1999,27145.518
5500,estimates,female,2000,28189.417
5500,estimates,male,2000,27369.916
5500,estimates,female,2001,28453.723
5500,estimates,male,2001,27628.58
5500,estimates,female,2002,28745.431
5500,estimates,male,2002,27920.487
5500,estimates,female,2003,29064.118
5500,estimates,male,2003,28243.761
5500,estimates,female,2004,29407.24
5500,estimates,male,2004,28593.175
5500,estimates,female,2005,29772.955
5500,estimates,male,2005,28964.913
5500,estimates,female,2006,30160.538
5500,estimates,male,2006,29357.983
5500,estimates,female,2007,30571.499
5500,estimates,male,2007,29774.462
5500,estimates,female,2008,31008.083
5500,estimates,male,2008,30216.696
5500,estimates,female,2009,31473.219
5500,estimates,male,2009,30687.789
5500,estimates,female,2010,31967.786
5500,estimates,male,2010,31188.654
5500,estimates,female,2011,32492.379
5500,estimates,male,2011,31719.831
5500,estimates,female,2012,33042.588
5500,estimates,male,2012,32276.412
5500,estimates,female,2013,33607.815
5500,estimates,male,2013,32847.062
5500,estimates,female,2014,34174.132
5500,estimates,male,2014,33416.813
5500,constant_fertility,female,2015,34730.826
5500,constant_fertility,male,2015,33974.158
5500,constant_mortality,female,2015,34730.826
5500,constant_mortality,male,2015,33974.158
5500,estimates,female,2015,34730.826
5500,estimates,male,2015,33974.158
5500,high_variant,female,2015,34730.826
5500,high_variant,male,2015,33974.158
5500,instant_replacement,female,2015,34730.826
5500,instant_replacement,male,2015,33974.158
5500,low_variant,female,2015,34730.826
5500,low_variant,male,2015,33974.158
5500,medium_variant,female,2015,34730.826
5500,medium_variant,male,2015,33974.158
5500,momentum,female,2015,34730.826
5500,momentum,male,2015,33974.158
5500,no_change,female,2015,34730.826
5500,no_change,male,2015,33974.158
5500,zero_migration,female,2015,34730.826
5500,zero_migration,male,2015,33974.158
5500,constant_fertility,female,2016,35307.39
5500,constant_fertility,male,2016,34549.31
5500,constant_mortality,female,2016,35268.515
5500,constant_mortality,male,2016,34509.187
5500,high_variant,female,2016,35322.876
5500,high_variant,male,2016,34565.61
5500,instant_replacement,female,2016,35193.063
5500,instant_replacement,male,2016,34429.574
5500,low_variant,female,2016,35227.824
5500,low_variant,male,2016,34464.724
5500,medium_variant,female,2016,35273.425
5500,medium_variant,male,2016,34514.334
5500,momentum,female,2016,35205.428
5500,momentum,male,2016,34446.664
5500,no_change,female,2016,35300.279
5500,no_change,male,2016,34543.028
5500,zero_migration,female,2016,35300.137
5500,zero_migration,male,2016,34545.959
5500,constant_fertility,female,2017,35874.191
5500,constant_fertility,male,2017,35112.853
5500,constant_mortality,female,2017,35788.365
5500,constant_mortality,male,2017,35024.299
5500,high_variant,female,2017,35913.885
5500,high_variant,male,2017,35154.707
5500,instant_replacement,female,2017,35608.641
5500,instant_replacement,male,2017,34833.526
5500,low_variant,female,2017,35694.946
5500,low_variant,male,2017,34922.341
5500,medium_variant,female,2017,35802.119
5500,medium_variant,male,2017,35037.55
5500,momentum,female,2017,35638.377
5500,momentum,male,2017,34874.68
5500,no_change,female,2017,35857.759
5500,no_change,male,2017,35098.155
5500,zero_migration,female,2017,35854.855
5500,zero_migration,male,2017,35100.944
5500,constant_fertility,female,2018,36432.827
5500,constant_fertility,male,2018,35666.476
5500,constant_mortality,female,2018,36291.462
5500,constant_mortality,male,2018,35520.684
5500,high_variant,female,2018,36502.436
5500,high_variant,male,2018,35740
5500,instant_replacement,female,2018,35990.363
5500,instant_replacement,male,2018,35199.898
5500,low_variant,female,2018,36135.727
5500,low_variant,male,2018,35350.794
5500,medium_variant,female,2018,36316.606
5500,medium_variant,male,2018,35543.874
5500,momentum,female,2018,36040.539
5500,momentum,male,2018,35269.53
5500,no_change,female,2018,36404.746
5500,no_change,male,2018,35641.191
5500,zero_migration,female,2018,36396.081
5500,zero_migration,male,2018,35640.316
5500,constant_fertility,female,2019,36984.434
5500,constant_fertility,male,2019,36211.422
5500,constant_mortality,female,2019,36778.668
5500,constant_mortality,male,2019,35999.301
5500,high_variant,female,2019,37087.353
5500,high_variant,male,2019,36320.222
5500,instant_replacement,female,2019,36358.569
5500,instant_replacement,male,2019,35550.505
5500,low_variant,female,2019,36552.999
5500,low_variant,male,2019,35753.077
5500,medium_variant,female,2019,36818.314
5500,medium_variant,male,2019,36035.188
5500,momentum,female,2019,36429.343
5500,momentum,male,2019,35649.416
5500,no_change,female,2019,36942.34
5500,no_change,male,2019,36173.34
5500,zero_migration,female,2019,36924.625
5500,zero_migration,male,2019,36164.946
5500,constant_fertility,female,2020,37529.778
5500,constant_fertility,male,2020,36748.53
5500,constant_mortality,female,2020,37250.489
5500,constant_mortality,male,2020,36460.752
5500,high_variant,female,2020,37667.605
5500,high_variant,male,2020,36894.309
5500,instant_replacement,female,2020,36728.187
5500,instant_replacement,male,2020,35901.462
5500,low_variant,female,2020,36948.849
5500,low_variant,male,2020,36131.482
5500,medium_variant,female,2020,37308.224
5500,medium_variant,male,2020,36512.895
5500,momentum,female,2020,36817.648
5500,momentum,male,2020,36027.686
5500,no_change,female,2020,37471.276
5500,no_change,male,2020,36695.394
5500,zero_migration,female,2020,37441.011
5500,zero_migration,male,2020,36675.421
5500,constant_fertility,female,2021,38069.163
5500,constant_fertility,male,2021,37278.086
5500,constant_mortality,female,2021,37707.176
5500,constant_mortality,male,2021,36905.345
5500,high_variant,female,2021,38242.342
5500,high_variant,male,2021,37461.34
5500,instant_replacement,female,2021,37102.579
5500,instant_replacement,male,2021,36256.484
5500,low_variant,female,2021,37324.645
5500,low_variant,male,2021,36487.386
5500,medium_variant,female,2021,37785.338
5500,medium_variant,male,2021,36976.046
5500,momentum,female,2021,37208.101
5500,momentum,male,2021,36407.126
5500,no_change,female,2021,37991.766
5500,no_change,male,2021,37207.662
5500,zero_migration,female,2021,37945.468
5500,zero_migration,male,2021,37171.971
5500,constant_fertility,female,2022,38602.425
5500,constant_fertility,male,2022,37800.024
5500,constant_mortality,female,2022,38148.709
5500,constant_mortality,male,2022,37333.04
5500,high_variant,female,2022,38810.842
5500,high_variant,male,2022,38020.591
5500,instant_replacement,female,2022,37477.146
5500,instant_replacement,male,2022,36610.736
5500,low_variant,female,2022,37680.984
5500,low_variant,male,2022,36821.502
5500,medium_variant,female,2022,38248.083
5500,medium_variant,male,2022,37423.038
5500,momentum,female,2022,37596.48
5500,momentum,male,2022,36783.44
5500,no_change,female,2022,38503.699
5500,no_change,male,2022,37710.024
5500,zero_migration,female,2022,38437.902
5500,zero_migration,male,2022,37654.514
5500,constant_fertility,female,2023,39129.128
5500,constant_fertility,male,2023,38313.811
5500,constant_mortality,female,2023,38574.841
5500,constant_mortality,male,2023,37743.618
5500,high_variant,female,2023,39372.596
5500,high_variant,male,2023,38571.538
5500,instant_replacement,female,2023,37849.636
5500,instant_replacement,male,2023,36961.747
5500,low_variant,female,2023,38017.904
5500,low_variant,male,2023,37133.839
5500,medium_variant,female,2023,38696.645
5500,medium_variant,male,2023,37853.977
5500,momentum,female,2023,37980.734
5500,momentum,male,2023,37154.46
5500,no_change,female,2023,39006.577
5500,no_change,male,2023,38201.985
5500,zero_migration,female,2023,38918.023
5500,zero_migration,male,2023,38122.756
5500,constant_fertility,female,2024,39648.596
5500,constant_fertility,male,2024,38818.823
5500,constant_mortality,female,2024,38985.144
5500,constant_mortality,male,2024,38136.699
5500,high_variant,female,2024,39927.209
5500,high_variant,male,2024,39113.818
5500,instant_replacement,female,2024,38215.527
5500,instant_replacement,male,2024,37304.677
5500,low_variant,female,2024,38334.998
5500,low_variant,male,2024,37424.025
5500,medium_variant,female,2024,39131.488
5500,medium_variant,male,2024,38269.275
5500,momentum,female,2024,38356.94
5500,momentum,male,2024,37516.113
5500,no_change,female,2024,39499.785
5500,no_change,male,2024,38682.899
5500,zero_migration,female,2024,39385.383
5500,zero_migration,male,2024,38576.284
5500,constant_fertility,female,2025,40160.427
5500,constant_fertility,male,2025,39314.634
5500,constant_mortality,female,2025,39379.412
5500,constant_mortality,male,2025,38512.044
5500,high_variant,female,2025,40474.502
5500,high_variant,male,2025,39647.261
5500,instant_replacement,female,2025,38571.781
5500,instant_replacement,male,2025,37636.2
5500,low_variant,female,2025,38632.05
5500,low_variant,male,2025,37691.88
5500,medium_variant,female,2025,39553.275
5500,medium_variant,male,2025,38669.567
5500,momentum,female,2025,38722.394
5500,momentum,male,2025,37865.561
5500,no_change,female,2025,39982.862
5500,no_change,male,2025,39152.354
5500,zero_migration,female,2025,39839.715
5500,zero_migration,male,2025,39014.821
5500,constant_fertility,female,2026,40664.869
