region,variant,gender,year,population
925,estimates,female,1950,56035.959
925,estimates,male,1950,52701.327
925,estimates,female,1951,56524.113
925,estimates,male,1951,53183.287
925,estimates,female,1952,57015.773
925,estimates,male,1952,53676.917
925,estimates,female,1953,57497.852
925,estimates,male,1953,54169.159
925,estimates,female,1954,57962.281
925,estimates,male,1954,54651.3
925,estimates,female,1955,58405.876
925,estimates,male,1955,55119.198
925,estimates,female,1956,58830.853
925,estimates,male,1956,55573.328
925,estimates,female,1957,59244.36
925,estimates,male,1957,56018.653
925,estimates,female,1958,59657.661
925,estimates,male,1958,56463.869
925,estimates,female,1959,60084.739
925,estimates,male,1959,56920.175
925,estimates,female,1960,60538.075
925,estimates,male,1960,57397.566
925,estimates,female,1961,61023.969
925,estimates,male,1961,57901.062
925,estimates,female,1962,61538.698
925,estimates,male,1962,58427.155
925,estimates,female,1963,62066.737
925,estimates,male,1963,58962.387
925,estimates,female,1964,62585.602
925,estimates,male,1964,59487.581
925,estimates,female,1965,63080.095
925,estimates,male,1965,59989.926
925,estimates,female,1966,63542.961
925,estimates,male,1966,60462.465
925,estimates,female,1967,63981.954
925,estimates,male,1967,60912.133
925,estimates,female,1968,64414.586
925,estimates,male,1968,61356.636
925,estimates,female,1969,64866.153
925,estimates,male,1969,61821.307
925,estimates,female,1970,65354.095
925,estimates,male,1970,62323.389
925,estimates,female,1971,65882.099
925,estimates,male,1971,62867.286
925,estimates,female,1972,66441.846
925,estimates,male,1972,63444.382
925,estimates,female,1973,67023.922
925,estimates,male,1973,64042.984
925,estimates,female,1974,67613.974
925,estimates,male,1974,64645.607
925,estimates,female,1975,68199.813
925,estimates,male,1975,65237.985
925,estimates,female,1976,68779.582
925,estimates,male,1976,65816.598
925,estimates,female,1977,69351.356
925,estimates,male,1977,66380.523
925,estimates,female,1978,69902.45
925,estimates,male,1978,66921.369
925,estimates,female,1979,70417.713
925,estimates,male,1979,67429.942
925,estimates,female,1980,70886.197
925,estimates,male,1980,67899.244
925,estimates,female,1981,71302.5
925,estimates,male,1981,68325.591
925,estimates,female,1982,71668.236
925,estimates,male,1982,68708.229
925,estimates,female,1983,71988.565
925,estimates,male,1983,69046.981
925,estimates,female,1984,72272.3
925,estimates,male,1984,69343.127
925,estimates,female,1985,72526.672
925,estimates,male,1985,69598.436
925,estimates,female,1986,72752.91
925,estimates,male,1986,69813.681
925,estimates,female,1987,72950.97
925,estimates,male,1987,69990.469
925,estimates,female,1988,73125.511
925,estimates,male,1988,70133.342
925,estimates,female,1989,73281.902
925,estimates,male,1989,70247.98
925,estimates,female,1990,73424.639
925,estimates,male,1990,70340.007
925,estimates,female,1991,73561.396
925,estimates,male,1991,70415.857
925,estimates,female,1992,73694.813
925,estimates,male,1992,70480.287
925,estimates,female,1993,73818.679
925,estimates,male,1993,70535.626
925,estimates,female,1994,73923.147
925,estimates,male,1994,70583.383
925,estimates,female,1995,74004.469
925,estimates,male,1995,70627.77
925,estimates,female,1996,74055.095
925,estimates,male,1996,70663.791
925,estimates,female,1997,74086.541
925,estimates,male,1997,70700.328
925,estimates,female,1998,74136.543
925,estimates,male,1998,70771.6
925,estimates,female,1999,74255.458
925,estimates,male,1999,70922.02
925,estimates,female,2000,74477.073
925,estimates,male,2000,71180.288
925,estimates,female,2001,74811.634
925,estimates,male,2001,71556.514
925,estimates,female,2002,75241.403
925,estimates,male,2002,72032.075
925,estimates,female,2003,75736.558
925,estimates,male,2003,72570.494
925,estimates,female,2004,76253.23
925,estimates,male,2004,73119.601
925,estimates,female,2005,76755.246
925,estimates,male,2005,73637.278
925,estimates,female,2006,77239.747
925,estimates,male,2006,74119.192
925,estimates,female,2007,77704.154
925,estimates,male,2007,74564.395
925,estimates,female,2008,78113.171
925,estimates,male,2008,74938.985
925,estimates,female,2009,78424.398
925,estimates,male,2009,75203.332
925,estimates,female,2010,78610.153
925,estimates,male,2010,75332.904
925,estimates,female,2011,78651.593
925,estimates,male,2011,75307.368
925,estimates,female,2012,78561.565
925,estimates,male,2012,75141.873
925,estimates,female,2013,78384.312
925,estimates,male,2013,74892.114
925,estimates,female,2014,78183.675
925,estimates,male,2014,74637.015
925,constant_fertility,female,2015,78006.753
925,constant_fertility,male,2015,74433.864
925,constant_mortality,female,2015,78006.753
925,constant_mortality,male,2015,74433.864
925,estimates,female,2015,78006.753
925,estimates,male,2015,74433.864
925,high_variant,female,2015,78006.753
925,high_variant,male,2015,74433.864
925,instant_replacement,female,2015,78006.753
925,instant_replacement,male,2015,74433.864
925,low_variant,female,2015,78006.753
925,low_variant,male,2015,74433.864
925,medium_variant,female,2015,78006.753
925,medium_variant,male,2015,74433.864
925,momentum,female,2015,78006.753
925,momentum,male,2015,74433.864
925,no_change,female,2015,78006.753
925,no_change,male,2015,74433.864
925,zero_migration,female,2015,78006.753
925,zero_migration,male,2015,74433.864
925,constant_fertility,female,2016,77905.888
925,constant_fertility,male,2016,74372.421
925,constant_mortality,female,2016,77895.628
925,constant_mortality,male,2016,74342.104
925,high_variant,female,2016,77999.42
925,high_variant,male,2016,74471.954
925,instant_replacement,female,2016,78056.204
925,instant_replacement,male,2016,74501.862
925,low_variant,female,2016,77843.444
925,low_variant,male,2016,74306.291
925,medium_variant,female,2016,77869.018
925,medium_variant,male,2016,74303.069
925,momentum,female,2016,78001.216
925,momentum,male,2016,74439.964
925,no_change,female,2016,77879.92
925,no_change,male,2016,74325.259
925,zero_migration,female,2016,77879.459
925,zero_migration,male,2016,74360.027
925,constant_fertility,female,2017,77787.249
925,constant_fertility,male,2017,74295.253
925,constant_mortality,female,2017,77762.542
925,constant_mortality,male,2017,74229.438
925,high_variant,female,2017,77996.811
925,high_variant,male,2017,74518.115
925,instant_replacement,female,2017,78211.077
925,instant_replacement,male,2017,74709.321
925,low_variant,female,2017,77648.107
925,low_variant,male,2017,74147.832
925,medium_variant,female,2017,77759.468
925,medium_variant,male,2017,74229.821
925,momentum,female,2017,78076.79
925,momentum,male,2017,74558.363
925,no_change,female,2017,77727.141
925,no_change,male,2017,74191.573
925,zero_migration,female,2017,77732.335
925,zero_migration,male,2017,74268.179
925,constant_fertility,female,2018,77652.042
925,constant_fertility,male,2018,74202.959
925,constant_mortality,female,2018,77608.695
925,constant_mortality,male,2018,74096.632
925,high_variant,female,2018,77996.681
925,high_variant,male,2018,74569.244
925,instant_replacement,female,2018,78432.209
