variant,region,year,childdependencyratio2564
estimates,911,1950,157.56
estimates,911,1951,158.686
estimates,911,1952,159.51
estimates,911,1953,159.956
estimates,911,1954,160.057
estimates,911,1955,159.9
estimates,911,1956,161.127
estimates,911,1957,161.86
estimates,911,1958,162.252
estimates,911,1959,162.43
estimates,911,1960,162.467
estimates,911,1961,163.669
estimates,911,1962,164.581
estimates,911,1963,165.242
estimates,911,1964,165.666
estimates,911,1965,165.889
estimates,911,1966,167.269
estimates,911,1967,168.267
estimates,911,1968,168.984
estimates,911,1969,169.525
estimates,911,1970,169.962
estimates,911,1971,171.596
estimates,911,1972,172.982
estimates,911,1973,174.152
estimates,911,1974,175.111
estimates,911,1975,175.882
estimates,911,1976,177.579
estimates,911,1977,178.914
estimates,911,1978,179.971
estimates,911,1979,180.841
estimates,911,1980,181.583
estimates,911,1981,183.245
estimates,911,1982,184.642
estimates,911,1983,185.783
estimates,911,1984,186.655
estimates,911,1985,187.281
estimates,911,1986,188.991
estimates,911,1987,190.273
estimates,911,1988,191.227
estimates,911,1989,191.982
estimates,911,1990,192.642
estimates,911,1991,194.117
estimates,911,1992,195.257
estimates,911,1993,196.11
estimates,911,1994,196.639
estimates,911,1995,196.779
estimates,911,1996,198.011
estimates,911,1997,198.848
estimates,911,1998,199.316
estimates,911,1999,199.526
estimates,911,2000,199.606
estimates,911,2001,200.62
estimates,911,2002,201.352
estimates,911,2003,201.824
estimates,911,2004,202.003
estimates,911,2005,201.877
estimates,911,2006,202.357
estimates,911,2007,202.365
estimates,911,2008,202
estimates,911,2009,201.364
estimates,911,2010,200.517
estimates,911,2011,200.165
estimates,911,2012,199.504
estimates,911,2013,198.585
estimates,911,2014,197.448
estimates,911,2015,196.129
medium_variant,911,2015,196.129
medium_variant,911,2016,195.249
medium_variant,911,2017,194.11
medium_variant,911,2018,192.756
medium_variant,911,2019,191.225
medium_variant,911,2020,189.55
medium_variant,911,2021,188.287
medium_variant,911,2022,186.813
medium_variant,911,2023,185.14
medium_variant,911,2024,183.266
medium_variant,911,2025,181.204
medium_variant,911,2026,179.436
medium_variant,911,2027,177.449
medium_variant,911,2028,175.288
medium_variant,911,2029,172.993
medium_variant,911,2030,170.601
medium_variant,911,2031,168.514
medium_variant,911,2032,166.284
medium_variant,911,2033,163.953
medium_variant,911,2034,161.558
medium_variant,911,2035,159.125
medium_variant,911,2036,156.974
medium_variant,911,2037,154.749
medium_variant,911,2038,152.474
medium_variant,911,2039,150.165
medium_variant,911,2040,147.836
medium_variant,911,2041,145.764
medium_variant,911,2042,143.639
medium_variant,911,2043,141.481
medium_variant,911,2044,139.306
medium_variant,911,2045,137.125
medium_variant,911,2046,135.165
medium_variant,911,2047,133.173
medium_variant,911,2048,131.162
medium_variant,911,2049,129.143
medium_variant,911,2050,127.125
medium_variant,911,2051,125.308
medium_variant,911,2052,123.47
medium_variant,911,2053,121.621
medium_variant,911,2054,119.769
medium_variant,911,2055,117.923
medium_variant,911,2056,116.264
medium_variant,911,2057,114.585
medium_variant,911,2058,112.899
medium_variant,911,2059,111.215
medium_variant,911,2060,109.541
medium_variant,911,2061,108.033
medium_variant,911,2062,106.517
medium_variant,911,2063,105.001
medium_variant,911,2064,103.491
medium_variant,911,2065,101.993
medium_variant,911,2066,100.65
medium_variant,911,2067,99.3
medium_variant,911,2068,97.952
medium_variant,911,2069,96.616
medium_variant,911,2070,95.3
medium_variant,911,2071,94.128
medium_variant,911,2072,92.958
medium_variant,911,2073,91.792
medium_variant,911,2074,90.63
medium_variant,911,2075,89.475
medium_variant,911,2076,88.451
medium_variant,911,2077,87.416
medium_variant,911,2078,86.376
medium_variant,911,2079,85.338
medium_variant,911,2080,84.307
medium_variant,911,2081,83.39
medium_variant,911,2082,82.465
medium_variant,911,2083,81.536
medium_variant,911,2084,80.606
medium_variant,911,2085,79.678
medium_variant,911,2086,78.855
medium_variant,911,2087,78.022
medium_variant,911,2088,77.183
medium_variant,911,2089,76.344
medium_variant,911,2090,75.508
medium_variant,911,2091,74.77
medium_variant,911,2092,74.024
medium_variant,911,2093,73.274
medium_variant,911,2094,72.524
medium_variant,911,2095,71.776
medium_variant,911,2096,71.119
medium_variant,911,2097,70.453
medium_variant,911,2098,69.783
medium_variant,911,2099,69.114
medium_variant,911,2100,68.447
high_variant,911,2015,203.528927084322
low_variant,911,2015,203.528927084322
constant_fertility,911,2015,203.528927084322
instant_replacement,911,2015,203.528927084322
zero_migration,911,2015,203.528927084322
constant_mortality,911,2015,203.528927084322
no_change,911,2015,203.528927084322
high_variant,911,2020,199.021029964095
low_variant,911,2020,194.2090877317
constant_fertility,911,2020,200.473769872073
instant_replacement,911,2020,168.58132432376
zero_migration,911,2020,196.618057604
constant_mortality,911,2020,196.207858913634
no_change,911,2020,200.033344607401
high_variant,911,2025,193.725565327226
low_variant,911,2025,182.052461505909
constant_fertility,911,2025,198.883759450751
instant_replacement,911,2025,140.228007878052
zero_migration,911,2025,187.906479564274
constant_mortality,911,2025,186.744607735394
no_change,911,2025,197.567532027019
high_variant,911,2030,186.507077814398
low_variant,911,2030,167.244436772926
constant_fertility,911,2030,197.470354118759
instant_replacement,911,2030,116.069976204397
zero_migration,911,2030,176.906799775921
constant_mortality,911,2030,174.819441761553
no_change,911,2030,194.955830401008
high_variant,911,2035,177.931620971695
low_variant,911,2035,152.120082526658
constant_fertility,911,2035,197.259730415862
instant_replacement,911,2035,95.2329732022715
zero_migration,911,2035,165.04508694452
constant_mortality,911,2035,161.90579758986
no_change,911,2035,193.229437611231
high_variant,911,2040,169.59633463104
low_variant,911,2040,137.441119574105
constant_fertility,911,2040,199.670962390956
instant_replacement,911,2040,76.2644806262988
zero_migration,911,2040,153.468207386437
constant_mortality,911,2040,149.344848675387
no_change,911,2040,193.956203325652
high_variant,911,2045,159.719935883845
low_variant,911,2045,125.529847030493
constant_fertility,911,2045,200.977302883299
instant_replacement,911,2045,78.4539418943067
zero_migration,911,2045,142.581840677723
constant_mortality,911,2045,137.909448935458
no_change,911,2045,193.898243312379
high_variant,911,2050,149.948286423011
low_variant,911,2050,115.195025391351
constant_fertility,911,2050,201.893770194848
instant_replacement,911,2050,77.2386996658863
zero_migration,911,2050,132.537257558348
constant_mortality,911,2050,127.522662109715
no_change,911,2050,193.580520122909
high_variant,911,2055,140.720571027719
low_variant,911,2055,105.973362698453
constant_fertility,911,2055,202.957825756277
instant_replacement,911,2055,73.5542839559835
zero_migration,911,2055,123.292593648154
constant_mortality,911,2055,118.027046899882
no_change,911,2055,193.420260586746
high_variant,911,2060,132.734758937876
low_variant,911,2060,97.1781568760194
constant_fertility,911,2060,204.40233397401
instant_replacement,911,2060,69.0798446206684
zero_migration,911,2060,114.845632667696
constant_mortality,911,2060,109.400616211153
no_change,911,2060,193.656550368145
high_variant,911,2065,125.590986840554
low_variant,911,2065,89.2726310460129
constant_fertility,911,2065,205.967705909274
instant_replacement,911,2065,66.1386227088114
zero_migration,911,2065,107.279767626454
constant_mortality,911,2065,101.770597101301
no_change,911,2065,194.166368361655
high_variant,911,2070,119.122279652991
low_variant,911,2070,82.5956024667649
constant_fertility,911,2070,207.391123693972
instant_replacement,911,2070,65.9924435029691
zero_migration,911,2070,100.704202086522
constant_mortality,911,2070,95.2520474566047
no_change,911,2070,194.749820938269
high_variant,911,2075,113.188825992993
low_variant,911,2075,77.0388106770236
constant_fertility,911,2075,208.354613842225
instant_replacement,911,2075,68.0346405781922
zero_migration,911,2075,94.9793969005317
constant_mortality,911,2075,89.6951673502512
no_change,911,2075,195.11065153535
high_variant,911,2080,107.705839974787
low_variant,911,2080,72.2690611572879
constant_fertility,911,2080,208.760076417498
instant_replacement,911,2080,71.2257410707008
zero_migration,911,2080,89.8662879862583
constant_mortality,911,2080,84.8199631596965
no_change,911,2080,195.110907931031
high_variant,911,2085,102.998335685766
low_variant,911,2085,67.8279770058266
constant_fertility,911,2085,209.258096794029
instant_replacement,911,2085,68.6003062982123
zero_migration,911,2085,85.2768075214449
constant_mortality,911,2085,80.4751169651924
no_change,911,2085,195.263627636537
high_variant,911,2090,98.8905954535679
low_variant,911,2090,63.7205344379484
constant_fertility,911,2090,209.813702255435
instant_replacement,911,2090,66.4924242584967
zero_migration,911,2090,81.1476573796532
constant_mortality,911,2090,76.5981091995695
no_change,911,2090,195.546490770518
high_variant,911,2095,95.2546017123012
low_variant,911,2095,60.0171160077316
constant_fertility,911,2095,210.299316485096
instant_replacement,911,2095,65.5275647248449
zero_migration,911,2095,77.4695789878273
constant_mortality,911,2095,73.1927864876875
no_change,911,2095,195.865798624324
high_variant,911,2100,91.8779344960551
low_variant,911,2100,56.8175629205267
constant_fertility,911,2100,210.622107516469
instant_replacement,911,2100,65.7714074297283
zero_migration,911,2100,74.1895380049321
constant_mortality,911,2100,70.2029949285003
no_change,911,2100,196.130940767275
