variant,region,year,childdependencyratio2564
estimates,913,1950,140.652
estimates,913,1951,142.262
estimates,913,1952,143.879
estimates,913,1953,145.169
estimates,913,1954,146.146
estimates,913,1955,146.952
estimates,913,1956,148.827
estimates,913,1957,150.239
estimates,913,1958,151.409
estimates,913,1959,152.496
estimates,913,1960,153.563
estimates,913,1961,155.139
estimates,913,1962,156.576
estimates,913,1963,157.912
estimates,913,1964,159.148
estimates,913,1965,160.29
estimates,913,1966,161.996
estimates,913,1967,163.53
estimates,913,1968,164.862
estimates,913,1969,165.971
estimates,913,1970,166.868
estimates,913,1971,168.336
estimates,913,1972,169.474
estimates,913,1973,170.264
estimates,913,1974,170.65
estimates,913,1975,170.596
estimates,913,1976,170.977
estimates,913,1977,170.88
estimates,913,1978,170.417
estimates,913,1979,169.732
estimates,913,1980,168.921
estimates,913,1981,168.069
estimates,913,1982,167.1
estimates,913,1983,166
estimates,913,1984,164.736
estimates,913,1985,163.305
estimates,913,1986,162.379
estimates,913,1987,161.221
estimates,913,1988,159.833
estimates,913,1989,158.195
estimates,913,1990,156.276
estimates,913,1991,153.604
estimates,913,1992,150.563
estimates,913,1993,147.253
estimates,913,1994,143.829
estimates,913,1995,140.422
estimates,913,1996,137.933
estimates,913,1997,135.711
estimates,913,1998,133.729
estimates,913,1999,131.861
estimates,913,2000,130.023
estimates,913,2001,129.521
estimates,913,2002,128.754
estimates,913,2003,127.767
estimates,913,2004,126.685
estimates,913,2005,125.545
estimates,913,2006,124.215
estimates,913,2007,123.01
estimates,913,2008,121.724
estimates,913,2009,120.066
estimates,913,2010,117.922
estimates,913,2011,115.825
estimates,913,2012,113.142
estimates,913,2013,110.195
estimates,913,2014,107.408
estimates,913,2015,104.955
medium_variant,913,2015,104.955
medium_variant,913,2016,102.733
medium_variant,913,2017,100.962
medium_variant,913,2018,99.458
medium_variant,913,2019,97.946
medium_variant,913,2020,96.308
medium_variant,913,2021,94.972
medium_variant,913,2022,93.524
medium_variant,913,2023,92.046
medium_variant,913,2024,90.699
medium_variant,913,2025,89.551
medium_variant,913,2026,88.599
medium_variant,913,2027,87.84
medium_variant,913,2028,87.164
medium_variant,913,2029,86.403
medium_variant,913,2030,85.468
medium_variant,913,2031,84.496
medium_variant,913,2032,83.379
medium_variant,913,2033,82.168
medium_variant,913,2034,80.949
medium_variant,913,2035,79.772
medium_variant,913,2036,78.688
medium_variant,913,2037,77.63
medium_variant,913,2038,76.586
medium_variant,913,2039,75.534
medium_variant,913,2040,74.461
medium_variant,913,2041,73.438
medium_variant,913,2042,72.41
medium_variant,913,2043,71.389
medium_variant,913,2044,70.388
medium_variant,913,2045,69.419
medium_variant,913,2046,68.548
medium_variant,913,2047,67.71
medium_variant,913,2048,66.909
medium_variant,913,2049,66.149
medium_variant,913,2050,65.431
medium_variant,913,2051,64.84
medium_variant,913,2052,64.282
medium_variant,913,2053,63.747
medium_variant,913,2054,63.226
medium_variant,913,2055,62.713
medium_variant,913,2056,62.307
medium_variant,913,2057,61.906
medium_variant,913,2058,61.497
medium_variant,913,2059,61.068
medium_variant,913,2060,60.612
medium_variant,913,2061,60.231
medium_variant,913,2062,59.821
medium_variant,913,2063,59.389
medium_variant,913,2064,58.947
medium_variant,913,2065,58.5
medium_variant,913,2066,58.137
medium_variant,913,2067,57.767
medium_variant,913,2068,57.385
medium_variant,913,2069,56.985
medium_variant,913,2070,56.565
medium_variant,913,2071,56.218
medium_variant,913,2072,55.853
medium_variant,913,2073,55.483
medium_variant,913,2074,55.127
medium_variant,913,2075,54.794
medium_variant,913,2076,54.567
medium_variant,913,2077,54.354
medium_variant,913,2078,54.148
medium_variant,913,2079,53.94
medium_variant,913,2080,53.725
medium_variant,913,2081,53.589
medium_variant,913,2082,53.442
medium_variant,913,2083,53.287
medium_variant,913,2084,53.126
medium_variant,913,2085,52.959
medium_variant,913,2086,52.871
medium_variant,913,2087,52.773
medium_variant,913,2088,52.661
medium_variant,913,2089,52.532
medium_variant,913,2090,52.385
medium_variant,913,2091,52.305
medium_variant,913,2092,52.202
medium_variant,913,2093,52.081
medium_variant,913,2094,51.944
medium_variant,913,2095,51.795
medium_variant,913,2096,51.715
medium_variant,913,2097,51.618
medium_variant,913,2098,51.508
medium_variant,913,2099,51.389
medium_variant,913,2100,51.264
high_variant,913,2015,109.126516344406
low_variant,913,2015,109.126516344406
constant_fertility,913,2015,109.126516344406
instant_replacement,913,2015,109.126516344406
zero_migration,913,2015,109.126516344406
constant_mortality,913,2015,109.126516344406
no_change,913,2015,109.126516344406
high_variant,913,2020,102.794643857745
low_variant,913,2020,98.4692531864415
constant_fertility,913,2020,101.698346593564
instant_replacement,913,2020,99.8516150075868
zero_migration,913,2020,100.667495679162
constant_mortality,913,2020,100.345396688504
no_change,913,2020,101.404966727083
high_variant,913,2025,99.2794450424015
low_variant,913,2025,88.6503316581425
constant_fertility,913,2025,97.0048364370311
instant_replacement,913,2025,93.1391214969176
zero_migration,913,2025,94.0801402442214
constant_mortality,913,2025,93.4155288215464
no_change,913,2025,96.4227384536711
high_variant,913,2030,99.1164640291451
low_variant,913,2030,80.9822813400139
constant_fertility,913,2030,95.7676612911052
instant_replacement,913,2030,89.613649569084
zero_migration,913,2030,90.2041992334115
constant_mortality,913,2030,89.3332845165306
no_change,913,2030,94.9759015853257
high_variant,913,2035,96.539053505963
low_variant,913,2035,71.5385730564636
constant_fertility,913,2035,92.8578783091664
instant_replacement,913,2035,84.3375662652583
zero_migration,913,2035,84.1242804462013
constant_mortality,913,2035,83.5560292725482
no_change,913,2035,92.2952508029518
high_variant,913,2040,94.5038315148016
low_variant,913,2040,62.5761229012585
constant_fertility,913,2040,90.8783557458541
instant_replacement,913,2040,79.6992432792806
zero_migration,913,2040,78.4609680372257
constant_mortality,913,2040,78.8071348015211
no_change,913,2040,91.2402295322304
high_variant,913,2045,90.3742034479077
low_variant,913,2045,56.4125398014813
constant_fertility,913,2045,88.514669927855
instant_replacement,913,2045,76.7055999452966
zero_migration,913,2045,73.3382332039526
constant_mortality,913,2045,74.7977264435464
no_change,913,2045,90.1754619261011
high_variant,913,2050,87.5334257958177
low_variant,913,2050,52.7414830500731
constant_fertility,913,2050,87.664992469984
instant_replacement,913,2050,74.8847528009049
zero_migration,913,2050,70.1106462989505
constant_mortality,913,2050,72.5573570237719
no_change,913,2050,90.5488532838845
high_variant,913,2055,85.6132985993737
low_variant,913,2055,50.4327920095957
constant_fertility,913,2055,87.8420084892873
instant_replacement,913,2055,73.8911562466401
zero_migration,913,2055,67.9550430879082
constant_mortality,913,2055,71.1470331001049
no_change,913,2055,91.6728350040115
high_variant,913,2060,84.149486979274
low_variant,913,2060,47.8309993277799
constant_fertility,913,2060,87.9110037231435
instant_replacement,913,2060,72.7208186371955
zero_migration,913,2060,65.785019955165
constant_mortality,913,2060,69.5716938578185
no_change,913,2060,92.4945372045925
high_variant,913,2065,82.6038491179574
low_variant,913,2065,45.2875028767568
constant_fertility,913,2065,87.7760391968849
instant_replacement,913,2065,71.5274601529266
zero_migration,913,2065,63.6290320051673
constant_mortality,913,2065,67.9811239107922
no_change,913,2065,93.0705983832888
high_variant,913,2070,80.4228857766562
low_variant,913,2070,43.0669277049441
constant_fertility,913,2070,87.0901235909036
instant_replacement,913,2070,70.2059463138002
zero_migration,913,2070,61.4301586810178
constant_mortality,913,2070,66.3900925669259
no_change,913,2070,93.1603589403172
high_variant,913,2075,78.5743229077094
low_variant,913,2075,42.0475877057767
constant_fertility,913,2075,86.8469016201137
instant_replacement,913,2075,69.6306137980922
zero_migration,913,2075,60.10688748046
constant_mortality,913,2075,65.5669796081082
no_change,913,2075,93.5856877569889
high_variant,913,2080,76.8604606729384
low_variant,913,2080,41.8405070502273
constant_fertility,913,2080,86.570585557409
instant_replacement,913,2080,69.2309016124658
zero_migration,913,2080,59.2288770824654
constant_mortality,913,2080,65.0316756435891
