variant,region,year,childdependencyratio2564
estimates,915,1950,145.952
estimates,915,1951,145.934
estimates,915,1952,146.288
estimates,915,1953,146.778
estimates,915,1954,147.11
estimates,915,1955,147.217
estimates,915,1956,148.055
estimates,915,1957,148.391
estimates,915,1958,148.563
estimates,915,1959,148.962
estimates,915,1960,149.806
estimates,915,1961,149.77
estimates,915,1962,150.361
estimates,915,1963,151.252
estimates,915,1964,151.921
estimates,915,1965,152.157
estimates,915,1966,153.785
estimates,915,1967,154.485
estimates,915,1968,154.698
estimates,915,1969,155.058
estimates,915,1970,155.831
estimates,915,1971,155.794
estimates,915,1972,156.164
estimates,915,1973,156.612
estimates,915,1974,156.585
estimates,915,1975,155.853
estimates,915,1976,154.287
estimates,915,1977,151.99
estimates,915,1978,149.286
estimates,915,1979,146.719
estimates,915,1980,144.583
estimates,915,1981,142.64
estimates,915,1982,141.234
estimates,915,1983,139.999
estimates,915,1984,138.385
estimates,915,1985,136.182
estimates,915,1986,133.828
estimates,915,1987,130.757
estimates,915,1988,127.34
estimates,915,1989,124.064
estimates,915,1990,121.172
estimates,915,1991,118.415
estimates,915,1992,115.893
estimates,915,1993,113.593
estimates,915,1994,111.425
estimates,915,1995,109.355
estimates,915,1996,107.108
estimates,915,1997,105.018
estimates,915,1998,103.095
estimates,915,1999,101.377
estimates,915,2000,99.897
estimates,915,2001,98.679
estimates,915,2002,97.602
estimates,915,2003,96.607
estimates,915,2004,95.605
estimates,915,2005,94.533
estimates,915,2006,93.276
estimates,915,2007,91.944
estimates,915,2008,90.545
estimates,915,2009,89.096
estimates,915,2010,87.62
estimates,915,2011,86.155
estimates,915,2012,84.632
estimates,915,2013,83.092
estimates,915,2014,81.596
estimates,915,2015,80.182
medium_variant,915,2015,80.182
medium_variant,915,2016,78.8
medium_variant,915,2017,77.503
medium_variant,915,2018,76.292
medium_variant,915,2019,75.155
medium_variant,915,2020,74.085
medium_variant,915,2021,73.078
medium_variant,915,2022,72.117
medium_variant,915,2023,71.199
medium_variant,915,2024,70.323
medium_variant,915,2025,69.488
medium_variant,915,2026,68.654
medium_variant,915,2027,67.853
medium_variant,915,2028,67.096
medium_variant,915,2029,66.397
medium_variant,915,2030,65.762
medium_variant,915,2031,65.186
medium_variant,915,2032,64.65
medium_variant,915,2033,64.144
medium_variant,915,2034,63.655
medium_variant,915,2035,63.174
medium_variant,915,2036,62.687
medium_variant,915,2037,62.197
medium_variant,915,2038,61.709
medium_variant,915,2039,61.225
medium_variant,915,2040,60.745
medium_variant,915,2041,60.258
medium_variant,915,2042,59.768
medium_variant,915,2043,59.275
medium_variant,915,2044,58.776
medium_variant,915,2045,58.274
medium_variant,915,2046,57.755
medium_variant,915,2047,57.226
medium_variant,915,2048,56.705
medium_variant,915,2049,56.215
medium_variant,915,2050,55.771
medium_variant,915,2051,55.357
medium_variant,915,2052,54.975
medium_variant,915,2053,54.625
medium_variant,915,2054,54.309
medium_variant,915,2055,54.023
medium_variant,915,2056,53.76
medium_variant,915,2057,53.52
medium_variant,915,2058,53.299
medium_variant,915,2059,53.089
medium_variant,915,2060,52.887
medium_variant,915,2061,52.684
medium_variant,915,2062,52.48
medium_variant,915,2063,52.279
medium_variant,915,2064,52.084
medium_variant,915,2065,51.897
medium_variant,915,2066,51.713
medium_variant,915,2067,51.525
medium_variant,915,2068,51.339
medium_variant,915,2069,51.159
medium_variant,915,2070,50.99
medium_variant,915,2071,50.825
medium_variant,915,2072,50.661
medium_variant,915,2073,50.503
medium_variant,915,2074,50.356
medium_variant,915,2075,50.222
medium_variant,915,2076,50.095
medium_variant,915,2077,49.972
medium_variant,915,2078,49.855
medium_variant,915,2079,49.749
medium_variant,915,2080,49.657
medium_variant,915,2081,49.572
medium_variant,915,2082,49.491
medium_variant,915,2083,49.417
medium_variant,915,2084,49.353
medium_variant,915,2085,49.303
medium_variant,915,2086,49.26
medium_variant,915,2087,49.22
medium_variant,915,2088,49.184
medium_variant,915,2089,49.154
medium_variant,915,2090,49.13
medium_variant,915,2091,49.109
medium_variant,915,2092,49.082
medium_variant,915,2093,49.055
medium_variant,915,2094,49.03
medium_variant,915,2095,49.01
medium_variant,915,2096,48.993
medium_variant,915,2097,48.972
medium_variant,915,2098,48.95
medium_variant,915,2099,48.931
medium_variant,915,2100,48.916
high_variant,915,2015,85.1260526250474
low_variant,915,2015,85.1260526250474
constant_fertility,915,2015,85.1260526250474
instant_replacement,915,2015,85.1260526250474
zero_migration,915,2015,85.1260526250474
constant_mortality,915,2015,85.1260526250474
no_change,915,2015,85.1260526250474
high_variant,915,2020,81.1369300594725
low_variant,915,2020,77.5107374573244
constant_fertility,915,2020,80.320868905524
instant_replacement,915,2020,79.0860534396982
zero_migration,915,2020,79.5437562020375
constant_mortality,915,2020,79.314462282003
no_change,915,2020,80.3074471408796
high_variant,915,2025,79.2941259386703
low_variant,915,2025,70.209790288599
constant_fertility,915,2025,77.4764040485634
instant_replacement,915,2025,74.8610213030306
zero_migration,915,2025,74.7562119982657
constant_mortality,915,2025,74.729422438031
no_change,915,2025,77.4351567011472
high_variant,915,2030,79.892658109554
low_variant,915,2030,64.0947824394476
