continent,variant,freq,year,under60mortalityper1000livebirth
905,estimates,5yearly,1950,229.524138804757
905,estimates,5yearly,1955,212.309259327272
905,estimates,5yearly,1960,206.064363238919
905,estimates,5yearly,1965,205.345004542937
905,estimates,5yearly,1970,193.423426418791
905,estimates,5yearly,1975,170.221649907192
905,estimates,5yearly,1980,152.441487773316
905,estimates,5yearly,1985,145.030357493979
905,estimates,5yearly,1990,137.796128785434
905,estimates,5yearly,1995,124.440532925336
905,estimates,5yearly,2000,118.652872772514
905,estimates,5yearly,2005,113.865204100985
905,estimates,5yearly,2010,108.793182666219
905,medium_variant,5yearly,2015,102.015897493098
905,medium_variant,5yearly,2020,95.3508574307733
905,medium_variant,5yearly,2025,88.9705912755688
905,medium_variant,5yearly,2030,82.7224047331426
905,medium_variant,5yearly,2035,76.7010920525423
905,medium_variant,5yearly,2040,71.1197191248216
905,medium_variant,5yearly,2045,65.8968703427567
905,medium_variant,5yearly,2050,61.2651997238926
905,medium_variant,5yearly,2055,57.0536483654378
905,medium_variant,5yearly,2060,53.3286296093755
905,medium_variant,5yearly,2065,49.5711800340271
905,medium_variant,5yearly,2070,46.1722560274834
905,medium_variant,5yearly,2075,42.8342543887602
905,medium_variant,5yearly,2080,39.6915008541847
905,medium_variant,5yearly,2085,36.5969668094185
905,medium_variant,5yearly,2090,33.5845371989857
905,medium_variant,5yearly,2095,30.7901298827
