continent,variant,freq,year,under60mortalityper1000livebirth
908,estimates,5yearly,1950,278.053932479831
908,estimates,5yearly,1955,229.703118616887
908,estimates,5yearly,1960,200.878121046147
908,estimates,5yearly,1965,191.845502026622
908,estimates,5yearly,1970,188.268311911539
908,estimates,5yearly,1975,189.451801616157
908,estimates,5yearly,1980,186.869323432731
908,estimates,5yearly,1985,168.937094083757
908,estimates,5yearly,1990,180.142839513812
908,estimates,5yearly,1995,176.585507274258
908,estimates,5yearly,2000,173.604058562554
908,estimates,5yearly,2005,158.637489542915
908,estimates,5yearly,2010,130.68052953652
908,medium_variant,5yearly,2015,119.226044792251
908,medium_variant,5yearly,2020,109.184770585849
908,medium_variant,5yearly,2025,101.308059194693
908,medium_variant,5yearly,2030,94.9491171977687
908,medium_variant,5yearly,2035,87.8034163881479
908,medium_variant,5yearly,2040,80.8947681739175
908,medium_variant,5yearly,2045,73.3902463529249
908,medium_variant,5yearly,2050,66.2726703473282
908,medium_variant,5yearly,2055,61.1069982995031
908,medium_variant,5yearly,2060,56.910889820609
908,medium_variant,5yearly,2065,52.4406524102147
908,medium_variant,5yearly,2070,47.7711841741668
908,medium_variant,5yearly,2075,43.0402977674628
908,medium_variant,5yearly,2080,39.1234538584099
908,medium_variant,5yearly,2085,35.7231083011277
908,medium_variant,5yearly,2090,32.6244206432071
908,medium_variant,5yearly,2095,29.8179861382253
908,estimates,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
