continent,variant,freq,year,under60mortalityper1000livebirth
909,estimates,5yearly,1950,327.624140547624
909,estimates,5yearly,1955,300.423026151157
909,estimates,5yearly,1960,286.912255554445
909,estimates,5yearly,1965,271.486664427507
909,estimates,5yearly,1970,249.822279706389
909,estimates,5yearly,1975,225.099553637051
909,estimates,5yearly,1980,199.572129655759
909,estimates,5yearly,1985,186.42936534621
909,estimates,5yearly,1990,167.063436094668
909,estimates,5yearly,1995,154.615973249508
909,estimates,5yearly,2000,140.182878556097
909,estimates,5yearly,2005,128.923654090597
909,estimates,5yearly,2010,122.548058398296
909,medium_variant,5yearly,2015,112.757747523721
909,medium_variant,5yearly,2020,106.895982180481
909,medium_variant,5yearly,2025,102.467438546564
909,medium_variant,5yearly,2030,98.4472962582097
909,medium_variant,5yearly,2035,94.2282503999221
909,medium_variant,5yearly,2040,89.3617618320451
909,medium_variant,5yearly,2045,86.0745317317664
909,medium_variant,5yearly,2050,83.4201447164601
909,medium_variant,5yearly,2055,80.0689391072362
909,medium_variant,5yearly,2060,75.6894062129136
909,medium_variant,5yearly,2065,71.7471752761648
909,medium_variant,5yearly,2070,68.210868687255
909,medium_variant,5yearly,2075,64.8050606340348
909,medium_variant,5yearly,2080,61.4682068044538
909,medium_variant,5yearly,2085,58.1341891905721
909,medium_variant,5yearly,2090,54.6962328748521
909,medium_variant,5yearly,2095,51.1754060774255
909,estimates,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
