variant,region,year,populationnaturalchange
estimates,916,1950,1151.843
estimates,916,1951,1182.043
estimates,916,1952,1241.906
estimates,916,1953,1300.689
estimates,916,1954,1358.393
estimates,916,1955,1415.008
estimates,916,1956,1470.539
estimates,916,1957,1525.054
estimates,916,1958,1578.656
estimates,916,1959,1631.479
estimates,916,1960,1683.753
estimates,916,1961,1735.833
estimates,916,1962,1788.251
estimates,916,1963,1841.727
estimates,916,1964,1897.117
estimates,916,1965,1956.808
estimates,916,1966,2023.513
estimates,916,1967,2097.588
estimates,916,1968,2177.751
estimates,916,1969,2261.586
estimates,916,1970,2344.509
estimates,916,1971,2421.016
estimates,916,1972,2486.644
estimates,916,1973,2538.453
estimates,916,1974,2575.489
estimates,916,1975,2598.245
estimates,916,1976,2608.978
estimates,916,1977,2612.516
estimates,916,1978,2613.357
estimates,916,1979,2614.121
estimates,916,1980,2617.053
estimates,916,1981,2623.454
estimates,916,1982,2632.923
estimates,916,1983,2645.06
estimates,916,1984,2660.13
estimates,916,1985,2678.254
estimates,916,1986,2699.211
estimates,916,1987,2721.962
estimates,916,1988,2745.34
estimates,916,1989,2768.448
estimates,916,1990,2790.551
estimates,916,1991,2811.115
estimates,916,1992,2829.689
estimates,916,1993,2845.667
estimates,916,1994,2858.263
estimates,916,1995,2866.628
estimates,916,1996,2870.083
estimates,916,1997,2868.564
estimates,916,1998,2862.165
estimates,916,1999,2850.966
estimates,916,2000,2834.777
estimates,916,2001,2813.485
estimates,916,2002,2787.826
estimates,916,2003,2758.981
estimates,916,2004,2728.225
estimates,916,2005,2697.472
estimates,916,2006,2668.686
estimates,916,2007,2642.917
estimates,916,2008,2620.645
estimates,916,2009,2601.869
estimates,916,2010,2585.879
estimates,916,2011,2571.319
estimates,916,2012,2556.239
estimates,916,2013,2539.008
estimates,916,2014,2518.808
estimates,916,2015,2495.208
medium_variant,916,2015,2495.208
medium_variant,916,2016,2468.295
medium_variant,916,2017,2438.834
medium_variant,916,2018,2407.471
medium_variant,916,2019,2374.343
medium_variant,916,2020,2339.467
medium_variant,916,2021,2302.796
medium_variant,916,2022,2264.315
medium_variant,916,2023,2224.117
medium_variant,916,2024,2182.407
medium_variant,916,2025,2139.404
medium_variant,916,2026,2095.308
medium_variant,916,2027,2050.343
medium_variant,916,2028,2004.733
medium_variant,916,2029,1958.693
medium_variant,916,2030,1912.366
medium_variant,916,2031,1865.811
medium_variant,916,2032,1818.978
medium_variant,916,2033,1771.875
medium_variant,916,2034,1724.58
medium_variant,916,2035,1677.186
medium_variant,916,2036,1629.779
medium_variant,916,2037,1582.368
medium_variant,916,2038,1534.953
medium_variant,916,2039,1487.527
medium_variant,916,2040,1440.065
medium_variant,916,2041,1392.518
medium_variant,916,2042,1344.809
medium_variant,916,2043,1296.853
medium_variant,916,2044,1248.605
medium_variant,916,2045,1200.031
medium_variant,916,2046,1151.124
medium_variant,916,2047,1101.896
medium_variant,916,2048,1052.34
medium_variant,916,2049,1002.432
medium_variant,916,2050,952.096
medium_variant,916,2051,901.246
medium_variant,916,2052,849.869
medium_variant,916,2053,798.008
medium_variant,916,2054,745.748
medium_variant,916,2055,693.164
medium_variant,916,2056,640.347
medium_variant,916,2057,587.445
medium_variant,916,2058,534.638
medium_variant,916,2059,482.082
medium_variant,916,2060,429.889
medium_variant,916,2061,378.104
medium_variant,916,2062,326.76
medium_variant,916,2063,275.952
medium_variant,916,2064,225.827
medium_variant,916,2065,176.508
medium_variant,916,2066,128.07
medium_variant,916,2067,80.598
medium_variant,916,2068,34.181
medium_variant,916,2069,-11.032
medium_variant,916,2070,-54.867
medium_variant,916,2071,-97.162
medium_variant,916,2072,-137.896
medium_variant,916,2073,-177.111
medium_variant,916,2074,-214.874
medium_variant,916,2075,-251.344
medium_variant,916,2076,-286.729
medium_variant,916,2077,-321.243
medium_variant,916,2078,-355.031
medium_variant,916,2079,-388.145
medium_variant,916,2080,-420.623
medium_variant,916,2081,-452.42
medium_variant,916,2082,-483.368
medium_variant,916,2083,-513.279
medium_variant,916,2084,-542.013
medium_variant,916,2085,-569.426
medium_variant,916,2086,-595.398
medium_variant,916,2087,-619.864
medium_variant,916,2088,-642.778
medium_variant,916,2089,-664.089
medium_variant,916,2090,-683.798
medium_variant,916,2091,-701.94
medium_variant,916,2092,-718.564
medium_variant,916,2093,-733.723
medium_variant,916,2094,-747.474
medium_variant,916,2095,-759.844
medium_variant,916,2096,-770.84
medium_variant,916,2097,-780.485
medium_variant,916,2098,-788.774
medium_variant,916,2099,-795.708
