variant,region,year,populationnaturalchange
estimates,947,1950,3488.509
estimates,947,1951,3560.059
estimates,947,1952,3707.179
estimates,947,1953,3862.335
estimates,947,1954,4025.528
estimates,947,1955,4196.659
estimates,947,1956,4375.395
estimates,947,1957,4561.386
estimates,947,1958,4753.907
estimates,947,1959,4951.618
estimates,947,1960,5153.127
estimates,947,1961,5357.178
estimates,947,1962,5562.927
estimates,947,1963,5770.526
estimates,947,1964,5981.4
estimates,947,1965,6198.579
estimates,947,1966,6425.873
estimates,947,1967,6666.506
estimates,947,1968,6922.584
estimates,947,1969,7194.702
estimates,947,1970,7482.67
estimates,947,1971,7785.099
estimates,947,1972,8098.598
estimates,947,1973,8419.737
estimates,947,1974,8746.256
estimates,947,1975,9076.663
estimates,947,1976,9410.338
estimates,947,1977,9746.941
estimates,947,1978,10085.49
estimates,947,1979,10424.122
estimates,947,1980,10761.763
estimates,947,1981,11097.942
estimates,947,1982,11431.77
estimates,947,1983,11761.558
estimates,947,1984,12084.903
estimates,947,1985,12395.891
estimates,947,1986,12687.906
estimates,947,1987,12959.837
estimates,947,1988,13214.323
estimates,947,1989,13456.578
estimates,947,1990,13695.548
estimates,947,1991,13942.043
estimates,947,1992,14206.534
estimates,947,1993,14497.399
estimates,947,1994,14819.379
estimates,947,1995,15171.858
estimates,947,1996,15549.607
estimates,947,1997,15945.527
estimates,947,1998,16356.048
estimates,947,1999,16783.287
estimates,947,2000,17234.966
estimates,947,2001,17721.443
estimates,947,2002,18249.54
estimates,947,2003,18821.471
estimates,947,2004,19434.426
estimates,947,2005,20083.745
estimates,947,2006,20762.257
estimates,947,2007,21457.253
estimates,947,2008,22155.426
estimates,947,2009,22846.263
estimates,947,2010,23519.274
estimates,947,2011,24166.852
estimates,947,2012,24788.456
estimates,947,2013,25384.546
estimates,947,2014,25954.432
estimates,947,2015,26499.195
medium_variant,947,2015,26499.195
medium_variant,947,2016,27022.168
medium_variant,947,2017,27530.168
medium_variant,947,2018,28029.765
medium_variant,947,2019,28525.125
medium_variant,947,2020,29020.105
medium_variant,947,2021,29517.189
medium_variant,947,2022,30016.037
medium_variant,947,2023,30516.118
medium_variant,947,2024,31017.708
medium_variant,947,2025,31521
medium_variant,947,2026,32025.623
medium_variant,947,2027,32529.364
medium_variant,947,2028,33029.54
medium_variant,947,2029,33523.863
medium_variant,947,2030,34010.277
medium_variant,947,2031,34487.203
medium_variant,947,2032,34953.283
medium_variant,947,2033,35406.839
medium_variant,947,2034,35845.876
medium_variant,947,2035,36268.903
medium_variant,947,2036,36675.143
medium_variant,947,2037,37064.632
medium_variant,947,2038,37437.123
medium_variant,947,2039,37791.766
medium_variant,947,2040,38127.698
medium_variant,947,2041,38444.321
medium_variant,947,2042,38741.723
medium_variant,947,2043,39020.102
medium_variant,947,2044,39279.57
medium_variant,947,2045,39520.544
medium_variant,947,2046,39743.642
medium_variant,947,2047,39949.49
medium_variant,947,2048,40138.568
medium_variant,947,2049,40311.019
medium_variant,947,2050,40466.542
medium_variant,947,2051,40604.555
medium_variant,947,2052,40724.555
medium_variant,947,2053,40826.387
medium_variant,947,2054,40910.34
medium_variant,947,2055,40977.166
medium_variant,947,2056,41027.897
medium_variant,947,2057,41063.302
medium_variant,947,2058,41083.83
medium_variant,947,2059,41089.459
medium_variant,947,2060,41080.029
medium_variant,947,2061,41055.16
medium_variant,947,2062,41013.779
medium_variant,947,2063,40954.743
medium_variant,947,2064,40877.139
medium_variant,947,2065,40779.951
medium_variant,947,2066,40662.365
medium_variant,947,2067,40524.129
medium_variant,947,2068,40365.088
medium_variant,947,2069,40185.073
medium_variant,947,2070,39983.903
medium_variant,947,2071,39761.583
medium_variant,947,2072,39518.81
medium_variant,947,2073,39256.466
medium_variant,947,2074,38975.343
medium_variant,947,2075,38676.083
medium_variant,947,2076,38359.213
medium_variant,947,2077,38025.317
medium_variant,947,2078,37675.173
medium_variant,947,2079,37309.714
medium_variant,947,2080,36929.554
medium_variant,947,2081,36534.993
medium_variant,947,2082,36126.265
medium_variant,947,2083,35703.839
medium_variant,947,2084,35268.49
medium_variant,947,2085,34820.76
medium_variant,947,2086,34360.959
medium_variant,947,2087,33889.401
medium_variant,947,2088,33406.665
medium_variant,947,2089,32913.539
medium_variant,947,2090,32410.778
medium_variant,947,2091,31898.994
medium_variant,947,2092,31378.635
medium_variant,947,2093,30850.031
medium_variant,947,2094,30313.397
medium_variant,947,2095,29768.895
medium_variant,947,2096,29216.618
medium_variant,947,2097,28656.587
medium_variant,947,2098,28088.808
medium_variant,947,2099,27513.265
