variant,region,year,populationnaturalchange
estimates,902,1950,36698.625
estimates,902,1951,36743.875
estimates,902,1952,36937.591
estimates,902,1953,37337.644
estimates,902,1954,37944.022
estimates,902,1955,38758.939
estimates,902,1956,39788.421
estimates,902,1957,41033.24
estimates,902,1958,42498.945
estimates,902,1959,44199.749
estimates,902,1960,46143.349
estimates,902,1961,48326.628
estimates,902,1962,50727.17
estimates,902,1963,53290.625
estimates,902,1964,55931.553
estimates,902,1965,58531.629
estimates,902,1966,60967.493
estimates,902,1967,63149.498
estimates,902,1968,65011.767
estimates,902,1969,66515.605
estimates,902,1970,67629.086
estimates,902,1971,68353.691
estimates,902,1972,68785.222
estimates,902,1973,69038.413
estimates,902,1974,69205.588
estimates,902,1975,69403.163
estimates,902,1976,69742.485
estimates,902,1977,70288.08
estimates,902,1978,71083.552
estimates,902,1979,72156.21
estimates,902,1980,73547.616
estimates,902,1981,75276.476
estimates,902,1982,77249.691
estimates,902,1983,79334.902
estimates,902,1984,81404.118
estimates,902,1985,83262.385
estimates,902,1986,84706.695
estimates,902,1987,85627.335
estimates,902,1988,85974.527
estimates,902,1989,85749.886
estimates,902,1990,85012.255
estimates,902,1991,83881.467
estimates,902,1992,82561.329
estimates,902,1993,81241.265
estimates,902,1994,80039.477
estimates,902,1995,79052.014
estimates,902,1996,78326.496
estimates,902,1997,77828.403
estimates,902,1998,77526.047
estimates,902,1999,77423.544
estimates,902,2000,77520.596
estimates,902,2001,77805.496
estimates,902,2002,78236.86
estimates,902,2003,78768.149
estimates,902,2004,79362.218
estimates,902,2005,79992.026
estimates,902,2006,80640.949
estimates,902,2007,81292.666
estimates,902,2008,81920.482
estimates,902,2009,82487.618
estimates,902,2010,82953.272
estimates,902,2011,83283.449
estimates,902,2012,83466.532
estimates,902,2013,83496.583
estimates,902,2014,83367.952
estimates,902,2015,83080.37
medium_variant,902,2015,83080.37
medium_variant,902,2016,82643.15
medium_variant,902,2017,82085.59
medium_variant,902,2018,81438.681
medium_variant,902,2019,80724.629
medium_variant,902,2020,79963.15
medium_variant,902,2021,79168.315
medium_variant,902,2022,78347.06
medium_variant,902,2023,77508.169
medium_variant,902,2024,76664.092
medium_variant,902,2025,75824.366
medium_variant,902,2026,74993.135
medium_variant,902,2027,74166.283
medium_variant,902,2028,73340.392
medium_variant,902,2029,72516.31
medium_variant,902,2030,71693.715
medium_variant,902,2031,70870.99
medium_variant,902,2032,70045.021
medium_variant,902,2033,69213.179
medium_variant,902,2034,68374.238
medium_variant,902,2035,67528.885
medium_variant,902,2036,66678.914
medium_variant,902,2037,65824.98
medium_variant,902,2038,64966.037
medium_variant,902,2039,64099.336
medium_variant,902,2040,63220.856
medium_variant,902,2041,62326.201
medium_variant,902,2042,61411.463
medium_variant,902,2043,60473.461
medium_variant,902,2044,59510.211
medium_variant,902,2045,58519.387
medium_variant,902,2046,57499.811
medium_variant,902,2047,56454.481
medium_variant,902,2048,55387.669
medium_variant,902,2049,54303.216
medium_variant,902,2050,53203.708
medium_variant,902,2051,52091.111
medium_variant,902,2052,50969.554
medium_variant,902,2053,49845.067
medium_variant,902,2054,48724.584
medium_variant,902,2055,47615.503
medium_variant,902,2056,46524.162
medium_variant,902,2057,45453.832
medium_variant,902,2058,44407.282
medium_variant,902,2059,43387.193
medium_variant,902,2060,42395.337
medium_variant,902,2061,41431.469
medium_variant,902,2062,40491.387
medium_variant,902,2063,39570.709
medium_variant,902,2064,38666.705
medium_variant,902,2065,37776.883
medium_variant,902,2066,36899.229
medium_variant,902,2067,36032.076
medium_variant,902,2068,35173.289
medium_variant,902,2069,34320.498
medium_variant,902,2070,33470.785
medium_variant,902,2071,32621.887
medium_variant,902,2072,31773.963
medium_variant,902,2073,30928
medium_variant,902,2074,30085.031
medium_variant,902,2075,29246.923
medium_variant,902,2076,28416.21
medium_variant,902,2077,27595.881
medium_variant,902,2078,26788.625
medium_variant,902,2079,25996.235
medium_variant,902,2080,25220.741
medium_variant,902,2081,24463.447
medium_variant,902,2082,23723.122
medium_variant,902,2083,22997.763
medium_variant,902,2084,22285.534
medium_variant,902,2085,21584.489
medium_variant,902,2086,20892.651
medium_variant,902,2087,20207.3
medium_variant,902,2088,19525.434
medium_variant,902,2089,18844.214
medium_variant,902,2090,18161.44
medium_variant,902,2091,17475.68
medium_variant,902,2092,16786.078
medium_variant,902,2093,16092.18
medium_variant,902,2094,15393.804
medium_variant,902,2095,14690.793
medium_variant,902,2096,13982.999
medium_variant,902,2097,13270.466
medium_variant,902,2098,12553.239
medium_variant,902,2099,11831.297
