variant,region,year,populationnaturalchange
estimates,921,1950,8349.308
estimates,921,1951,8596.38
estimates,921,1952,9091.963
estimates,921,1953,9590.409
estimates,921,1954,10091.713
estimates,921,1955,10595.785
estimates,921,1956,11102.281
estimates,921,1957,11610.752
estimates,921,1958,12120.312
estimates,921,1959,12629.422
estimates,921,1960,13136.335
estimates,921,1961,13639.274
estimates,921,1962,14136.613
estimates,921,1963,14627.488
estimates,921,1964,15112.121
estimates,921,1965,15589.941
estimates,921,1966,16060.666
estimates,921,1967,16527.069
estimates,921,1968,16993.36
estimates,921,1969,17464.006
estimates,921,1970,17945.272
estimates,921,1971,18443.478
estimates,921,1972,18962.164
estimates,921,1973,19503.3
estimates,921,1974,20067.517
estimates,921,1975,20658.182
estimates,921,1976,21278.065
estimates,921,1977,21921.022
estimates,921,1978,22576.544
estimates,921,1979,23232.882
estimates,921,1980,23876.349
estimates,921,1981,24493.577
estimates,921,1982,25072.975
estimates,921,1983,25603.661
estimates,921,1984,26076.379
estimates,921,1985,26482.204
estimates,921,1986,26816.346
estimates,921,1987,27085.303
estimates,921,1988,27297.713
estimates,921,1989,27459.986
estimates,921,1990,27581.037
estimates,921,1991,27670.689
estimates,921,1992,27738.208
estimates,921,1993,27791.631
estimates,921,1994,27836.594
estimates,921,1995,27874.389
estimates,921,1996,27902.134
estimates,921,1997,27914.401
estimates,921,1998,27908.523
estimates,921,1999,27886.619
estimates,921,2000,27856.262
estimates,921,2001,27827.135
estimates,921,2002,27803.659
estimates,921,2003,27785.235
estimates,921,2004,27766.654
estimates,921,2005,27734.071
estimates,921,2006,27669.522
estimates,921,2007,27559.719
estimates,921,2008,27398.08
estimates,921,2009,27185.886
estimates,921,2010,26934.106
estimates,921,2011,26660.425
estimates,921,2012,26383.642
estimates,921,2013,26116.431
estimates,921,2014,25861.615
estimates,921,2015,25614.737
medium_variant,921,2015,25614.737
medium_variant,921,2016,25364.859
medium_variant,921,2017,25096.22
medium_variant,921,2018,24796.862
medium_variant,921,2019,24462.906
medium_variant,921,2020,24093.529
medium_variant,921,2021,23691.78
medium_variant,921,2022,23266.067
medium_variant,921,2023,22823.883
medium_variant,921,2024,22368.792
medium_variant,921,2025,21903.177
medium_variant,921,2026,21427.909
medium_variant,921,2027,20942.405
medium_variant,921,2028,20446.792
medium_variant,921,2029,19942.602
medium_variant,921,2030,19430.498
medium_variant,921,2031,18910.491
medium_variant,921,2032,18383.05
medium_variant,921,2033,17849.505
medium_variant,921,2034,17311.991
medium_variant,921,2035,16773.438
medium_variant,921,2036,16236.76
medium_variant,921,2037,15703.54
medium_variant,921,2038,15174.644
medium_variant,921,2039,14650.362
medium_variant,921,2040,14130.26
medium_variant,921,2041,13613.035
medium_variant,921,2042,13096
medium_variant,921,2043,12576.589
medium_variant,921,2044,12053.175
medium_variant,921,2045,11524.052
medium_variant,921,2046,10987.987
medium_variant,921,2047,10445.142
medium_variant,921,2048,9895.976
medium_variant,921,2049,9340.806
medium_variant,921,2050,8779.712
medium_variant,921,2051,8212.922
medium_variant,921,2052,7641.915
medium_variant,921,2053,7068.694
medium_variant,921,2054,6495.307
medium_variant,921,2055,5923.62
medium_variant,921,2056,5355.147
medium_variant,921,2057,4791.21
medium_variant,921,2058,4233.376
medium_variant,921,2059,3683.403
medium_variant,921,2060,3142.235
medium_variant,921,2061,2610
medium_variant,921,2062,2086.594
medium_variant,921,2063,1572.569
medium_variant,921,2064,1069.357
medium_variant,921,2065,578.633
medium_variant,921,2066,101.952
medium_variant,921,2067,-359.701
medium_variant,921,2068,-805.532
medium_variant,921,2069,-1234.916
medium_variant,921,2070,-1647.768
medium_variant,921,2071,-2044.555
medium_variant,921,2072,-2426.347
medium_variant,921,2073,-2793.927
medium_variant,921,2074,-3147.455
medium_variant,921,2075,-3486.736
medium_variant,921,2076,-3811.33
medium_variant,921,2077,-4120.855
medium_variant,921,2078,-4415.193
medium_variant,921,2079,-4694.563
medium_variant,921,2080,-4959.03
medium_variant,921,2081,-5208.671
medium_variant,921,2082,-5444.123
medium_variant,921,2083,-5666.349
medium_variant,921,2084,-5876.357
medium_variant,921,2085,-6075.566
medium_variant,921,2086,-6265.344
medium_variant,921,2087,-6446.369
medium_variant,921,2088,-6618.95
medium_variant,921,2089,-6783.131
medium_variant,921,2090,-6938.397
medium_variant,921,2091,-7083.842
medium_variant,921,2092,-7218.5
medium_variant,921,2093,-7341.426
medium_variant,921,2094,-7451.794
medium_variant,921,2095,-7549.127
medium_variant,921,2096,-7633.182
medium_variant,921,2097,-7703.776
medium_variant,921,2098,-7760.863
medium_variant,921,2099,-7804.441
