variant,region,year,populationnaturalchange
estimates,920,1950,3772.841
estimates,920,1951,3911.996
estimates,920,1952,4184.503
estimates,920,1953,4445.41
estimates,920,1954,4694.706
estimates,920,1955,4932.505
estimates,920,1956,5159.151
estimates,920,1957,5375.055
estimates,920,1958,5581.03
estimates,920,1959,5778.556
estimates,920,1960,5969.236
estimates,920,1961,6154.597
estimates,920,1962,6335.861
estimates,920,1963,6513.305
estimates,920,1964,6685.97
estimates,920,1965,6851.07
estimates,920,1966,7004.847
estimates,920,1967,7144.243
estimates,920,1968,7267.559
estimates,920,1969,7374.803
estimates,920,1970,7465.423
estimates,920,1971,7539.496
estimates,920,1972,7600.976
estimates,920,1973,7655.303
estimates,920,1974,7707.851
estimates,920,1975,7768.268
estimates,920,1976,7846.807
estimates,920,1977,7947.101
estimates,920,1978,8068.491
estimates,920,1979,8207.164
estimates,920,1980,8353.907
estimates,920,1981,8496.13
estimates,920,1982,8620.866
estimates,920,1983,8718.329
estimates,920,1984,8784.174
estimates,920,1985,8818.829
estimates,920,1986,8827.484
estimates,920,1987,8819.509
estimates,920,1988,8801.834
estimates,920,1989,8775.926
estimates,920,1990,8737.744
estimates,920,1991,8680.182
estimates,920,1992,8599.166
estimates,920,1993,8495.355
estimates,920,1994,8374.421
estimates,920,1995,8247.41
estimates,920,1996,8127.867
estimates,920,1997,8027.14
estimates,920,1998,7952.861
estimates,920,1999,7907.642
estimates,920,2000,7889.914
estimates,920,2001,7893.534
estimates,920,2002,7906.866
estimates,920,2003,7919.79
estimates,920,2004,7927.3
estimates,920,2005,7926.903
estimates,920,2006,7918.899
estimates,920,2007,7905.86
estimates,920,2008,7888.817
estimates,920,2009,7865.898
estimates,920,2010,7833.994
estimates,920,2011,7789.731
estimates,920,2012,7731.276
estimates,920,2013,7657.905
estimates,920,2014,7569.888
estimates,920,2015,7468.885
medium_variant,920,2015,7468.885
medium_variant,920,2016,7357.663
medium_variant,920,2017,7239.764
medium_variant,920,2018,7118.058
medium_variant,920,2019,6993.89
medium_variant,920,2020,6867.454
medium_variant,920,2021,6737.813
medium_variant,920,2022,6603.185
medium_variant,920,2023,6462.461
medium_variant,920,2024,6315.824
medium_variant,920,2025,6163.643
medium_variant,920,2026,6006.517
medium_variant,920,2027,5845.63
medium_variant,920,2028,5682.202
medium_variant,920,2029,5517.196
medium_variant,920,2030,5351.369
medium_variant,920,2031,5185.138
medium_variant,920,2032,5018.619
medium_variant,920,2033,4852.068
medium_variant,920,2034,4686.015
medium_variant,920,2035,4520.97
medium_variant,920,2036,4357.302
medium_variant,920,2037,4194.994
medium_variant,920,2038,4033.993
medium_variant,920,2039,3874.304
medium_variant,920,2040,3715.73
medium_variant,920,2041,3557.937
medium_variant,920,2042,3400.586
medium_variant,920,2043,3243.494
medium_variant,920,2044,3086.673
medium_variant,920,2045,2930.211
medium_variant,920,2046,2774.279
medium_variant,920,2047,2619.246
medium_variant,920,2048,2465.475
medium_variant,920,2049,2313.245
medium_variant,920,2050,2162.65
medium_variant,920,2051,2013.668
medium_variant,920,2052,1866.332
medium_variant,920,2053,1720.832
medium_variant,920,2054,1577.51
medium_variant,920,2055,1436.728
medium_variant,920,2056,1298.825
medium_variant,920,2057,1164.101
medium_variant,920,2058,1032.853
medium_variant,920,2059,905.36
medium_variant,920,2060,781.887
medium_variant,920,2061,662.555
medium_variant,920,2062,547.25
medium_variant,920,2063,435.832
medium_variant,920,2064,328.24
medium_variant,920,2065,224.415
medium_variant,920,2066,124.288
medium_variant,920,2067,27.685
medium_variant,920,2068,-65.618
medium_variant,920,2069,-155.821
medium_variant,920,2070,-243.15
medium_variant,920,2071,-327.792
medium_variant,920,2072,-409.824
medium_variant,920,2073,-489.312
medium_variant,920,2074,-566.341
medium_variant,920,2075,-640.96
medium_variant,920,2076,-713.163
medium_variant,920,2077,-782.826
medium_variant,920,2078,-849.808
medium_variant,920,2079,-914.01
medium_variant,920,2080,-975.246
medium_variant,920,2081,-1033.32
medium_variant,920,2082,-1088.169
medium_variant,920,2083,-1139.809
medium_variant,920,2084,-1188.324
medium_variant,920,2085,-1233.87
medium_variant,920,2086,-1276.642
medium_variant,920,2087,-1316.905
medium_variant,920,2088,-1354.886
medium_variant,920,2089,-1390.744
medium_variant,920,2090,-1424.561
medium_variant,920,2091,-1456.345
medium_variant,920,2092,-1486.079
medium_variant,920,2093,-1513.714
medium_variant,920,2094,-1539.203
medium_variant,920,2095,-1562.512
medium_variant,920,2096,-1583.643
medium_variant,920,2097,-1602.572
medium_variant,920,2098,-1619.298
medium_variant,920,2099,-1633.82
