variant,region,year,populationnaturalchange
estimates,914,1950,1139.274
estimates,914,1951,1167.942
estimates,914,1952,1226.344
estimates,914,1953,1286.86
estimates,914,1954,1349.496
estimates,914,1955,1414.213
estimates,914,1956,1480.855
estimates,914,1957,1549.301
estimates,914,1958,1619.277
estimates,914,1959,1690.246
estimates,914,1960,1761.687
estimates,914,1961,1833.178
estimates,914,1962,1904.513
estimates,914,1963,1975.989
estimates,914,1964,2048.483
estimates,914,1965,2123.466
estimates,914,1966,2202.69
estimates,914,1967,2287.685
estimates,914,1968,2379.591
estimates,914,1969,2478.981
estimates,914,1970,2586.264
estimates,914,1971,2701.324
estimates,914,1972,2822.834
estimates,914,1973,2949.239
estimates,914,1974,3079.387
estimates,914,1975,3212.538
estimates,914,1976,3348.276
estimates,914,1977,3485.813
estimates,914,1978,3623.866
estimates,914,1979,3760.756
estimates,914,1980,3894.182
estimates,914,1981,4021.937
estimates,914,1982,4143.208
estimates,914,1983,4257.853
estimates,914,1984,4366.152
estimates,914,1985,4468.921
estimates,914,1986,4567.589
estimates,914,1987,4664.548
estimates,914,1988,4762.153
estimates,914,1989,4862.025
estimates,914,1990,4964.987
estimates,914,1991,5071.071
estimates,914,1992,5180.1
estimates,914,1993,5292.533
estimates,914,1994,5409.69
estimates,914,1995,5532.592
estimates,914,1996,5662.009
estimates,914,1997,5798.988
estimates,914,1998,5944.977
estimates,914,1999,6101.683
estimates,914,2000,6272.167
estimates,914,2001,6459.524
estimates,914,2002,6664.193
estimates,914,2003,6885.085
estimates,914,2004,7120.192
estimates,914,2005,7366.745
estimates,914,2006,7621.291
estimates,914,2007,7879.228
estimates,914,2008,8135.932
estimates,914,2009,8387.77
estimates,914,2010,8631.116
estimates,914,2011,8863.521
estimates,914,2012,9085.767
estimates,914,2013,9299.213
estimates,914,2014,9504.687
estimates,914,2015,9703.86
medium_variant,914,2015,9703.86
medium_variant,914,2016,9899.058
medium_variant,914,2017,10093.224
medium_variant,914,2018,10289.02
medium_variant,914,2019,10488.147
medium_variant,914,2020,10691.889
medium_variant,914,2021,10900.67
medium_variant,914,2022,11113.411
medium_variant,914,2023,11329.054
medium_variant,914,2024,11547.219
medium_variant,914,2025,11767.699
medium_variant,914,2026,11990.315
medium_variant,914,2027,12214.39
medium_variant,914,2028,12438.949
medium_variant,914,2029,12662.917
medium_variant,914,2030,12885.408
medium_variant,914,2031,13105.766
medium_variant,914,2032,13323.337
medium_variant,914,2033,13537.25
medium_variant,914,2034,13746.44
medium_variant,914,2035,13950.048
medium_variant,914,2036,14147.548
medium_variant,914,2037,14338.764
medium_variant,914,2038,14523.39
medium_variant,914,2039,14700.843
medium_variant,914,2040,14870.58
medium_variant,914,2041,15032.248
medium_variant,914,2042,15185.915
medium_variant,914,2043,15331.684
medium_variant,914,2044,15469.58
medium_variant,914,2045,15599.742
medium_variant,914,2046,15722.436
medium_variant,914,2047,15838
medium_variant,914,2048,15946.712
medium_variant,914,2049,16048.688
medium_variant,914,2050,16143.819
medium_variant,914,2051,16231.837
medium_variant,914,2052,16312.573
medium_variant,914,2053,16386.076
medium_variant,914,2054,16452.589
medium_variant,914,2055,16512.643
medium_variant,914,2056,16566.871
medium_variant,914,2057,16615.721
medium_variant,914,2058,16659.445
medium_variant,914,2059,16698.059
medium_variant,914,2060,16731.545
medium_variant,914,2061,16759.763
medium_variant,914,2062,16782.063
medium_variant,914,2063,16797.688
medium_variant,914,2064,16805.979
medium_variant,914,2065,16806.292
medium_variant,914,2066,16798.111
medium_variant,914,2067,16781.106
medium_variant,914,2068,16754.907
medium_variant,914,2069,16719.091
medium_variant,914,2070,16673.14
medium_variant,914,2071,16616.642
medium_variant,914,2072,16549.813
medium_variant,914,2073,16473.059
medium_variant,914,2074,16386.796
medium_variant,914,2075,16291.569
medium_variant,914,2076,16188.02
medium_variant,914,2077,16076.845
medium_variant,914,2078,15958.713
medium_variant,914,2079,15834.164
medium_variant,914,2080,15703.53
medium_variant,914,2081,15566.881
medium_variant,914,2082,15424.001
medium_variant,914,2083,15274.773
medium_variant,914,2084,15119.312
medium_variant,914,2085,14957.584
medium_variant,914,2086,14789.461
medium_variant,914,2087,14615
medium_variant,914,2088,14434.426
medium_variant,914,2089,14248.089
medium_variant,914,2090,14056.434
medium_variant,914,2091,13859.909
medium_variant,914,2092,13658.897
medium_variant,914,2093,13453.724
medium_variant,914,2094,13244.646
medium_variant,914,2095,13031.825
medium_variant,914,2096,12815.342
medium_variant,914,2097,12595.247
medium_variant,914,2098,12371.549
medium_variant,914,2099,12144.245
