variant,region,year,populationnaturalchange
estimates,901,1950,9430.895
estimates,901,1951,9572.044
estimates,901,1952,9830.776
estimates,901,1953,10042.36
estimates,901,1954,10206.797
estimates,901,1955,10323.629
estimates,901,1956,10391.559
estimates,901,1957,10409.943
estimates,901,1958,10376.923
estimates,901,1959,10288.568
estimates,901,1960,10141.72
estimates,901,1961,9934.874
estimates,901,1962,9669.719
estimates,901,1963,9353.766
estimates,901,1964,9000.589
estimates,901,1965,8630.527
estimates,901,1966,8265.747
estimates,901,1967,7923.154
estimates,901,1968,7614.886
estimates,901,1969,7347.191
estimates,901,1970,7117.177
estimates,901,1971,6913.541
estimates,901,1972,6719.106
estimates,901,1973,6521.766
estimates,901,1974,6319.59
estimates,901,1975,6116.298
estimates,901,1976,5920.128
estimates,901,1977,5741.265
estimates,901,1978,5586.453
estimates,901,1979,5456.433
estimates,901,1980,5354.682
estimates,901,1981,5283.542
estimates,901,1982,5234.684
estimates,901,1983,5194.935
estimates,901,1984,5150.211
estimates,901,1985,5077.245
estimates,901,1986,4951.211
estimates,901,1987,4759.796
estimates,901,1988,4499.101
estimates,901,1989,4172.382
estimates,901,1990,3789.298
estimates,901,1991,3366.492
estimates,901,1992,2931.23
estimates,901,1993,2509.84
estimates,901,1994,2120.399
estimates,901,1995,1777.561
estimates,901,1996,1488.929
estimates,901,1997,1251.165
estimates,901,1998,1061.854
estimates,901,1999,923.853
estimates,901,2000,844.273
estimates,901,2001,829.632
estimates,901,2002,874.546
estimates,901,2003,967.586
estimates,901,2004,1095.073
estimates,901,2005,1238.099
estimates,901,2006,1376.524
estimates,901,2007,1493.721
estimates,901,2008,1576.315
estimates,901,2009,1615.533
estimates,901,2010,1607.52
estimates,901,2011,1555.374
estimates,901,2012,1472.619
estimates,901,2013,1371.617
estimates,901,2014,1258.092
estimates,901,2015,1137.379
medium_variant,901,2015,1137.379
medium_variant,901,2016,1013.228
medium_variant,901,2017,886.371
medium_variant,901,2018,757.447
medium_variant,901,2019,628.005
medium_variant,901,2020,497.779
medium_variant,901,2021,365.05
medium_variant,901,2022,227.417
medium_variant,901,2023,83.629
medium_variant,901,2024,-65.681
medium_variant,901,2025,-219.666
medium_variant,901,2026,-377.1
medium_variant,901,2027,-535.635
medium_variant,901,2028,-692.699
medium_variant,901,2029,-846.13
medium_variant,901,2030,-993.94
medium_variant,901,2031,-1134.743
medium_variant,901,2032,-1268.156
medium_variant,901,2033,-1393.759
medium_variant,901,2034,-1510.806
medium_variant,901,2035,-1618.631
medium_variant,901,2036,-1717.035
medium_variant,901,2037,-1806.788
medium_variant,901,2038,-1888.802
medium_variant,901,2039,-1963.712
medium_variant,901,2040,-2032.229
medium_variant,901,2041,-2095.01
medium_variant,901,2042,-2152.748
medium_variant,901,2043,-2206.113
medium_variant,901,2044,-2255.744
medium_variant,901,2045,-2302.002
medium_variant,901,2046,-2344.926
medium_variant,901,2047,-2384.33
medium_variant,901,2048,-2420.212
medium_variant,901,2049,-2452.862
medium_variant,901,2050,-2482.803
medium_variant,901,2051,-2510.592
medium_variant,901,2052,-2536.413
medium_variant,901,2053,-2560.209
medium_variant,901,2054,-2581.745
medium_variant,901,2055,-2600.734
medium_variant,901,2056,-2616.752
medium_variant,901,2057,-2629.071
medium_variant,901,2058,-2636.91
medium_variant,901,2059,-2639.608
medium_variant,901,2060,-2636.297
medium_variant,901,2061,-2626.245
medium_variant,901,2062,-2609.376
medium_variant,901,2063,-2585.941
medium_variant,901,2064,-2556.241
medium_variant,901,2065,-2520.793
medium_variant,901,2066,-2480.298
medium_variant,901,2067,-2435.725
medium_variant,901,2068,-2388.047
medium_variant,901,2069,-2337.987
medium_variant,901,2070,-2285.784
medium_variant,901,2071,-2231.29
medium_variant,901,2072,-2174.368
medium_variant,901,2073,-2115.291
medium_variant,901,2074,-2054.801
medium_variant,901,2075,-1993.77
medium_variant,901,2076,-1933.087
medium_variant,901,2077,-1873.468
medium_variant,901,2078,-1815.588
medium_variant,901,2079,-1760.005
medium_variant,901,2080,-1706.903
medium_variant,901,2081,-1656.106
medium_variant,901,2082,-1607.174
medium_variant,901,2083,-1559.924
medium_variant,901,2084,-1514.52
medium_variant,901,2085,-1471.143
medium_variant,901,2086,-1429.923
medium_variant,901,2087,-1391.248
medium_variant,901,2088,-1355.586
medium_variant,901,2089,-1323.43
medium_variant,901,2090,-1295.249
medium_variant,901,2091,-1271.425
medium_variant,901,2092,-1252.249
medium_variant,901,2093,-1237.947
medium_variant,901,2094,-1228.659
medium_variant,901,2095,-1224.5
medium_variant,901,2096,-1225.515
medium_variant,901,2097,-1231.731
medium_variant,901,2098,-1243.146
medium_variant,901,2099,-1259.765
