variant,region,year,populationnaturalchange
estimates,1501,1950,13866.201
estimates,1501,1951,14312.553
estimates,1501,1952,15195.474
estimates,1501,1953,16058.817
estimates,1501,1954,16902.57
estimates,1501,1955,17726.823
estimates,1501,1956,18531.892
estimates,1501,1957,19318.446
estimates,1501,1958,20087.637
estimates,1501,1959,20841.357
estimates,1501,1960,21582.01
estimates,1501,1961,22312.356
estimates,1501,1962,23035.551
estimates,1501,1963,23754.56
estimates,1501,1964,24471.687
estimates,1501,1965,25186.392
estimates,1501,1966,25896.336
estimates,1501,1967,26600.474
estimates,1501,1968,27300.291
estimates,1501,1969,27999.859
estimates,1501,1970,28704.081
estimates,1501,1971,29418.119
estimates,1501,1972,30147.532
estimates,1501,1973,30897.813
estimates,1501,1974,31673.599
estimates,1501,1975,32487.9
estimates,1501,1976,33354.651
estimates,1501,1977,34271.443
estimates,1501,1978,35225.943
estimates,1501,1979,36200.127
estimates,1501,1980,37167.85
estimates,1501,1981,38099.775
estimates,1501,1982,38968.583
estimates,1501,1983,39751.302
estimates,1501,1984,40432.714
estimates,1501,1985,41002.061
estimates,1501,1986,41458.228
estimates,1501,1987,41819.34
estimates,1501,1988,42104.616
estimates,1501,1989,42325.605
estimates,1501,1990,42491.064
estimates,1501,1991,42607.498
estimates,1501,1992,42684.39
estimates,1501,1993,42735.059
estimates,1501,1994,42775.154
estimates,1501,1995,42820.974
estimates,1501,1996,42885.693
estimates,1501,1997,42974.694
estimates,1501,1998,43092.219
estimates,1501,1999,43243.142
estimates,1501,2000,43433.248
estimates,1501,2001,43665.185
estimates,1501,2002,43929.452
estimates,1501,2003,44212.899
estimates,1501,2004,44503.477
estimates,1501,2005,44786.424
estimates,1501,2006,45047.107
estimates,1501,2007,45274.089
estimates,1501,2008,45457.552
estimates,1501,2009,45589.864
estimates,1501,2010,45666.936
estimates,1501,2011,45689.861
estimates,1501,2012,45667.4
estimates,1501,2013,45607.419
estimates,1501,2014,45512.963
estimates,1501,2015,45386.05
medium_variant,1501,2015,45386.05
medium_variant,1501,2016,45227.715
medium_variant,1501,2017,45038.848
medium_variant,1501,2018,44821.326
medium_variant,1501,2019,44578.022
medium_variant,1501,2020,44311.325
medium_variant,1501,2021,44022.922
medium_variant,1501,2022,43714.061
medium_variant,1501,2023,43386.532
medium_variant,1501,2024,43042.676
medium_variant,1501,2025,42684.484
medium_variant,1501,2026,42313.196
medium_variant,1501,2027,41928.992
medium_variant,1501,2028,41532.164
medium_variant,1501,2029,41123.534
medium_variant,1501,2030,40703.176
medium_variant,1501,2031,40270.571
medium_variant,1501,2032,39825.177
medium_variant,1501,2033,39367.051
medium_variant,1501,2034,38897.027
medium_variant,1501,2035,38416.53
medium_variant,1501,2036,37927.268
medium_variant,1501,2037,37430.371
medium_variant,1501,2038,36926.452
medium_variant,1501,2039,36415.564
medium_variant,1501,2040,35897.143
medium_variant,1501,2041,35370.099
medium_variant,1501,2042,34832.773
medium_variant,1501,2043,34283.778
medium_variant,1501,2044,33722.409
medium_variant,1501,2045,33147.855
medium_variant,1501,2046,32559.643
medium_variant,1501,2047,31958.385
medium_variant,1501,2048,31345.039
medium_variant,1501,2049,30720.488
medium_variant,1501,2050,30084.936
medium_variant,1501,2051,29438.412
medium_variant,1501,2052,28782.098
medium_variant,1501,2053,28118.038
medium_variant,1501,2054,27448.73
medium_variant,1501,2055,26776.794
medium_variant,1501,2056,26104.594
medium_variant,1501,2057,25434.028
medium_variant,1501,2058,24766.978
medium_variant,1501,2059,24105.262
medium_variant,1501,2060,23449.879
medium_variant,1501,2061,22800.807
medium_variant,1501,2062,22157.11
medium_variant,1501,2063,21518.376
medium_variant,1501,2064,20885.2
medium_variant,1501,2065,20258.315
medium_variant,1501,2066,19638.441
medium_variant,1501,2067,19026.116
medium_variant,1501,2068,18421.759
medium_variant,1501,2069,17825.679
medium_variant,1501,2070,17237.707
medium_variant,1501,2071,16657.381
medium_variant,1501,2072,16084.213
medium_variant,1501,2073,15518.091
medium_variant,1501,2074,14959.298
medium_variant,1501,2075,14408.468
medium_variant,1501,2076,13866.369
medium_variant,1501,2077,13333.734
medium_variant,1501,2078,12811.108
medium_variant,1501,2079,12298.766
medium_variant,1501,2080,11797.134
medium_variant,1501,2081,11306.471
medium_variant,1501,2082,10826.174
medium_variant,1501,2083,10355.289
medium_variant,1501,2084,9892.871
medium_variant,1501,2085,9437.235
medium_variant,1501,2086,8986.536
medium_variant,1501,2087,8539.846
medium_variant,1501,2088,8096.875
medium_variant,1501,2089,7657.914
medium_variant,1501,2090,7224.036
medium_variant,1501,2091,6796.796
medium_variant,1501,2092,6377.785
medium_variant,1501,2093,5968.509
medium_variant,1501,2094,5570.235
medium_variant,1501,2095,5183.721
medium_variant,1501,2096,4809.369
medium_variant,1501,2097,4447.431
medium_variant,1501,2098,4097.986
medium_variant,1501,2099,3761.025
