variant,region,year,populationnaturalchange
estimates,954,1950,4.022
estimates,954,1951,4.099
estimates,954,1952,4.258
estimates,954,1953,4.427
estimates,954,1954,4.607
estimates,954,1955,4.797
estimates,954,1956,4.995
estimates,954,1957,5.2
estimates,954,1958,5.409
estimates,954,1959,5.616
estimates,954,1960,5.81
estimates,954,1961,5.993
estimates,954,1962,6.151
estimates,954,1963,6.281
estimates,954,1964,6.384
estimates,954,1965,6.47
estimates,954,1966,6.536
estimates,954,1967,6.595
estimates,954,1968,6.66
estimates,954,1969,6.729
estimates,954,1970,6.815
estimates,954,1971,6.91
estimates,954,1972,7.014
estimates,954,1973,7.132
estimates,954,1974,7.257
estimates,954,1975,7.396
estimates,954,1976,7.545
estimates,954,1977,7.71
estimates,954,1978,7.89
estimates,954,1979,8.081
estimates,954,1980,8.285
estimates,954,1981,8.506
estimates,954,1982,8.739
estimates,954,1983,8.982
estimates,954,1984,9.227
estimates,954,1985,9.463
estimates,954,1986,9.689
estimates,954,1987,9.889
estimates,954,1988,10.071
estimates,954,1989,10.228
estimates,954,1990,10.363
estimates,954,1991,10.484
estimates,954,1992,10.599
estimates,954,1993,10.709
estimates,954,1994,10.812
estimates,954,1995,10.892
estimates,954,1996,10.938
estimates,954,1997,10.936
estimates,954,1998,10.884
estimates,954,1999,10.772
estimates,954,2000,10.607
estimates,954,2001,10.393
estimates,954,2002,10.141
estimates,954,2003,9.866
estimates,954,2004,9.585
estimates,954,2005,9.306
estimates,954,2006,9.044
estimates,954,2007,8.8
estimates,954,2008,8.579
estimates,954,2009,8.386
estimates,954,2010,8.223
estimates,954,2011,8.086
estimates,954,2012,7.972
estimates,954,2013,7.872
estimates,954,2014,7.78
estimates,954,2015,7.699
medium_variant,954,2015,7.699
medium_variant,954,2016,7.626
medium_variant,954,2017,7.56
medium_variant,954,2018,7.501
medium_variant,954,2019,7.444
medium_variant,954,2020,7.39
medium_variant,954,2021,7.341
medium_variant,954,2022,7.291
medium_variant,954,2023,7.24
medium_variant,954,2024,7.188
medium_variant,954,2025,7.132
medium_variant,954,2026,7.07
medium_variant,954,2027,7.001
medium_variant,954,2028,6.93
medium_variant,954,2029,6.848
medium_variant,954,2030,6.759
medium_variant,954,2031,6.661
medium_variant,954,2032,6.556
medium_variant,954,2033,6.444
medium_variant,954,2034,6.328
medium_variant,954,2035,6.206
medium_variant,954,2036,6.078
medium_variant,954,2037,5.948
medium_variant,954,2038,5.812
medium_variant,954,2039,5.676
medium_variant,954,2040,5.541
medium_variant,954,2041,5.405
medium_variant,954,2042,5.267
medium_variant,954,2043,5.128
medium_variant,954,2044,4.991
medium_variant,954,2045,4.858
medium_variant,954,2046,4.728
medium_variant,954,2047,4.601
medium_variant,954,2048,4.479
medium_variant,954,2049,4.365
medium_variant,954,2050,4.257
medium_variant,954,2051,4.155
medium_variant,954,2052,4.06
medium_variant,954,2053,3.972
medium_variant,954,2054,3.891
medium_variant,954,2055,3.812
medium_variant,954,2056,3.739
medium_variant,954,2057,3.668
medium_variant,954,2058,3.601
medium_variant,954,2059,3.533
medium_variant,954,2060,3.462
medium_variant,954,2061,3.394
medium_variant,954,2062,3.324
medium_variant,954,2063,3.252
medium_variant,954,2064,3.176
medium_variant,954,2065,3.1
medium_variant,954,2066,3.018
medium_variant,954,2067,2.933
medium_variant,954,2068,2.841
medium_variant,954,2069,2.747
medium_variant,954,2070,2.646
medium_variant,954,2071,2.54
medium_variant,954,2072,2.432
medium_variant,954,2073,2.319
medium_variant,954,2074,2.2
medium_variant,954,2075,2.082
medium_variant,954,2076,1.96
medium_variant,954,2077,1.836
medium_variant,954,2078,1.713
medium_variant,954,2079,1.583
medium_variant,954,2080,1.458
medium_variant,954,2081,1.331
medium_variant,954,2082,1.204
medium_variant,954,2083,1.078
medium_variant,954,2084,0.955
medium_variant,954,2085,0.836
medium_variant,954,2086,0.721
medium_variant,954,2087,0.613
medium_variant,954,2088,0.508
medium_variant,954,2089,0.414
medium_variant,954,2090,0.323
medium_variant,954,2091,0.242
medium_variant,954,2092,0.165
medium_variant,954,2093,0.097
medium_variant,954,2094,0.037
medium_variant,954,2095,-0.02
medium_variant,954,2096,-0.067
medium_variant,954,2097,-0.108
medium_variant,954,2098,-0.144
medium_variant,954,2099,-0.171
