variant,region,year,populationnaturalchange
estimates,931,1950,3009.323
estimates,931,1951,3052.776
estimates,931,1952,3142.978
estimates,931,1953,3239.755
estimates,931,1954,3343.119
estimates,931,1955,3452.903
estimates,931,1956,3568.559
estimates,931,1957,3689.185
estimates,931,1958,3813.118
estimates,931,1959,3937.545
estimates,931,1960,4059.095
estimates,931,1961,4174.186
estimates,931,1962,4279.141
estimates,931,1963,4371.246
estimates,931,1964,4449.379
estimates,931,1965,4512.282
estimates,931,1966,4559.768
estimates,931,1967,4595.591
estimates,931,1968,4624.626
estimates,931,1969,4651.208
estimates,931,1970,4681.937
estimates,931,1971,4723.557
estimates,931,1972,4779.318
estimates,931,1973,4850.366
estimates,931,1974,4936.175
estimates,931,1975,5034.481
estimates,931,1976,5141.099
estimates,931,1977,5248.893
estimates,931,1978,5351.01
estimates,931,1979,5442.846
estimates,931,1980,5519.966
estimates,931,1981,5579.49
estimates,931,1982,5622.293
estimates,931,1983,5649.77
estimates,931,1984,5662.517
estimates,931,1985,5661.625
estimates,931,1986,5648.855
estimates,931,1987,5627.44
estimates,931,1988,5600.747
estimates,931,1989,5571.414
estimates,931,1990,5542.679
estimates,931,1991,5517.242
estimates,931,1992,5495.229
estimates,931,1993,5475.867
estimates,931,1994,5458.203
estimates,931,1995,5439.831
estimates,931,1996,5417.434
estimates,931,1997,5387.693
estimates,931,1998,5348.198
estimates,931,1999,5298
estimates,931,2000,5236.261
estimates,931,2001,5163.017
estimates,931,2002,5080.982
estimates,931,2003,4993.45
estimates,931,2004,4903.169
estimates,931,2005,4814.203
estimates,931,2006,4730.65
estimates,931,2007,4654.406
estimates,931,2008,4586.069
estimates,931,2009,4525.315
estimates,931,2010,4470.101
estimates,931,2011,4417.039
estimates,931,2012,4361.831
estimates,931,2013,4301.037
estimates,931,2014,4233.063
estimates,931,2015,4157.193
medium_variant,931,2015,4157.193
medium_variant,931,2016,4073.939
medium_variant,931,2017,3985.566
medium_variant,931,2018,3894.092
medium_variant,931,2019,3800.363
medium_variant,931,2020,3705.042
medium_variant,931,2021,3608.513
medium_variant,931,2022,3510.817
medium_variant,931,2023,3412.122
medium_variant,931,2024,3312.798
medium_variant,931,2025,3213.152
medium_variant,931,2026,3113.306
medium_variant,931,2027,3013.214
medium_variant,931,2028,2912.845
medium_variant,931,2029,2812.303
medium_variant,931,2030,2711.615
medium_variant,931,2031,2610.751
medium_variant,931,2032,2509.661
medium_variant,931,2033,2408.36
medium_variant,931,2034,2306.924
medium_variant,931,2035,2205.427
medium_variant,931,2036,2103.912
medium_variant,931,2037,2002.487
medium_variant,931,2038,1901.294
medium_variant,931,2039,1800.489
medium_variant,931,2040,1700.245
medium_variant,931,2041,1600.717
medium_variant,931,2042,1501.963
medium_variant,931,2043,1404.029
medium_variant,931,2044,1306.962
medium_variant,931,2045,1210.743
medium_variant,931,2046,1115.328
medium_variant,931,2047,1020.593
medium_variant,931,2048,926.444
medium_variant,931,2049,832.835
medium_variant,931,2050,739.697
medium_variant,931,2051,646.97
medium_variant,931,2052,554.686
medium_variant,931,2053,462.912
medium_variant,931,2054,371.734
medium_variant,931,2055,281.216
medium_variant,931,2056,191.432
medium_variant,931,2057,102.502
medium_variant,931,2058,14.583
medium_variant,931,2059,-72.178
medium_variant,931,2060,-157.691
medium_variant,931,2061,-241.916
medium_variant,931,2062,-324.804
medium_variant,931,2063,-406.255
medium_variant,931,2064,-486.11
medium_variant,931,2065,-564.255
medium_variant,931,2066,-640.647
medium_variant,931,2067,-715.183
medium_variant,931,2068,-787.721
medium_variant,931,2069,-858.039
medium_variant,931,2070,-925.968
medium_variant,931,2071,-991.377
medium_variant,931,2072,-1054.162
medium_variant,931,2073,-1114.181
medium_variant,931,2074,-1171.259
medium_variant,931,2075,-1225.229
medium_variant,931,2076,-1275.987
medium_variant,931,2077,-1323.528
medium_variant,931,2078,-1367.844
medium_variant,931,2079,-1408.898
medium_variant,931,2080,-1446.634
medium_variant,931,2081,-1481.01
medium_variant,931,2082,-1512.107
medium_variant,931,2083,-1540.052
medium_variant,931,2084,-1564.972
medium_variant,931,2085,-1586.943
medium_variant,931,2086,-1606.006
medium_variant,931,2087,-1622.305
medium_variant,931,2088,-1636.069
medium_variant,931,2089,-1647.569
medium_variant,931,2090,-1657.078
medium_variant,931,2091,-1664.849
medium_variant,931,2092,-1671.069
medium_variant,931,2093,-1675.897
medium_variant,931,2094,-1679.434
medium_variant,931,2095,-1681.758
medium_variant,931,2096,-1682.911
medium_variant,931,2097,-1682.905
medium_variant,931,2098,-1681.744
medium_variant,931,2099,-1679.434
