variant,region,year,populationnaturalchange
estimates,1502,1950,22244.179
estimates,1502,1951,21796.853
estimates,1502,1952,21006.997
estimates,1502,1953,20426.69
estimates,1502,1954,20055.934
estimates,1502,1955,19896.596
estimates,1502,1956,19953.647
estimates,1502,1957,20226.751
estimates,1502,1958,20719.184
estimates,1502,1959,21440.894
estimates,1502,1960,22395.17
estimates,1502,1961,23574.944
estimates,1502,1962,24955.072
estimates,1502,1963,26481.776
estimates,1502,1964,28074.142
estimates,1502,1965,29625.218
estimates,1502,1966,31026.039
estimates,1502,1967,32197.074
estimates,1502,1968,33077.119
estimates,1502,1969,33626.076
estimates,1502,1970,33806.856
estimates,1502,1971,33611.683
estimates,1502,1972,33120.707
estimates,1502,1973,32433.562
estimates,1502,1974,31632.284
estimates,1502,1975,30814.009
estimates,1502,1976,30071.346
estimates,1502,1977,29471.4
estimates,1502,1978,29071.589
estimates,1502,1979,28918.486
estimates,1502,1980,29088.601
estimates,1502,1981,29641.965
estimates,1502,1982,30517.938
estimates,1502,1983,31605.28
estimates,1502,1984,32782.944
estimates,1502,1985,33846.821
estimates,1502,1986,34569.943
estimates,1502,1987,34806.655
estimates,1502,1988,34479.309
estimates,1502,1989,33579.78
estimates,1502,1990,32168.36
estimates,1502,1991,30376.453
estimates,1502,1992,28424.944
estimates,1502,1993,26513.441
estimates,1502,1994,24758.158
estimates,1502,1995,23249.122
estimates,1502,1996,22024.327
estimates,1502,1997,21035.599
estimates,1502,1998,20238.952
estimates,1502,1999,19630.924
estimates,1502,2000,19200.755
estimates,1502,2001,18928.525
estimates,1502,2002,18777.314
estimates,1502,2003,18709.92
estimates,1502,2004,18699.294
estimates,1502,2005,18735.318
estimates,1502,2006,18820.962
estimates,1502,2007,18955.212
estimates,1502,2008,19121.847
estimates,1502,2009,19288.328
estimates,1502,2010,19410.382
estimates,1502,2011,19443.416
estimates,1502,2012,19359.602
estimates,1502,2013,19140.783
estimates,1502,2014,18777.759
estimates,1502,2015,18271.291
medium_variant,1502,2015,18271.291
medium_variant,1502,2016,17635.941
medium_variant,1502,2017,16909.292
medium_variant,1502,2018,16127.938
medium_variant,1502,2019,15314.672
medium_variant,1502,2020,14487.617
medium_variant,1502,2021,13657.297
medium_variant,1502,2022,12825.616
medium_variant,1502,2023,11997.353
medium_variant,1502,2024,11183.374
medium_variant,1502,2025,10392.343
medium_variant,1502,2026,9628.721
medium_variant,1502,2027,8890.834
medium_variant,1502,2028,8177.764
medium_variant,1502,2029,7491.808
medium_variant,1502,2030,6834.884
medium_variant,1502,2031,6207.58
medium_variant,1502,2032,5607.451
medium_variant,1502,2033,5031.621
medium_variant,1502,2034,4478.137
medium_variant,1502,2035,3946.067
medium_variant,1502,2036,3434.927
medium_variant,1502,2037,2942.644
medium_variant,1502,2038,2465.748
medium_variant,1502,2039,2000.066
medium_variant,1502,2040,1540.973
medium_variant,1502,2041,1084.414
medium_variant,1502,2042,627.654
medium_variant,1502,2043,168.218
medium_variant,1502,2044,-296.169
medium_variant,1502,2045,-768.046
medium_variant,1502,2046,-1248.853
medium_variant,1502,2047,-1736.207
medium_variant,1502,2048,-2226.665
medium_variant,1502,2049,-2717.214
medium_variant,1502,2050,-3205.283
medium_variant,1502,2051,-3688.553
medium_variant,1502,2052,-4163.294
medium_variant,1502,2053,-4624.753
medium_variant,1502,2054,-5067.899
medium_variant,1502,2055,-5487.795
medium_variant,1502,2056,-5880.618
medium_variant,1502,2057,-6244.898
medium_variant,1502,2058,-6579.289
medium_variant,1502,2059,-6882.061
medium_variant,1502,2060,-7151.389
medium_variant,1502,2061,-7386.518
medium_variant,1502,2062,-7589.88
medium_variant,1502,2063,-7764.732
medium_variant,1502,2064,-7913.803
medium_variant,1502,2065,-8039.761
medium_variant,1502,2066,-8145.097
medium_variant,1502,2067,-8232.589
medium_variant,1502,2068,-8305.464
medium_variant,1502,2069,-8366.923
medium_variant,1502,2070,-8420.01
medium_variant,1502,2071,-8466.793
medium_variant,1502,2072,-8507.232
medium_variant,1502,2073,-8541.115
medium_variant,1502,2074,-8568.716
medium_variant,1502,2075,-8589.449
medium_variant,1502,2076,-8601.976
medium_variant,1502,2077,-8604.564
medium_variant,1502,2078,-8595.981
medium_variant,1502,2079,-8575.936
medium_variant,1502,2080,-8543.881
medium_variant,1502,2081,-8499.53
medium_variant,1502,2082,-8444.069
medium_variant,1502,2083,-8379.308
medium_variant,1502,2084,-8307.043
medium_variant,1502,2085,-8228.318
medium_variant,1502,2086,-8143.718
medium_variant,1502,2087,-8054.985
medium_variant,1502,2088,-7964.873
medium_variant,1502,2089,-7876.736
medium_variant,1502,2090,-7793.946
medium_variant,1502,2091,-7719.464
medium_variant,1502,2092,-7655.6
medium_variant,1502,2093,-7604.194
medium_variant,1502,2094,-7566.545
medium_variant,1502,2095,-7543.505
medium_variant,1502,2096,-7535.588
medium_variant,1502,2097,-7542.964
medium_variant,1502,2098,-7565.659
medium_variant,1502,2099,-7603.672
