variant,region,year,populationnaturalchange
estimates,913,1950,363.417
estimates,913,1951,370.877
estimates,913,1952,385.795
estimates,913,1953,400.71
estimates,913,1954,415.617
estimates,913,1955,430.517
estimates,913,1956,445.391
estimates,913,1957,460.23
estimates,913,1958,475.015
estimates,913,1959,489.698
estimates,913,1960,504.242
estimates,913,1961,518.636
estimates,913,1962,532.92
estimates,913,1963,547.207
estimates,913,1964,561.698
estimates,913,1965,576.808
estimates,913,1966,593.01
estimates,913,1967,610.526
estimates,913,1968,629.379
estimates,913,1969,649.42
estimates,913,1970,670.266
estimates,913,1971,691.391
estimates,913,1972,712.209
estimates,913,1973,732.251
estimates,913,1974,751.288
estimates,913,1975,769.341
estimates,913,1976,786.652
estimates,913,1977,803.578
estimates,913,1978,820.305
estimates,913,1979,836.756
estimates,913,1980,852.881
estimates,913,1981,868.599
estimates,913,1982,883.582
estimates,913,1983,897.4
estimates,913,1984,909.629
estimates,913,1985,919.864
estimates,913,1986,927.771
estimates,913,1987,933.115
estimates,913,1988,935.632
estimates,913,1989,935.029
estimates,913,1990,931.093
estimates,913,1991,923.754
estimates,913,1992,913.106
estimates,913,1993,899.215
estimates,913,1994,882.033
estimates,913,1995,860.814
estimates,913,1996,834.635
estimates,913,1997,803.57
estimates,913,1998,768.458
estimates,913,1999,730.646
estimates,913,2000,691.573
estimates,913,2001,652.739
estimates,913,2002,616.119
estimates,913,2003,583.909
estimates,913,2004,558.132
estimates,913,2005,541.68
estimates,913,2006,537.137
estimates,913,2007,544.453
estimates,913,2008,562.426
estimates,913,2009,589.419
estimates,913,2010,622.747
estimates,913,2011,659.044
estimates,913,2012,694.549
estimates,913,2013,725.932
estimates,913,2014,750.997
estimates,913,2015,768.162
medium_variant,913,2015,768.162
medium_variant,913,2016,777.048
medium_variant,913,2017,779.394
medium_variant,913,2018,776.916
medium_variant,913,2019,770.357
medium_variant,913,2020,760.575
medium_variant,913,2021,748.429
medium_variant,913,2022,734.774
medium_variant,913,2023,720.469
medium_variant,913,2024,706.249
medium_variant,913,2025,692.632
medium_variant,913,2026,679.781
medium_variant,913,2027,667.401
medium_variant,913,2028,655.299
medium_variant,913,2029,643.579
medium_variant,913,2030,632.357
medium_variant,913,2031,621.697
medium_variant,913,2032,611.544
medium_variant,913,2033,601.808
medium_variant,913,2034,592.415
medium_variant,913,2035,583.298
medium_variant,913,2036,574.375
medium_variant,913,2037,565.533
medium_variant,913,2038,556.629
medium_variant,913,2039,547.543
medium_variant,913,2040,538.142
medium_variant,913,2041,528.329
medium_variant,913,2042,518.089
medium_variant,913,2043,507.423
medium_variant,913,2044,496.319
medium_variant,913,2045,484.795
medium_variant,913,2046,472.904
medium_variant,913,2047,460.727
medium_variant,913,2048,448.348
medium_variant,913,2049,435.812
medium_variant,913,2050,423.132
medium_variant,913,2051,410.304
medium_variant,913,2052,397.309
medium_variant,913,2053,384.159
medium_variant,913,2054,370.902
medium_variant,913,2055,357.587
medium_variant,913,2056,344.279
medium_variant,913,2057,331.014
medium_variant,913,2058,317.838
medium_variant,913,2059,304.775
medium_variant,913,2060,291.845
medium_variant,913,2061,279.038
medium_variant,913,2062,266.321
medium_variant,913,2063,253.667
medium_variant,913,2064,241.062
medium_variant,913,2065,228.488
medium_variant,913,2066,215.92
medium_variant,913,2067,203.36
medium_variant,913,2068,190.821
medium_variant,913,2069,178.323
medium_variant,913,2070,165.9
medium_variant,913,2071,153.59
medium_variant,913,2072,141.437
medium_variant,913,2073,129.464
medium_variant,913,2074,117.686
medium_variant,913,2075,106.108
medium_variant,913,2076,94.708
medium_variant,913,2077,83.46
medium_variant,913,2078,72.342
medium_variant,913,2079,61.359
medium_variant,913,2080,50.519
medium_variant,913,2081,39.833
medium_variant,913,2082,29.323
medium_variant,913,2083,19.006
medium_variant,913,2084,8.89
medium_variant,913,2085,-1.018
medium_variant,913,2086,-10.715
medium_variant,913,2087,-20.204
medium_variant,913,2088,-29.499
medium_variant,913,2089,-38.595
medium_variant,913,2090,-47.496
medium_variant,913,2091,-56.21
medium_variant,913,2092,-64.739
medium_variant,913,2093,-73.084
medium_variant,913,2094,-81.251
medium_variant,913,2095,-89.239
medium_variant,913,2096,-97.048
medium_variant,913,2097,-104.681
medium_variant,913,2098,-112.136
medium_variant,913,2099,-119.413
