country,variant,freq,year,netreporductionrate
64,estimates,5yearly,1950,1.677
64,estimates,5yearly,1955,1.746
64,estimates,5yearly,1960,1.83
64,estimates,5yearly,1965,1.954
64,estimates,5yearly,1970,2.08
64,estimates,5yearly,1975,2.186
64,estimates,5yearly,1980,2.238
64,estimates,5yearly,1985,2.269
64,estimates,5yearly,1990,1.99
64,estimates,5yearly,1995,1.697
64,estimates,5yearly,2000,1.359
64,estimates,5yearly,2005,1.169
64,estimates,5yearly,2010,0.997
64,constant_fertility,5yearly,2015,1.014
64,constant_mortality,5yearly,2015,0.913
64,high_variant,5yearly,2015,1.044
64,instant_replacement,5yearly,2015,1
64,low_variant,5yearly,2015,0.813
64,medium_variant,5yearly,2015,0.928
64,momentum,5yearly,2015,1
64,no_change,5yearly,2015,0.997
64,zero_migration,5yearly,2015,0.928
64,constant_fertility,5yearly,2020,1.026
64,constant_mortality,5yearly,2020,0.847
64,high_variant,5yearly,2020,1.058
64,instant_replacement,5yearly,2020,1
64,low_variant,5yearly,2020,0.685
64,medium_variant,5yearly,2020,0.871
64,momentum,5yearly,2020,1
64,no_change,5yearly,2020,0.997
64,zero_migration,5yearly,2020,0.871
64,constant_fertility,5yearly,2025,1.035
64,constant_mortality,5yearly,2025,0.797
64,high_variant,5yearly,2025,1.063
64,instant_replacement,5yearly,2025,1
64,low_variant,5yearly,2025,0.593
64,medium_variant,5yearly,2025,0.828
64,momentum,5yearly,2025,1
64,no_change,5yearly,2025,0.997
64,zero_migration,5yearly,2025,0.828
64,constant_fertility,5yearly,2030,1.04
64,constant_mortality,5yearly,2030,0.762
64,high_variant,5yearly,2030,1.032
64,instant_replacement,5yearly,2030,1
64,low_variant,5yearly,2030,0.559
64,medium_variant,5yearly,2030,0.795
64,momentum,5yearly,2030,1
64,no_change,5yearly,2030,0.997
64,zero_migration,5yearly,2030,0.795
64,constant_fertility,5yearly,2035,1.044
64,constant_mortality,5yearly,2035,0.741
64,high_variant,5yearly,2035,1.014
64,instant_replacement,5yearly,2035,1
64,low_variant,5yearly,2035,0.539
64,medium_variant,5yearly,2035,0.777
64,momentum,5yearly,2035,1
64,no_change,5yearly,2035,0.997
64,zero_migration,5yearly,2035,0.777
64,constant_fertility,5yearly,2040,1.048
64,constant_mortality,5yearly,2040,0.732
64,high_variant,5yearly,2040,1.008
64,instant_replacement,5yearly,2040,1
64,low_variant,5yearly,2040,0.532
64,medium_variant,5yearly,2040,0.77
64,momentum,5yearly,2040,1
64,no_change,5yearly,2040,0.997
64,zero_migration,5yearly,2040,0.77
64,constant_fertility,5yearly,2045,1.051
64,constant_mortality,5yearly,2045,0.733
64,high_variant,5yearly,2045,1.012
64,instant_replacement,5yearly,2045,1
64,low_variant,5yearly,2045,0.535
64,medium_variant,5yearly,2045,0.773
64,momentum,5yearly,2045,1
64,no_change,5yearly,2045,0.997
64,zero_migration,5yearly,2045,0.773
64,constant_fertility,5yearly,2050,1.053
64,constant_mortality,5yearly,2050,0.738
64,high_variant,5yearly,2050,1.02
64,instant_replacement,5yearly,2050,1
64,low_variant,5yearly,2050,0.541
64,medium_variant,5yearly,2050,0.78
64,momentum,5yearly,2050,1
64,no_change,5yearly,2050,0.997
64,zero_migration,5yearly,2050,0.78
64,constant_fertility,5yearly,2055,1.055
64,constant_mortality,5yearly,2055,0.745
64,high_variant,5yearly,2055,1.03
64,instant_replacement,5yearly,2055,1
64,low_variant,5yearly,2055,0.55
64,medium_variant,5yearly,2055,0.79
64,momentum,5yearly,2055,1
64,no_change,5yearly,2055,0.997
