country,variant,freq,year,netreporductionrate
450,estimates,5yearly,1950,2.016
450,estimates,5yearly,1955,2.136
450,estimates,5yearly,1960,2.255
450,estimates,5yearly,1965,2.366
450,estimates,5yearly,1970,2.447
450,estimates,5yearly,1975,2.445
450,estimates,5yearly,1980,2.325
450,estimates,5yearly,1985,2.247
450,estimates,5yearly,1990,2.295
450,estimates,5yearly,1995,2.347
450,estimates,5yearly,2000,2.227
450,estimates,5yearly,2005,2.094
450,estimates,5yearly,2010,1.956
450,constant_fertility,5yearly,2015,1.999
450,constant_mortality,5yearly,2015,1.827
450,high_variant,5yearly,2015,1.981
450,instant_replacement,5yearly,2015,1
450,low_variant,5yearly,2015,1.754
450,medium_variant,5yearly,2015,1.867
450,momentum,5yearly,2015,1
450,no_change,5yearly,2015,1.956
450,zero_migration,5yearly,2015,1.867
450,constant_fertility,5yearly,2020,2.034
450,constant_mortality,5yearly,2020,1.711
450,high_variant,5yearly,2020,1.964
450,instant_replacement,5yearly,2020,1
450,low_variant,5yearly,2020,1.594
450,medium_variant,5yearly,2020,1.779
450,momentum,5yearly,2020,1
450,no_change,5yearly,2020,1.956
450,zero_migration,5yearly,2020,1.779
450,constant_fertility,5yearly,2025,2.059
450,constant_mortality,5yearly,2025,1.608
450,high_variant,5yearly,2025,1.927
450,instant_replacement,5yearly,2025,1
450,low_variant,5yearly,2025,1.458
450,medium_variant,5yearly,2025,1.693
450,momentum,5yearly,2025,1
450,no_change,5yearly,2025,1.956
450,zero_migration,5yearly,2025,1.693
450,constant_fertility,5yearly,2030,2.079
450,constant_mortality,5yearly,2030,1.516
450,high_variant,5yearly,2030,1.847
450,instant_replacement,5yearly,2030,1
450,low_variant,5yearly,2030,1.374
450,medium_variant,5yearly,2030,1.61
450,momentum,5yearly,2030,1
450,no_change,5yearly,2030,1.956
450,zero_migration,5yearly,2030,1.61
450,constant_fertility,5yearly,2035,2.095
450,constant_mortality,5yearly,2035,1.437
450,high_variant,5yearly,2035,1.775
450,instant_replacement,5yearly,2035,1
450,low_variant,5yearly,2035,1.299
450,medium_variant,5yearly,2035,1.537
450,momentum,5yearly,2035,1
450,no_change,5yearly,2035,1.956
450,zero_migration,5yearly,2035,1.537
450,constant_fertility,5yearly,2040,2.105
450,constant_mortality,5yearly,2040,1.367
450,high_variant,5yearly,2040,1.709
450,instant_replacement,5yearly,2040,1
450,low_variant,5yearly,2040,1.23
450,medium_variant,5yearly,2040,1.47
450,momentum,5yearly,2040,1
450,no_change,5yearly,2040,1.956
450,zero_migration,5yearly,2040,1.47
450,constant_fertility,5yearly,2045,2.112
450,constant_mortality,5yearly,2045,1.306
