country,variant,freq,year,netreporductionrate
380,estimates,5yearly,1950,1.038
380,estimates,5yearly,1955,1.033
380,estimates,5yearly,1960,1.146
380,estimates,5yearly,1965,1.158
380,estimates,5yearly,1970,1.086
380,estimates,5yearly,1975,0.891
380,estimates,5yearly,1980,0.725
380,estimates,5yearly,1985,0.644
380,estimates,5yearly,1990,0.607
380,estimates,5yearly,1995,0.586
380,estimates,5yearly,2000,0.623
380,estimates,5yearly,2005,0.681
380,estimates,5yearly,2010,0.687
380,constant_fertility,5yearly,2015,0.688
380,constant_mortality,5yearly,2015,0.718
380,high_variant,5yearly,2015,0.839
380,instant_replacement,5yearly,2015,1
380,low_variant,5yearly,2015,0.598
380,medium_variant,5yearly,2015,0.718
380,momentum,5yearly,2015,1
380,no_change,5yearly,2015,0.687
380,zero_migration,5yearly,2015,0.718
380,constant_fertility,5yearly,2020,0.688
380,constant_mortality,5yearly,2020,0.742
380,high_variant,5yearly,2020,0.936
380,instant_replacement,5yearly,2020,1
380,low_variant,5yearly,2020,0.551
380,medium_variant,5yearly,2020,0.743
380,momentum,5yearly,2020,1
380,no_change,5yearly,2020,0.687
380,zero_migration,5yearly,2020,0.743
380,constant_fertility,5yearly,2025,0.689
380,constant_mortality,5yearly,2025,0.762
380,high_variant,5yearly,2025,1.005
380,instant_replacement,5yearly,2025,1
380,low_variant,5yearly,2025,0.523
380,medium_variant,5yearly,2025,0.764
380,momentum,5yearly,2025,1
380,no_change,5yearly,2025,0.687
380,zero_migration,5yearly,2025,0.764
380,constant_fertility,5yearly,2030,0.689
380,constant_mortality,5yearly,2030,0.78
380,high_variant,5yearly,2030,1.023
380,instant_replacement,5yearly,2030,1
380,low_variant,5yearly,2030,0.541
380,medium_variant,5yearly,2030,0.782
380,momentum,5yearly,2030,1
380,no_change,5yearly,2030,0.687
380,zero_migration,5yearly,2030,0.782
380,constant_fertility,5yearly,2035,0.689
380,constant_mortality,5yearly,2035,0.794
380,high_variant,5yearly,2035,1.038
380,instant_replacement,5yearly,2035,1
380,low_variant,5yearly,2035,0.555
380,medium_variant,5yearly,2035,0.796
380,momentum,5yearly,2035,1
380,no_change,5yearly,2035,0.687
380,zero_migration,5yearly,2035,0.796
380,constant_fertility,5yearly,2040,0.69
380,constant_mortality,5yearly,2040,0.805
380,high_variant,5yearly,2040,1.05
380,instant_replacement,5yearly,2040,1
380,low_variant,5yearly,2040,0.567
380,medium_variant,5yearly,2040,0.808
380,momentum,5yearly,2040,1
380,no_change,5yearly,2040,0.687
380,zero_migration,5yearly,2040,0.808
380,constant_fertility,5yearly,2045,0.69
380,constant_mortality,5yearly,2045,0.815
380,high_variant,5yearly,2045,1.06
380,instant_replacement,5yearly,2045,1
380,low_variant,5yearly,2045,0.577
380,medium_variant,5yearly,2045,0.818
380,momentum,5yearly,2045,1
380,no_change,5yearly,2045,0.687
380,zero_migration,5yearly,2045,0.818
380,constant_fertility,5yearly,2050,0.69
380,constant_mortality,5yearly,2050,0.823
380,high_variant,5yearly,2050,1.069
380,instant_replacement,5yearly,2050,1
380,low_variant,5yearly,2050,0.585
380,medium_variant,5yearly,2050,0.827
380,momentum,5yearly,2050,1
380,no_change,5yearly,2050,0.687
380,zero_migration,5yearly,2050,0.827
380,constant_fertility,5yearly,2055,0.69
380,constant_mortality,5yearly,2055,0.83
