country,variant,freq,year,netreporductionrate
308,estimates,5yearly,1950,2.287
308,estimates,5yearly,1955,2.752
308,estimates,5yearly,1960,2.714
308,estimates,5yearly,1965,2.089
308,estimates,5yearly,1970,2.046
308,estimates,5yearly,1975,1.945
308,estimates,5yearly,1980,1.94
308,estimates,5yearly,1985,1.921
308,estimates,5yearly,1990,1.62
308,estimates,5yearly,1995,1.327
308,estimates,5yearly,2000,1.15
308,estimates,5yearly,2005,1.096
308,estimates,5yearly,2010,1.041
308,constant_fertility,5yearly,2015,1.044
308,constant_mortality,5yearly,2015,0.989
308,high_variant,5yearly,2015,1.111
308,instant_replacement,5yearly,2015,1
308,low_variant,5yearly,2015,0.872
308,medium_variant,5yearly,2015,0.991
308,momentum,5yearly,2015,1
308,no_change,5yearly,2015,1.041
308,zero_migration,5yearly,2015,0.991
308,constant_fertility,5yearly,2020,1.046
308,constant_mortality,5yearly,2020,0.944
308,high_variant,5yearly,2020,1.139
308,instant_replacement,5yearly,2020,1
308,low_variant,5yearly,2020,0.756
308,medium_variant,5yearly,2020,0.948
308,momentum,5yearly,2020,1
308,no_change,5yearly,2020,1.041
308,zero_migration,5yearly,2020,0.948
308,constant_fertility,5yearly,2025,1.047
308,constant_mortality,5yearly,2025,0.906
308,high_variant,5yearly,2025,1.152
308,instant_replacement,5yearly,2025,1
308,low_variant,5yearly,2025,0.672
308,medium_variant,5yearly,2025,0.912
308,momentum,5yearly,2025,1
308,no_change,5yearly,2025,1.041
308,zero_migration,5yearly,2025,0.912
308,constant_fertility,5yearly,2030,1.049
308,constant_mortality,5yearly,2030,0.878
308,high_variant,5yearly,2030,1.125
308,instant_replacement,5yearly,2030,1
308,low_variant,5yearly,2030,0.645
308,medium_variant,5yearly,2030,0.885
308,momentum,5yearly,2030,1
308,no_change,5yearly,2030,1.041
308,zero_migration,5yearly,2030,0.885
308,constant_fertility,5yearly,2035,1.05
308,constant_mortality,5yearly,2035,0.86
308,high_variant,5yearly,2035,1.108
308,instant_replacement,5yearly,2035,1
308,low_variant,5yearly,2035,0.627
308,medium_variant,5yearly,2035,0.867
308,momentum,5yearly,2035,1
308,no_change,5yearly,2035,1.041
308,zero_migration,5yearly,2035,0.867
308,constant_fertility,5yearly,2040,1.051
308,constant_mortality,5yearly,2040,0.846
308,high_variant,5yearly,2040,1.095
308,instant_replacement,5yearly,2040,1
308,low_variant,5yearly,2040,0.613
308,medium_variant,5yearly,2040,0.854
308,momentum,5yearly,2040,1
308,no_change,5yearly,2040,1.041
308,zero_migration,5yearly,2040,0.854
308,constant_fertility,5yearly,2045,1.052
308,constant_mortality,5yearly,2045,0.837
308,high_variant,5yearly,2045,1.087
308,instant_replacement,5yearly,2045,1
308,low_variant,5yearly,2045,0.605
308,medium_variant,5yearly,2045,0.846
308,momentum,5yearly,2045,1
308,no_change,5yearly,2045,1.041
308,zero_migration,5yearly,2045,0.846
308,constant_fertility,5yearly,2050,1.053
308,constant_mortality,5yearly,2050,0.834
308,high_variant,5yearly,2050,1.085
308,instant_replacement,5yearly,2050,1
308,low_variant,5yearly,2050,0.603
308,medium_variant,5yearly,2050,0.844
308,momentum,5yearly,2050,1
308,no_change,5yearly,2050,1.041
308,zero_migration,5yearly,2050,0.844
308,constant_fertility,5yearly,2055,1.054
308,constant_mortality,5yearly,2055,0.832
308,high_variant,5yearly,2055,1.084
308,instant_replacement,5yearly,2055,1
308,low_variant,5yearly,2055,0.601
308,medium_variant,5yearly,2055,0.843
308,momentum,5yearly,2055,1
308,no_change,5yearly,2055,1.041
308,zero_migration,5yearly,2055,0.843
308,constant_fertility,5yearly,2060,1.055
308,constant_mortality,5yearly,2060,0.833
308,high_variant,5yearly,2060,1.085
308,instant_replacement,5yearly,2060,1
308,low_variant,5yearly,2060,0.602
308,medium_variant,5yearly,2060,0.844
308,momentum,5yearly,2060,1
308,no_change,5yearly,2060,1.041
308,zero_migration,5yearly,2060,0.844
308,constant_fertility,5yearly,2065,1.055
308,constant_mortality,5yearly,2065,0.835
308,high_variant,5yearly,2065,1.088
308,instant_replacement,5yearly,2065,1
308,low_variant,5yearly,2065,0.605
308,medium_variant,5yearly,2065,0.847
308,momentum,5yearly,2065,1
308,no_change,5yearly,2065,1.041
308,zero_migration,5yearly,2065,0.847
308,constant_fertility,5yearly,2070,1.056
308,constant_mortality,5yearly,2070,0.837
308,high_variant,5yearly,2070,1.091
308,instant_replacement,5yearly,2070,1
308,low_variant,5yearly,2070,0.608
308,medium_variant,5yearly,2070,0.849
308,momentum,5yearly,2070,1
308,no_change,5yearly,2070,1.041
308,zero_migration,5yearly,2070,0.849
308,constant_fertility,5yearly,2075,1.056
308,constant_mortality,5yearly,2075,0.84
308,high_variant,5yearly,2075,1.094
308,instant_replacement,5yearly,2075,1
308,low_variant,5yearly,2075,0.61
308,medium_variant,5yearly,2075,0.852
308,momentum,5yearly,2075,1
308,no_change,5yearly,2075,1.041
308,zero_migration,5yearly,2075,0.852
308,constant_fertility,5yearly,2080,1.057
308,constant_mortality,5yearly,2080,0.843
308,high_variant,5yearly,2080,1.098
308,instant_replacement,5yearly,2080,1
308,low_variant,5yearly,2080,0.614
308,medium_variant,5yearly,2080,0.856
308,momentum,5yearly,2080,1
308,no_change,5yearly,2080,1.041
308,zero_migration,5yearly,2080,0.856
308,constant_fertility,5yearly,2085,1.057
308,constant_mortality,5yearly,2085,0.846
308,high_variant,5yearly,2085,1.102
308,instant_replacement,5yearly,2085,1
308,low_variant,5yearly,2085,0.617
308,medium_variant,5yearly,2085,0.86
308,momentum,5yearly,2085,1
308,no_change,5yearly,2085,1.041
308,zero_migration,5yearly,2085,0.86
308,constant_fertility,5yearly,2090,1.058
308,constant_mortality,5yearly,2090,0.848
308,high_variant,5yearly,2090,1.105
308,instant_replacement,5yearly,2090,1
308,low_variant,5yearly,2090,0.62
308,medium_variant,5yearly,2090,0.862
308,momentum,5yearly,2090,1
308,no_change,5yearly,2090,1.041
308,zero_migration,5yearly,2090,0.862
308,constant_fertility,5yearly,2095,1.058
308,constant_mortality,5yearly,2095,0.851
308,high_variant,5yearly,2095,1.108
308,instant_replacement,5yearly,2095,1
308,low_variant,5yearly,2095,0.623
308,medium_variant,5yearly,2095,0.865
308,momentum,5yearly,2095,1
308,no_change,5yearly,2095,1.041
308,zero_migration,5yearly,2095,0.865
