country,variant,freq,year,netreporductionrate
203,estimates,5yearly,1950,1.25
203,estimates,5yearly,1955,1.114
203,estimates,5yearly,1960,1.042
203,estimates,5yearly,1965,0.923
203,estimates,5yearly,1970,1.045
203,estimates,5yearly,1975,1.119
203,estimates,5yearly,1980,0.936
203,estimates,5yearly,1985,0.908
203,estimates,5yearly,1990,0.788
203,estimates,5yearly,1995,0.561
203,estimates,5yearly,2000,0.571
203,estimates,5yearly,2005,0.689
203,estimates,5yearly,2010,0.713
203,constant_fertility,5yearly,2015,0.714
203,constant_mortality,5yearly,2015,0.755
203,high_variant,5yearly,2015,0.876
203,instant_replacement,5yearly,2015,1
203,low_variant,5yearly,2015,0.635
203,medium_variant,5yearly,2015,0.756
203,momentum,5yearly,2015,1
203,no_change,5yearly,2015,0.713
203,zero_migration,5yearly,2015,0.756
203,constant_fertility,5yearly,2020,0.714
203,constant_mortality,5yearly,2020,0.786
203,high_variant,5yearly,2020,0.98
203,instant_replacement,5yearly,2020,1
203,low_variant,5yearly,2020,0.594
203,medium_variant,5yearly,2020,0.787
203,momentum,5yearly,2020,1
203,no_change,5yearly,2020,0.713
203,zero_migration,5yearly,2020,0.787
203,constant_fertility,5yearly,2025,0.715
203,constant_mortality,5yearly,2025,0.81
203,high_variant,5yearly,2025,1.053
203,instant_replacement,5yearly,2025,1
203,low_variant,5yearly,2025,0.57
203,medium_variant,5yearly,2025,0.811
203,momentum,5yearly,2025,1
203,no_change,5yearly,2025,0.713
203,zero_migration,5yearly,2025,0.811
203,constant_fertility,5yearly,2030,0.715
203,constant_mortality,5yearly,2030,0.828
203,high_variant,5yearly,2030,1.071
203,instant_replacement,5yearly,2030,1
203,low_variant,5yearly,2030,0.588
203,medium_variant,5yearly,2030,0.83
203,momentum,5yearly,2030,1
203,no_change,5yearly,2030,0.713
203,zero_migration,5yearly,2030,0.83
203,constant_fertility,5yearly,2035,0.715
203,constant_mortality,5yearly,2035,0.842
203,high_variant,5yearly,2035,1.086
203,instant_replacement,5yearly,2035,1
203,low_variant,5yearly,2035,0.603
203,medium_variant,5yearly,2035,0.844
203,momentum,5yearly,2035,1
203,no_change,5yearly,2035,0.713
203,zero_migration,5yearly,2035,0.844
203,constant_fertility,5yearly,2040,0.715
203,constant_mortality,5yearly,2040,0.853
203,high_variant,5yearly,2040,1.097
203,instant_replacement,5yearly,2040,1
203,low_variant,5yearly,2040,0.614
203,medium_variant,5yearly,2040,0.855
203,momentum,5yearly,2040,1
203,no_change,5yearly,2040,0.713
203,zero_migration,5yearly,2040,0.855
203,constant_fertility,5yearly,2045,0.716
203,constant_mortality,5yearly,2045,0.861
203,high_variant,5yearly,2045,1.106
203,instant_replacement,5yearly,2045,1
203,low_variant,5yearly,2045,0.623
203,medium_variant,5yearly,2045,0.864
203,momentum,5yearly,2045,1
203,no_change,5yearly,2045,0.713
203,zero_migration,5yearly,2045,0.864
203,constant_fertility,5yearly,2050,0.716
203,constant_mortality,5yearly,2050,0.868
203,high_variant,5yearly,2050,1.113
203,instant_replacement,5yearly,2050,1
203,low_variant,5yearly,2050,0.629
203,medium_variant,5yearly,2050,0.871
203,momentum,5yearly,2050,1
203,no_change,5yearly,2050,0.713
203,zero_migration,5yearly,2050,0.871
203,constant_fertility,5yearly,2055,0.716
203,constant_mortality,5yearly,2055,0.873
203,high_variant,5yearly,2055,1.119
203,instant_replacement,5yearly,2055,1
203,low_variant,5yearly,2055,0.635
203,medium_variant,5yearly,2055,0.877
203,momentum,5yearly,2055,1
203,no_change,5yearly,2055,0.713
203,zero_migration,5yearly,2055,0.877
203,constant_fertility,5yearly,2060,0.716
203,constant_mortality,5yearly,2060,0.877
203,high_variant,5yearly,2060,1.123
203,instant_replacement,5yearly,2060,1
203,low_variant,5yearly,2060,0.639
203,medium_variant,5yearly,2060,0.881
203,momentum,5yearly,2060,1
203,no_change,5yearly,2060,0.713
203,zero_migration,5yearly,2060,0.881
203,constant_fertility,5yearly,2065,0.716
203,constant_mortality,5yearly,2065,0.881
203,high_variant,5yearly,2065,1.127
203,instant_replacement,5yearly,2065,1
203,low_variant,5yearly,2065,0.643
203,medium_variant,5yearly,2065,0.885
203,momentum,5yearly,2065,1
203,no_change,5yearly,2065,0.713
203,zero_migration,5yearly,2065,0.885
203,constant_fertility,5yearly,2070,0.716
203,constant_mortality,5yearly,2070,0.884
203,high_variant,5yearly,2070,1.13
203,instant_replacement,5yearly,2070,1
203,low_variant,5yearly,2070,0.646
203,medium_variant,5yearly,2070,0.888
203,momentum,5yearly,2070,1
203,no_change,5yearly,2070,0.713
203,zero_migration,5yearly,2070,0.888
203,constant_fertility,5yearly,2075,0.716
203,constant_mortality,5yearly,2075,0.886
203,high_variant,5yearly,2075,1.133
203,instant_replacement,5yearly,2075,1
203,low_variant,5yearly,2075,0.648
203,medium_variant,5yearly,2075,0.891
203,momentum,5yearly,2075,1
203,no_change,5yearly,2075,0.713
203,zero_migration,5yearly,2075,0.891
203,constant_fertility,5yearly,2080,0.717
203,constant_mortality,5yearly,2080,0.888
203,high_variant,5yearly,2080,1.135
203,instant_replacement,5yearly,2080,1
203,low_variant,5yearly,2080,0.65
203,medium_variant,5yearly,2080,0.892
203,momentum,5yearly,2080,1
203,no_change,5yearly,2080,0.713
203,zero_migration,5yearly,2080,0.892
203,constant_fertility,5yearly,2085,0.717
203,constant_mortality,5yearly,2085,0.889
203,high_variant,5yearly,2085,1.136
203,instant_replacement,5yearly,2085,1
203,low_variant,5yearly,2085,0.651
203,medium_variant,5yearly,2085,0.894
203,momentum,5yearly,2085,1
203,no_change,5yearly,2085,0.713
203,zero_migration,5yearly,2085,0.894
203,constant_fertility,5yearly,2090,0.717
203,constant_mortality,5yearly,2090,0.889
203,high_variant,5yearly,2090,1.136
203,instant_replacement,5yearly,2090,1
203,low_variant,5yearly,2090,0.652
203,medium_variant,5yearly,2090,0.894
203,momentum,5yearly,2090,1
203,no_change,5yearly,2090,0.713
203,zero_migration,5yearly,2090,0.894
203,constant_fertility,5yearly,2095,0.717
203,constant_mortality,5yearly,2095,0.891
203,high_variant,5yearly,2095,1.138
203,instant_replacement,5yearly,2095,1
203,low_variant,5yearly,2095,0.653
203,medium_variant,5yearly,2095,0.895
203,momentum,5yearly,2095,1
203,no_change,5yearly,2095,0.713
203,zero_migration,5yearly,2095,0.895
