country,variant,freq,year,netreporductionrate
458,estimates,5yearly,1950,2.489
458,estimates,5yearly,1955,2.609
458,estimates,5yearly,1960,2.695
458,estimates,5yearly,1965,2.35
458,estimates,5yearly,1970,2.108
458,estimates,5yearly,1975,1.914
458,estimates,5yearly,1980,1.832
458,estimates,5yearly,1985,1.711
458,estimates,5yearly,1990,1.617
458,estimates,5yearly,1995,1.48
458,estimates,5yearly,2000,1.169
458,estimates,5yearly,2005,1.057
458,estimates,5yearly,2010,1.006
458,constant_fertility,5yearly,2015,1.008
458,constant_mortality,5yearly,2015,0.96
458,high_variant,5yearly,2015,1.082
458,instant_replacement,5yearly,2015,1
458,low_variant,5yearly,2015,0.842
458,medium_variant,5yearly,2015,0.962
458,momentum,5yearly,2015,1
458,no_change,5yearly,2015,1.006
458,zero_migration,5yearly,2015,0.962
458,constant_fertility,5yearly,2020,1.009
458,constant_mortality,5yearly,2020,0.921
458,high_variant,5yearly,2020,1.116
458,instant_replacement,5yearly,2020,1
458,low_variant,5yearly,2020,0.732
458,medium_variant,5yearly,2020,0.924
458,momentum,5yearly,2020,1
458,no_change,5yearly,2020,1.006
458,zero_migration,5yearly,2020,0.924
458,constant_fertility,5yearly,2025,1.01
458,constant_mortality,5yearly,2025,0.89
458,high_variant,5yearly,2025,1.134
458,instant_replacement,5yearly,2025,1
458,low_variant,5yearly,2025,0.654
458,medium_variant,5yearly,2025,0.894
458,momentum,5yearly,2025,1
458,no_change,5yearly,2025,1.006
458,zero_migration,5yearly,2025,0.894
458,constant_fertility,5yearly,2030,1.011
458,constant_mortality,5yearly,2030,0.866
458,high_variant,5yearly,2030,1.111
458,instant_replacement,5yearly,2030,1
458,low_variant,5yearly,2030,0.631
458,medium_variant,5yearly,2030,0.871
458,momentum,5yearly,2030,1
458,no_change,5yearly,2030,1.006
458,zero_migration,5yearly,2030,0.871
458,constant_fertility,5yearly,2035,1.011
458,constant_mortality,5yearly,2035,0.85
458,high_variant,5yearly,2035,1.095
458,instant_replacement,5yearly,2035,1
458,low_variant,5yearly,2035,0.615
458,medium_variant,5yearly,2035,0.855
458,momentum,5yearly,2035,1
458,no_change,5yearly,2035,1.006
458,zero_migration,5yearly,2035,0.855
458,constant_fertility,5yearly,2040,1.012
458,constant_mortality,5yearly,2040,0.839
458,high_variant,5yearly,2040,1.084
458,instant_replacement,5yearly,2040,1
458,low_variant,5yearly,2040,0.604
458,medium_variant,5yearly,2040,0.844
458,momentum,5yearly,2040,1
458,no_change,5yearly,2040,1.006
458,zero_migration,5yearly,2040,0.844
458,constant_fertility,5yearly,2045,1.013
458,constant_mortality,5yearly,2045,0.833
458,high_variant,5yearly,2045,1.079
458,instant_replacement,5yearly,2045,1
458,low_variant,5yearly,2045,0.598
458,medium_variant,5yearly,2045,0.839
458,momentum,5yearly,2045,1
458,no_change,5yearly,2045,1.006
458,zero_migration,5yearly,2045,0.839
458,constant_fertility,5yearly,2050,1.013
458,constant_mortality,5yearly,2050,0.83
458,high_variant,5yearly,2050,1.077
458,instant_replacement,5yearly,2050,1
458,low_variant,5yearly,2050,0.596
458,medium_variant,5yearly,2050,0.836
