country,variant,freq,year,netreporductionrate
830,estimates,5yearly,1950,0.951
830,estimates,5yearly,1955,1.038
830,estimates,5yearly,1960,1.2
830,estimates,5yearly,1965,1.111
830,estimates,5yearly,1970,0.876
830,estimates,5yearly,1975,0.719
830,estimates,5yearly,1980,0.682
830,estimates,5yearly,1985,0.689
830,estimates,5yearly,1990,0.695
830,estimates,5yearly,1995,0.667
830,estimates,5yearly,2000,0.675
830,estimates,5yearly,2005,0.679
830,estimates,5yearly,2010,0.697
830,constant_fertility,5yearly,2015,0.698
830,constant_mortality,5yearly,2015,0.711
830,high_variant,5yearly,2015,0.832
830,instant_replacement,5yearly,2015,1
830,low_variant,5yearly,2015,0.592
830,medium_variant,5yearly,2015,0.712
830,momentum,5yearly,2015,1
830,no_change,5yearly,2015,0.697
830,zero_migration,5yearly,2015,0.712
830,constant_fertility,5yearly,2020,0.699
830,constant_mortality,5yearly,2020,0.723
830,high_variant,5yearly,2020,0.917
830,instant_replacement,5yearly,2020,1
830,low_variant,5yearly,2020,0.533
830,medium_variant,5yearly,2020,0.725
830,momentum,5yearly,2020,1
830,no_change,5yearly,2020,0.697
830,zero_migration,5yearly,2020,0.725
830,constant_fertility,5yearly,2025,0.699
830,constant_mortality,5yearly,2025,0.734
830,high_variant,5yearly,2025,0.976
830,instant_replacement,5yearly,2025,1
830,low_variant,5yearly,2025,0.496
830,medium_variant,5yearly,2025,0.736
830,momentum,5yearly,2025,1
830,no_change,5yearly,2025,0.697
830,zero_migration,5yearly,2025,0.736
830,constant_fertility,5yearly,2030,0.7
830,constant_mortality,5yearly,2030,0.744
830,high_variant,5yearly,2030,0.987
830,instant_replacement,5yearly,2030,1
830,low_variant,5yearly,2030,0.506
830,medium_variant,5yearly,2030,0.746
830,momentum,5yearly,2030,1
830,no_change,5yearly,2030,0.697
830,zero_migration,5yearly,2030,0.746
830,constant_fertility,5yearly,2035,0.701
830,constant_mortality,5yearly,2035,0.752
830,high_variant,5yearly,2035,0.996
830,instant_replacement,5yearly,2035,1
830,low_variant,5yearly,2035,0.515
830,medium_variant,5yearly,2035,0.755
830,momentum,5yearly,2035,1
830,no_change,5yearly,2035,0.697
830,zero_migration,5yearly,2035,0.755
830,constant_fertility,5yearly,2040,0.701
830,constant_mortality,5yearly,2040,0.76
830,high_variant,5yearly,2040,1.004
830,instant_replacement,5yearly,2040,1
830,low_variant,5yearly,2040,0.523
830,medium_variant,5yearly,2040,0.764
830,momentum,5yearly,2040,1
830,no_change,5yearly,2040,0.697
830,zero_migration,5yearly,2040,0.764
830,constant_fertility,5yearly,2045,0.702
830,constant_mortality,5yearly,2045,0.767
830,high_variant,5yearly,2045,1.013
830,instant_replacement,5yearly,2045,1
830,low_variant,5yearly,2045,0.531
830,medium_variant,5yearly,2045,0.772
830,momentum,5yearly,2045,1
830,no_change,5yearly,2045,0.697
830,zero_migration,5yearly,2045,0.772
830,constant_fertility,5yearly,2050,0.702
830,constant_mortality,5yearly,2050,0.773
830,high_variant,5yearly,2050,1.02
830,instant_replacement,5yearly,2050,1
830,low_variant,5yearly,2050,0.538
830,medium_variant,5yearly,2050,0.779
830,momentum,5yearly,2050,1
830,no_change,5yearly,2050,0.697
830,zero_migration,5yearly,2050,0.779
830,constant_fertility,5yearly,2055,0.703
830,constant_mortality,5yearly,2055,0.779
830,high_variant,5yearly,2055,1.026
830,instant_replacement,5yearly,2055,1
830,low_variant,5yearly,2055,0.544
830,medium_variant,5yearly,2055,0.785
830,momentum,5yearly,2055,1
830,no_change,5yearly,2055,0.697
830,zero_migration,5yearly,2055,0.785
830,constant_fertility,5yearly,2060,0.703
830,constant_mortality,5yearly,2060,0.784
830,high_variant,5yearly,2060,1.032
830,instant_replacement,5yearly,2060,1
830,low_variant,5yearly,2060,0.549
830,medium_variant,5yearly,2060,0.791
830,momentum,5yearly,2060,1
830,no_change,5yearly,2060,0.697
830,zero_migration,5yearly,2060,0.791
830,constant_fertility,5yearly,2065,0.703
830,constant_mortality,5yearly,2065,0.788
830,high_variant,5yearly,2065,1.037
830,instant_replacement,5yearly,2065,1
830,low_variant,5yearly,2065,0.554
830,medium_variant,5yearly,2065,0.795
830,momentum,5yearly,2065,1
