country,variant,freq,year,netreporductionrate
690,estimates,5yearly,1950,2.087
690,estimates,5yearly,1955,2.118
690,estimates,5yearly,1960,2.405
690,estimates,5yearly,1965,2.592
690,estimates,5yearly,1970,2.433
690,estimates,5yearly,1975,1.977
690,estimates,5yearly,1980,1.647
690,estimates,5yearly,1985,1.39
690,estimates,5yearly,1990,1.221
690,estimates,5yearly,1995,1.036
690,estimates,5yearly,2000,1.048
690,estimates,5yearly,2005,1.097
690,estimates,5yearly,2010,1.136
690,constant_fertility,5yearly,2015,1.138
690,constant_mortality,5yearly,2015,1.077
690,high_variant,5yearly,2015,1.198
690,instant_replacement,5yearly,2015,1
690,low_variant,5yearly,2015,0.959
690,medium_variant,5yearly,2015,1.079
690,momentum,5yearly,2015,1
690,no_change,5yearly,2015,1.136
690,zero_migration,5yearly,2015,1.079
690,constant_fertility,5yearly,2020,1.14
690,constant_mortality,5yearly,2020,1.027
690,high_variant,5yearly,2020,1.222
690,instant_replacement,5yearly,2020,1
690,low_variant,5yearly,2020,0.839
690,medium_variant,5yearly,2020,1.03
690,momentum,5yearly,2020,1
690,no_change,5yearly,2020,1.136
690,zero_migration,5yearly,2020,1.03
690,constant_fertility,5yearly,2025,1.141
690,constant_mortality,5yearly,2025,0.984
690,high_variant,5yearly,2025,1.229
690,instant_replacement,5yearly,2025,1
690,low_variant,5yearly,2025,0.749
690,medium_variant,5yearly,2025,0.989
690,momentum,5yearly,2025,1
690,no_change,5yearly,2025,1.136
690,zero_migration,5yearly,2025,0.989
690,constant_fertility,5yearly,2030,1.142
690,constant_mortality,5yearly,2030,0.952
690,high_variant,5yearly,2030,1.197
690,instant_replacement,5yearly,2030,1
690,low_variant,5yearly,2030,0.717
690,medium_variant,5yearly,2030,0.957
690,momentum,5yearly,2030,1
690,no_change,5yearly,2030,1.136
690,zero_migration,5yearly,2030,0.957
690,constant_fertility,5yearly,2035,1.143
690,constant_mortality,5yearly,2035,0.927
690,high_variant,5yearly,2035,1.173
690,instant_replacement,5yearly,2035,1
690,low_variant,5yearly,2035,0.693
690,medium_variant,5yearly,2035,0.933
690,momentum,5yearly,2035,1
690,no_change,5yearly,2035,1.136
690,zero_migration,5yearly,2035,0.933
690,constant_fertility,5yearly,2040,1.144
690,constant_mortality,5yearly,2040,0.908
690,high_variant,5yearly,2040,1.155
690,instant_replacement,5yearly,2040,1
690,low_variant,5yearly,2040,0.675
690,medium_variant,5yearly,2040,0.915
690,momentum,5yearly,2040,1
690,no_change,5yearly,2040,1.136
690,zero_migration,5yearly,2040,0.915
690,constant_fertility,5yearly,2045,1.145
690,constant_mortality,5yearly,2045,0.895
690,high_variant,5yearly,2045,1.143
690,instant_replacement,5yearly,2045,1
690,low_variant,5yearly,2045,0.662
690,medium_variant,5yearly,2045,0.903
690,momentum,5yearly,2045,1
690,no_change,5yearly,2045,1.136
690,zero_migration,5yearly,2045,0.903
690,constant_fertility,5yearly,2050,1.145
690,constant_mortality,5yearly,2050,0.886
690,high_variant,5yearly,2050,1.134
690,instant_replacement,5yearly,2050,1
690,low_variant,5yearly,2050,0.653
690,medium_variant,5yearly,2050,0.894
690,momentum,5yearly,2050,1
690,no_change,5yearly,2050,1.136
690,zero_migration,5yearly,2050,0.894
690,constant_fertility,5yearly,2055,1.146
690,constant_mortality,5yearly,2055,0.88
690,high_variant,5yearly,2055,1.129
690,instant_replacement,5yearly,2055,1
690,low_variant,5yearly,2055,0.647
690,medium_variant,5yearly,2055,0.888
690,momentum,5yearly,2055,1
690,no_change,5yearly,2055,1.136
690,zero_migration,5yearly,2055,0.888
690,constant_fertility,5yearly,2060,1.147
690,constant_mortality,5yearly,2060,0.876
690,high_variant,5yearly,2060,1.125
690,instant_replacement,5yearly,2060,1
690,low_variant,5yearly,2060,0.644
690,medium_variant,5yearly,2060,0.885
690,momentum,5yearly,2060,1
690,no_change,5yearly,2060,1.136
690,zero_migration,5yearly,2060,0.885
690,constant_fertility,5yearly,2065,1.147
690,constant_mortality,5yearly,2065,0.874
690,high_variant,5yearly,2065,1.124
690,instant_replacement,5yearly,2065,1
690,low_variant,5yearly,2065,0.642
690,medium_variant,5yearly,2065,0.883
690,momentum,5yearly,2065,1
690,no_change,5yearly,2065,1.136
690,zero_migration,5yearly,2065,0.883
690,constant_fertility,5yearly,2070,1.148
690,constant_mortality,5yearly,2070,0.872
690,high_variant,5yearly,2070,1.123
690,instant_replacement,5yearly,2070,1
690,low_variant,5yearly,2070,0.641
690,medium_variant,5yearly,2070,0.882
690,momentum,5yearly,2070,1
690,no_change,5yearly,2070,1.136
690,zero_migration,5yearly,2070,0.882
690,constant_fertility,5yearly,2075,1.148
690,constant_mortality,5yearly,2075,0.871
690,high_variant,5yearly,2075,1.122
690,instant_replacement,5yearly,2075,1
690,low_variant,5yearly,2075,0.64
690,medium_variant,5yearly,2075,0.881
690,momentum,5yearly,2075,1
690,no_change,5yearly,2075,1.136
690,zero_migration,5yearly,2075,0.881
690,constant_fertility,5yearly,2080,1.149
690,constant_mortality,5yearly,2080,0.871
690,high_variant,5yearly,2080,1.123
690,instant_replacement,5yearly,2080,1
690,low_variant,5yearly,2080,0.641
690,medium_variant,5yearly,2080,0.882
690,momentum,5yearly,2080,1
690,no_change,5yearly,2080,1.136
690,zero_migration,5yearly,2080,0.882
690,constant_fertility,5yearly,2085,1.149
690,constant_mortality,5yearly,2085,0.871
690,high_variant,5yearly,2085,1.124
690,instant_replacement,5yearly,2085,1
690,low_variant,5yearly,2085,0.641
690,medium_variant,5yearly,2085,0.882
690,momentum,5yearly,2085,1
690,no_change,5yearly,2085,1.136
690,zero_migration,5yearly,2085,0.882
690,constant_fertility,5yearly,2090,1.149
690,constant_mortality,5yearly,2090,0.872
690,high_variant,5yearly,2090,1.125
690,instant_replacement,5yearly,2090,1
690,low_variant,5yearly,2090,0.642
690,medium_variant,5yearly,2090,0.883
690,momentum,5yearly,2090,1
690,no_change,5yearly,2090,1.136
690,zero_migration,5yearly,2090,0.883
690,constant_fertility,5yearly,2095,1.15
690,constant_mortality,5yearly,2095,0.872
690,high_variant,5yearly,2095,1.125
690,instant_replacement,5yearly,2095,1
690,low_variant,5yearly,2095,0.642
690,medium_variant,5yearly,2095,0.884
690,momentum,5yearly,2095,1
690,no_change,5yearly,2095,1.136
690,zero_migration,5yearly,2095,0.884
