country,variant,freq,year,netreporductionrate
262,estimates,5yearly,1950,1.868
262,estimates,5yearly,1955,1.967
262,estimates,5yearly,1960,2.106
262,estimates,5yearly,1965,2.246
262,estimates,5yearly,1970,2.446
262,estimates,5yearly,1975,2.441
262,estimates,5yearly,1980,2.449
262,estimates,5yearly,1985,2.396
262,estimates,5yearly,1990,2.303
262,estimates,5yearly,1995,1.904
262,estimates,5yearly,2000,1.673
262,estimates,5yearly,2005,1.44
262,estimates,5yearly,2010,1.298
262,constant_fertility,5yearly,2015,1.316
262,constant_mortality,5yearly,2015,1.154
262,high_variant,5yearly,2015,1.277
262,instant_replacement,5yearly,2015,1
262,low_variant,5yearly,2015,1.064
262,medium_variant,5yearly,2015,1.17
262,momentum,5yearly,2015,1
262,no_change,5yearly,2015,1.298
262,zero_migration,5yearly,2015,1.17
262,constant_fertility,5yearly,2020,1.334
262,constant_mortality,5yearly,2020,1.05
262,high_variant,5yearly,2020,1.251
262,instant_replacement,5yearly,2020,1
262,low_variant,5yearly,2020,0.907
262,medium_variant,5yearly,2020,1.079
262,momentum,5yearly,2020,1
262,no_change,5yearly,2020,1.298
262,zero_migration,5yearly,2020,1.079
262,constant_fertility,5yearly,2025,1.35
262,constant_mortality,5yearly,2025,0.974
262,high_variant,5yearly,2025,1.23
262,instant_replacement,5yearly,2025,1
262,low_variant,5yearly,2025,0.795
262,medium_variant,5yearly,2025,1.013
262,momentum,5yearly,2025,1
262,no_change,5yearly,2025,1.298
262,zero_migration,5yearly,2025,1.013
262,constant_fertility,5yearly,2030,1.364
262,constant_mortality,5yearly,2030,0.915
262,high_variant,5yearly,2030,1.182
262,instant_replacement,5yearly,2030,1
262,low_variant,5yearly,2030,0.742
262,medium_variant,5yearly,2030,0.962
262,momentum,5yearly,2030,1
262,no_change,5yearly,2030,1.298
262,zero_migration,5yearly,2030,0.962
262,constant_fertility,5yearly,2035,1.377
262,constant_mortality,5yearly,2035,0.868
262,high_variant,5yearly,2035,1.143
262,instant_replacement,5yearly,2035,1
262,low_variant,5yearly,2035,0.699
262,medium_variant,5yearly,2035,0.921
262,momentum,5yearly,2035,1
262,no_change,5yearly,2035,1.298
262,zero_migration,5yearly,2035,0.921
262,constant_fertility,5yearly,2040,1.39
262,constant_mortality,5yearly,2040,0.831
262,high_variant,5yearly,2040,1.114
262,instant_replacement,5yearly,2040,1
262,low_variant,5yearly,2040,0.665
262,medium_variant,5yearly,2040,0.889
262,momentum,5yearly,2040,1
262,no_change,5yearly,2040,1.298
262,zero_migration,5yearly,2040,0.889
262,constant_fertility,5yearly,2045,1.402
262,constant_mortality,5yearly,2045,0.801
262,high_variant,5yearly,2045,1.091
262,instant_replacement,5yearly,2045,1
262,low_variant,5yearly,2045,0.638
262,medium_variant,5yearly,2045,0.864
262,momentum,5yearly,2045,1
262,no_change,5yearly,2045,1.298
262,zero_migration,5yearly,2045,0.864
262,constant_fertility,5yearly,2050,1.412
262,constant_mortality,5yearly,2050,0.777
262,high_variant,5yearly,2050,1.073
262,instant_replacement,5yearly,2050,1
262,low_variant,5yearly,2050,0.617
262,medium_variant,5yearly,2050,0.845
262,momentum,5yearly,2050,1
262,no_change,5yearly,2050,1.298
262,zero_migration,5yearly,2050,0.845
262,constant_fertility,5yearly,2055,1.421
262,constant_mortality,5yearly,2055,0.761
262,high_variant,5yearly,2055,1.062
262,instant_replacement,5yearly,2055,1
262,low_variant,5yearly,2055,0.603
262,medium_variant,5yearly,2055,0.832
262,momentum,5yearly,2055,1
262,no_change,5yearly,2055,1.298
262,zero_migration,5yearly,2055,0.832
262,constant_fertility,5yearly,2060,1.43
262,constant_mortality,5yearly,2060,0.749
262,high_variant,5yearly,2060,1.056
262,instant_replacement,5yearly,2060,1
262,low_variant,5yearly,2060,0.594
262,medium_variant,5yearly,2060,0.825
262,momentum,5yearly,2060,1
262,no_change,5yearly,2060,1.298
262,zero_migration,5yearly,2060,0.825
262,constant_fertility,5yearly,2065,1.438
262,constant_mortality,5yearly,2065,0.744
262,high_variant,5yearly,2065,1.055
262,instant_replacement,5yearly,2065,1
262,low_variant,5yearly,2065,0.591
262,medium_variant,5yearly,2065,0.823
262,momentum,5yearly,2065,1
262,no_change,5yearly,2065,1.298
262,zero_migration,5yearly,2065,0.823
262,constant_fertility,5yearly,2070,1.445
262,constant_mortality,5yearly,2070,0.74
262,high_variant,5yearly,2070,1.056
262,instant_replacement,5yearly,2070,1
262,low_variant,5yearly,2070,0.589
262,medium_variant,5yearly,2070,0.822
262,momentum,5yearly,2070,1
262,no_change,5yearly,2070,1.298
262,zero_migration,5yearly,2070,0.822
262,constant_fertility,5yearly,2075,1.452
262,constant_mortality,5yearly,2075,0.739
262,high_variant,5yearly,2075,1.06
262,instant_replacement,5yearly,2075,1
262,low_variant,5yearly,2075,0.591
262,medium_variant,5yearly,2075,0.825
262,momentum,5yearly,2075,1
262,no_change,5yearly,2075,1.298
262,zero_migration,5yearly,2075,0.825
262,constant_fertility,5yearly,2080,1.457
262,constant_mortality,5yearly,2080,0.739
262,high_variant,5yearly,2080,1.063
262,instant_replacement,5yearly,2080,1
262,low_variant,5yearly,2080,0.592
262,medium_variant,5yearly,2080,0.828
262,momentum,5yearly,2080,1
262,no_change,5yearly,2080,1.298
262,zero_migration,5yearly,2080,0.828
262,constant_fertility,5yearly,2085,1.462
262,constant_mortality,5yearly,2085,0.74
262,high_variant,5yearly,2085,1.067
262,instant_replacement,5yearly,2085,1
262,low_variant,5yearly,2085,0.595
262,medium_variant,5yearly,2085,0.831
262,momentum,5yearly,2085,1
262,no_change,5yearly,2085,1.298
262,zero_migration,5yearly,2085,0.831
262,constant_fertility,5yearly,2090,1.465
262,constant_mortality,5yearly,2090,0.742
262,high_variant,5yearly,2090,1.072
262,instant_replacement,5yearly,2090,1
262,low_variant,5yearly,2090,0.598
262,medium_variant,5yearly,2090,0.835
262,momentum,5yearly,2090,1
262,no_change,5yearly,2090,1.298
262,zero_migration,5yearly,2090,0.835
262,constant_fertility,5yearly,2095,1.469
262,constant_mortality,5yearly,2095,0.745
262,high_variant,5yearly,2095,1.077
262,instant_replacement,5yearly,2095,1
262,low_variant,5yearly,2095,0.603
262,medium_variant,5yearly,2095,0.84
262,momentum,5yearly,2095,1
262,no_change,5yearly,2095,1.298
262,zero_migration,5yearly,2095,0.84
