country,variant,freq,year,netreporductionrate
850,estimates,5yearly,1950,2.266
850,estimates,5yearly,1955,2.44
850,estimates,5yearly,1960,2.552
850,estimates,5yearly,1965,2.519
850,estimates,5yearly,1970,2.15
850,estimates,5yearly,1975,1.625
850,estimates,5yearly,1980,1.392
850,estimates,5yearly,1985,1.424
850,estimates,5yearly,1990,1.323
850,estimates,5yearly,1995,1.042
850,estimates,5yearly,2000,1.019
850,estimates,5yearly,2005,1.162
850,estimates,5yearly,2010,1.099
850,constant_fertility,5yearly,2015,1.101
850,constant_mortality,5yearly,2015,1.045
850,high_variant,5yearly,2015,1.166
850,instant_replacement,5yearly,2015,1
850,low_variant,5yearly,2015,0.927
850,medium_variant,5yearly,2015,1.046
850,momentum,5yearly,2015,1
850,no_change,5yearly,2015,1.099
850,zero_migration,5yearly,2015,1.046
850,constant_fertility,5yearly,2020,1.102
850,constant_mortality,5yearly,2020,0.998
850,high_variant,5yearly,2020,1.191
850,instant_replacement,5yearly,2020,1
850,low_variant,5yearly,2020,0.808
850,medium_variant,5yearly,2020,1
850,momentum,5yearly,2020,1
850,no_change,5yearly,2020,1.099
850,zero_migration,5yearly,2020,1
850,constant_fertility,5yearly,2025,1.103
850,constant_mortality,5yearly,2025,0.961
850,high_variant,5yearly,2025,1.204
850,instant_replacement,5yearly,2025,1
850,low_variant,5yearly,2025,0.724
850,medium_variant,5yearly,2025,0.964
850,momentum,5yearly,2025,1
850,no_change,5yearly,2025,1.099
850,zero_migration,5yearly,2025,0.964
850,constant_fertility,5yearly,2030,1.104
850,constant_mortality,5yearly,2030,0.933
850,high_variant,5yearly,2030,1.177
850,instant_replacement,5yearly,2030,1
850,low_variant,5yearly,2030,0.697
850,medium_variant,5yearly,2030,0.937
850,momentum,5yearly,2030,1
850,no_change,5yearly,2030,1.099
850,zero_migration,5yearly,2030,0.937
850,constant_fertility,5yearly,2035,1.105
850,constant_mortality,5yearly,2035,0.912
850,high_variant,5yearly,2035,1.157
850,instant_replacement,5yearly,2035,1
850,low_variant,5yearly,2035,0.676
850,medium_variant,5yearly,2035,0.916
850,momentum,5yearly,2035,1
850,no_change,5yearly,2035,1.099
850,zero_migration,5yearly,2035,0.916
850,constant_fertility,5yearly,2040,1.106
850,constant_mortality,5yearly,2040,0.897
850,high_variant,5yearly,2040,1.143
850,instant_replacement,5yearly,2040,1
850,low_variant,5yearly,2040,0.662
850,medium_variant,5yearly,2040,0.902
850,momentum,5yearly,2040,1
850,no_change,5yearly,2040,1.099
850,zero_migration,5yearly,2040,0.902
850,constant_fertility,5yearly,2045,1.107
850,constant_mortality,5yearly,2045,0.886
850,high_variant,5yearly,2045,1.132
850,instant_replacement,5yearly,2045,1
850,low_variant,5yearly,2045,0.652
850,medium_variant,5yearly,2045,0.892
850,momentum,5yearly,2045,1
850,no_change,5yearly,2045,1.099
850,zero_migration,5yearly,2045,0.892
850,constant_fertility,5yearly,2050,1.107
850,constant_mortality,5yearly,2050,0.879
850,high_variant,5yearly,2050,1.126
850,instant_replacement,5yearly,2050,1
850,low_variant,5yearly,2050,0.645
850,medium_variant,5yearly,2050,0.886
850,momentum,5yearly,2050,1
850,no_change,5yearly,2050,1.099
850,zero_migration,5yearly,2050,0.886
850,constant_fertility,5yearly,2055,1.108
850,constant_mortality,5yearly,2055,0.874
850,high_variant,5yearly,2055,1.122
850,instant_replacement,5yearly,2055,1
850,low_variant,5yearly,2055,0.641
850,medium_variant,5yearly,2055,0.881
850,momentum,5yearly,2055,1
850,no_change,5yearly,2055,1.099
850,zero_migration,5yearly,2055,0.881
850,constant_fertility,5yearly,2060,1.109
850,constant_mortality,5yearly,2060,0.871
850,high_variant,5yearly,2060,1.12
850,instant_replacement,5yearly,2060,1
850,low_variant,5yearly,2060,0.638
850,medium_variant,5yearly,2060,0.879
850,momentum,5yearly,2060,1
850,no_change,5yearly,2060,1.099
850,zero_migration,5yearly,2060,0.879
850,constant_fertility,5yearly,2065,1.109
850,constant_mortality,5yearly,2065,0.869
850,high_variant,5yearly,2065,1.119
850,instant_replacement,5yearly,2065,1
850,low_variant,5yearly,2065,0.637
850,medium_variant,5yearly,2065,0.878
850,momentum,5yearly,2065,1
850,no_change,5yearly,2065,1.099
850,zero_migration,5yearly,2065,0.878
850,constant_fertility,5yearly,2070,1.11
850,constant_mortality,5yearly,2070,0.869
850,high_variant,5yearly,2070,1.119
850,instant_replacement,5yearly,2070,1
850,low_variant,5yearly,2070,0.637
850,medium_variant,5yearly,2070,0.878
850,momentum,5yearly,2070,1
850,no_change,5yearly,2070,1.099
850,zero_migration,5yearly,2070,0.878
850,constant_fertility,5yearly,2075,1.11
850,constant_mortality,5yearly,2075,0.869
850,high_variant,5yearly,2075,1.12
850,instant_replacement,5yearly,2075,1
850,low_variant,5yearly,2075,0.637
850,medium_variant,5yearly,2075,0.878
850,momentum,5yearly,2075,1
850,no_change,5yearly,2075,1.099
850,zero_migration,5yearly,2075,0.878
850,constant_fertility,5yearly,2080,1.111
850,constant_mortality,5yearly,2080,0.869
850,high_variant,5yearly,2080,1.12
850,instant_replacement,5yearly,2080,1
850,low_variant,5yearly,2080,0.637
850,medium_variant,5yearly,2080,0.879
850,momentum,5yearly,2080,1
850,no_change,5yearly,2080,1.099
850,zero_migration,5yearly,2080,0.879
850,constant_fertility,5yearly,2085,1.111
850,constant_mortality,5yearly,2085,0.869
850,high_variant,5yearly,2085,1.121
850,instant_replacement,5yearly,2085,1
850,low_variant,5yearly,2085,0.638
850,medium_variant,5yearly,2085,0.879
850,momentum,5yearly,2085,1
850,no_change,5yearly,2085,1.099
