variant,global,year,gender,childdependencyratio2569
estimates,900,1950,male,128.067
estimates,900,1951,male,129.141
estimates,900,1952,male,130.052
estimates,900,1953,male,130.678
estimates,900,1954,male,131.003
estimates,900,1955,male,131.135
estimates,900,1956,male,132.261
estimates,900,1957,male,132.948
estimates,900,1958,male,133.439
estimates,900,1959,male,133.92
estimates,900,1960,male,134.463
estimates,900,1961,male,135.076
estimates,900,1962,male,135.914
estimates,900,1963,male,136.862
estimates,900,1964,male,137.791
estimates,900,1965,male,138.69
estimates,900,1966,male,140.442
estimates,900,1967,male,141.976
estimates,900,1968,male,143.29
estimates,900,1969,male,144.383
estimates,900,1970,male,145.217
estimates,900,1971,male,146.155
estimates,900,1972,male,146.708
estimates,900,1973,male,146.843
estimates,900,1974,male,146.473
estimates,900,1975,male,145.586
estimates,900,1976,male,144.812
estimates,900,1977,male,143.494
estimates,900,1978,male,141.821
estimates,900,1979,male,140.07
estimates,900,1980,male,138.41
estimates,900,1981,male,136.996
estimates,900,1982,male,135.733
estimates,900,1983,male,134.519
estimates,900,1984,male,133.195
estimates,900,1985,male,131.712
estimates,900,1986,male,130.67
estimates,900,1987,male,129.433
estimates,900,1988,male,128.039
estimates,900,1989,male,126.503
estimates,900,1990,male,124.814
estimates,900,1991,male,123.448
estimates,900,1992,male,121.72
estimates,900,1993,male,119.791
estimates,900,1994,male,117.854
estimates,900,1995,male,116.005
estimates,900,1996,male,114.09
estimates,900,1997,male,112.364
estimates,900,1998,male,110.757
estimates,900,1999,male,109.179
estimates,900,2000,male,107.617
estimates,900,2001,male,106.424
estimates,900,2002,male,105.247
estimates,900,2003,male,104.045
estimates,900,2004,male,102.782
estimates,900,2005,male,101.44
estimates,900,2006,male,100.241
estimates,900,2007,male,98.928
estimates,900,2008,male,97.542
estimates,900,2009,male,96.102
estimates,900,2010,male,94.63
estimates,900,2011,male,93.27
estimates,900,2012,male,91.836
estimates,900,2013,male,90.405
estimates,900,2014,male,89.076
estimates,900,2015,male,87.901
medium_variant,900,2015,male,87.901
medium_variant,900,2016,male,86.984
medium_variant,900,2017,male,86.176
medium_variant,900,2018,male,85.452
medium_variant,900,2019,male,84.777
medium_variant,900,2020,male,84.133
medium_variant,900,2021,male,83.637
medium_variant,900,2022,male,83.175
medium_variant,900,2023,male,82.731
medium_variant,900,2024,male,82.29
medium_variant,900,2025,male,81.843
medium_variant,900,2026,male,81.52
medium_variant,900,2027,male,81.175
medium_variant,900,2028,male,80.802
medium_variant,900,2029,male,80.396
medium_variant,900,2030,male,79.959
medium_variant,900,2031,male,79.614
medium_variant,900,2032,male,79.222
medium_variant,900,2033,male,78.787
medium_variant,900,2034,male,78.317
medium_variant,900,2035,male,77.817
medium_variant,900,2036,male,77.403
medium_variant,900,2037,male,76.951
medium_variant,900,2038,male,76.471
medium_variant,900,2039,male,75.966
medium_variant,900,2040,male,75.446
medium_variant,900,2041,male,75.017
medium_variant,900,2042,male,74.566
medium_variant,900,2043,male,74.109
medium_variant,900,2044,male,73.664
medium_variant,900,2045,male,73.244
medium_variant,900,2046,male,72.943
medium_variant,900,2047,male,72.65
medium_variant,900,2048,male,72.371
medium_variant,900,2049,male,72.116
medium_variant,900,2050,male,71.89
medium_variant,900,2051,male,71.779
medium_variant,900,2052,male,71.682
medium_variant,900,2053,male,71.584
medium_variant,900,2054,male,71.464
medium_variant,900,2055,male,71.308
medium_variant,900,2056,male,71.204
medium_variant,900,2057,male,71.057
medium_variant,900,2058,male,70.869
medium_variant,900,2059,male,70.648
medium_variant,900,2060,male,70.399
medium_variant,900,2061,male,70.203
medium_variant,900,2062,male,69.969
medium_variant,900,2063,male,69.706
medium_variant,900,2064,male,69.422
medium_variant,900,2065,male,69.125
medium_variant,900,2066,male,68.9
medium_variant,900,2067,male,68.652
medium_variant,900,2068,male,68.389
medium_variant,900,2069,male,68.119
medium_variant,900,2070,male,67.849
medium_variant,900,2071,male,67.655
medium_variant,900,2072,male,67.451
medium_variant,900,2073,male,67.241
medium_variant,900,2074,male,67.029
medium_variant,900,2075,male,66.818
medium_variant,900,2076,male,66.679
medium_variant,900,2077,male,66.531
medium_variant,900,2078,male,66.376
medium_variant,900,2079,male,66.213
medium_variant,900,2080,male,66.043
medium_variant,900,2081,male,65.934
medium_variant,900,2082,male,65.809
medium_variant,900,2083,male,65.669
medium_variant,900,2084,male,65.514
medium_variant,900,2085,male,65.347
medium_variant,900,2086,male,65.23
medium_variant,900,2087,male,65.091
medium_variant,900,2088,male,64.933
medium_variant,900,2089,male,64.759
medium_variant,900,2090,male,64.573
medium_variant,900,2091,male,64.432
medium_variant,900,2092,male,64.271
medium_variant,900,2093,male,64.092
medium_variant,900,2094,male,63.9
medium_variant,900,2095,male,63.697
medium_variant,900,2096,male,63.54
medium_variant,900,2097,male,63.366
medium_variant,900,2098,male,63.178
medium_variant,900,2099,male,62.981
medium_variant,900,2100,male,62.779
estimates,900,1950,female,119.345
estimates,900,1951,female,120.381
estimates,900,1952,female,121.3
estimates,900,1953,female,122.035
estimates,900,1954,female,122.545
estimates,900,1955,female,122.883
estimates,900,1956,female,123.955
estimates,900,1957,female,124.688
estimates,900,1958,female,125.288
estimates,900,1959,female,125.906
estimates,900,1960,female,126.592
estimates,900,1961,female,127.344
estimates,900,1962,female,128.288
estimates,900,1963,female,129.336
estimates,900,1964,female,130.401
estimates,900,1965,female,131.487
estimates,900,1966,female,133.356
estimates,900,1967,female,135.088
estimates,900,1968,female,136.663
estimates,900,1969,female,138.031
estimates,900,1970,female,139.113
estimates,900,1971,female,140.155
estimates,900,1972,female,140.794
estimates,900,1973,female,141.031
estimates,900,1974,female,140.834
estimates,900,1975,female,140.203
estimates,900,1976,female,139.503
estimates,900,1977,female,138.349
estimates,900,1978,female,136.892
estimates,900,1979,female,135.347
estimates,900,1980,female,133.854
estimates,900,1981,female,132.573
estimates,900,1982,female,131.396
estimates,900,1983,female,130.249
estimates,900,1984,female,129.02
estimates,900,1985,female,127.67
estimates,900,1986,female,126.707
estimates,900,1987,female,125.579
estimates,900,1988,female,124.305
estimates,900,1989,female,122.866
estimates,900,1990,female,121.237
estimates,900,1991,female,119.839
estimates,900,1992,female,118.051
estimates,900,1993,female,116.051
estimates,900,1994,female,114.052
estimates,900,1995,female,112.162
estimates,900,1996,female,110.157
estimates,900,1997,female,108.37
estimates,900,1998,female,106.718
estimates,900,1999,female,105.092
estimates,900,2000,female,103.471
estimates,900,2001,female,102.26
estimates,900,2002,female,101.042
estimates,900,2003,female,99.791
estimates,900,2004,female,98.49
estimates,900,2005,female,97.129
estimates,900,2006,female,95.86
estimates,900,2007,female,94.502
estimates,900,2008,female,93.086
estimates,900,2009,female,91.628
estimates,900,2010,female,90.149
estimates,900,2011,female,88.76
estimates,900,2012,female,87.318
estimates,900,2013,female,85.901
estimates,900,2014,female,84.606
estimates,900,2015,female,83.487
medium_variant,900,2015,female,83.487
medium_variant,900,2016,female,82.6
medium_variant,900,2017,female,81.852
medium_variant,900,2018,female,81.214
medium_variant,900,2019,female,80.641
medium_variant,900,2020,female,80.109
medium_variant,900,2021,female,79.682
medium_variant,900,2022,female,79.297
medium_variant,900,2023,female,78.941
medium_variant,900,2024,female,78.601
medium_variant,900,2025,female,78.271
medium_variant,900,2026,female,78.034
medium_variant,900,2027,female,77.788
medium_variant,900,2028,female,77.526
medium_variant,900,2029,female,77.244
medium_variant,900,2030,female,76.94
medium_variant,900,2031,female,76.698
medium_variant,900,2032,female,76.417
medium_variant,900,2033,female,76.1
medium_variant,900,2034,female,75.755
medium_variant,900,2035,female,75.387
medium_variant,900,2036,female,75.072
medium_variant,900,2037,female,74.726
medium_variant,900,2038,female,74.355
medium_variant,900,2039,female,73.965
medium_variant,900,2040,female,73.565
medium_variant,900,2041,female,73.229
medium_variant,900,2042,female,72.874
medium_variant,900,2043,female,72.516
medium_variant,900,2044,female,72.173
medium_variant,900,2045,female,71.857
medium_variant,900,2046,female,71.636
medium_variant,900,2047,female,71.424
medium_variant,900,2048,female,71.229
medium_variant,900,2049,female,71.058
medium_variant,900,2050,female,70.916
medium_variant,900,2051,female,70.858
medium_variant,900,2052,female,70.816
medium_variant,900,2053,female,70.775
medium_variant,900,2054,female,70.709
medium_variant,900,2055,female,70.604
medium_variant,900,2056,female,70.52
medium_variant,900,2057,female,70.389
medium_variant,900,2058,female,70.216
medium_variant,900,2059,female,70.011
medium_variant,900,2060,female,69.778
medium_variant,900,2061,female,69.574
medium_variant,900,2062,female,69.334
medium_variant,900,2063,female,69.065
medium_variant,900,2064,female,68.779
medium_variant,900,2065,female,68.482
medium_variant,900,2066,female,68.231
medium_variant,900,2067,female,67.962
medium_variant,900,2068,female,67.683
medium_variant,900,2069,female,67.401
medium_variant,900,2070,female,67.123
medium_variant,900,2071,female,66.901
medium_variant,900,2072,female,66.674
medium_variant,900,2073,female,66.447
medium_variant,900,2074,female,66.223
medium_variant,900,2075,female,66.003
medium_variant,900,2076,female,65.836
medium_variant,900,2077,female,65.665
medium_variant,900,2078,female,65.491
medium_variant,900,2079,female,65.315
medium_variant,900,2080,female,65.138
medium_variant,900,2081,female,65.002
medium_variant,900,2082,female,64.857
medium_variant,900,2083,female,64.702
medium_variant,900,2084,female,64.539
medium_variant,900,2085,female,64.369
medium_variant,900,2086,female,64.232
medium_variant,900,2087,female,64.08
medium_variant,900,2088,female,63.915
medium_variant,900,2089,female,63.74
medium_variant,900,2090,female,63.557
medium_variant,900,2091,female,63.404
medium_variant,900,2092,female,63.237
medium_variant,900,2093,female,63.058
medium_variant,900,2094,female,62.87
medium_variant,900,2095,female,62.676
medium_variant,900,2096,female,62.512
medium_variant,900,2097,female,62.337
medium_variant,900,2098,female,62.153
medium_variant,900,2099,female,61.965
medium_variant,900,2100,female,61.775
