variant,global,year,gender,oldagedependencyratio2564
medium_variant,900,2030,female,16.136
medium_variant,900,2031,female,16.54
medium_variant,900,2032,female,16.946
medium_variant,900,2033,female,17.357
medium_variant,900,2034,female,17.778
medium_variant,900,2035,female,18.214
medium_variant,900,2036,female,18.652
medium_variant,900,2037,female,19.083
medium_variant,900,2038,female,19.51
medium_variant,900,2039,female,19.93
medium_variant,900,2040,female,20.346
medium_variant,900,2041,female,20.747
medium_variant,900,2042,female,21.126
medium_variant,900,2043,female,21.483
medium_variant,900,2044,female,21.816
medium_variant,900,2045,female,22.131
medium_variant,900,2046,female,22.42
medium_variant,900,2047,female,22.669
medium_variant,900,2048,female,22.9
medium_variant,900,2049,female,23.142
medium_variant,900,2050,female,23.42
medium_variant,900,2051,female,23.714
medium_variant,900,2052,female,24.007
medium_variant,900,2053,female,24.317
medium_variant,900,2054,female,24.664
medium_variant,900,2055,female,25.063
medium_variant,900,2056,female,25.492
medium_variant,900,2057,female,25.939
medium_variant,900,2058,female,26.39
medium_variant,900,2059,female,26.817
medium_variant,900,2060,female,27.211
medium_variant,900,2061,female,27.549
medium_variant,900,2062,female,27.824
medium_variant,900,2063,female,28.053
medium_variant,900,2064,female,28.259
medium_variant,900,2065,female,28.458
medium_variant,900,2066,female,28.612
medium_variant,900,2067,female,28.724
medium_variant,900,2068,female,28.816
medium_variant,900,2069,female,28.91
medium_variant,900,2070,female,29.03
medium_variant,900,2071,female,29.124
medium_variant,900,2072,female,29.207
medium_variant,900,2073,female,29.301
medium_variant,900,2074,female,29.422
medium_variant,900,2075,female,29.582
medium_variant,900,2076,female,29.731
medium_variant,900,2077,female,29.886
medium_variant,900,2078,female,30.056
medium_variant,900,2079,female,30.252
medium_variant,900,2080,female,30.486
medium_variant,900,2081,female,30.714
medium_variant,900,2082,female,30.939
medium_variant,900,2083,female,31.169
medium_variant,900,2084,female,31.417
medium_variant,900,2085,female,31.699
medium_variant,900,2086,female,31.946
medium_variant,900,2087,female,32.179
medium_variant,900,2088,female,32.418
medium_variant,900,2089,female,32.679
medium_variant,900,2090,female,32.973
medium_variant,900,2091,female,33.202
medium_variant,900,2092,female,33.421
medium_variant,900,2093,female,33.645
medium_variant,900,2094,female,33.889
medium_variant,900,2095,female,34.167
medium_variant,900,2096,female,34.368
medium_variant,900,2097,female,34.564
medium_variant,900,2098,female,34.771
medium_variant,900,2099,female,35.002
medium_variant,900,2100,female,35.267
