variant,global,year,gender,oldagedependencyratio2564
estimates,900,1950,male,5.67
estimates,900,1951,male,5.752
estimates,900,1952,male,5.786
estimates,900,1953,male,5.77
estimates,900,1954,male,5.708
estimates,900,1955,male,5.606
estimates,900,1956,male,5.699
estimates,900,1957,male,5.745
estimates,900,1958,male,5.743
estimates,900,1959,male,5.691
estimates,900,1960,male,5.591
estimates,900,1961,male,5.682
estimates,900,1962,male,5.73
estimates,900,1963,male,5.736
estimates,900,1964,male,5.708
estimates,900,1965,male,5.649
estimates,900,1966,male,5.78
estimates,900,1967,male,5.88
estimates,900,1968,male,5.951
estimates,900,1969,male,5.996
estimates,900,1970,male,6.018
estimates,900,1971,male,6.174
estimates,900,1972,male,6.296
estimates,900,1973,male,6.381
estimates,900,1974,male,6.429
estimates,900,1975,male,6.442
estimates,900,1976,male,6.579
estimates,900,1977,male,6.67
estimates,900,1978,male,6.723
estimates,900,1979,male,6.751
estimates,900,1980,male,6.764
estimates,900,1981,male,6.887
estimates,900,1982,male,6.985
estimates,900,1983,male,7.046
estimates,900,1984,male,7.056
estimates,900,1985,male,7.011
estimates,900,1986,male,7.06
estimates,900,1987,male,7.059
estimates,900,1988,male,7.025
estimates,900,1989,male,6.978
estimates,900,1990,male,6.931
estimates,900,1991,male,7.004
estimates,900,1992,male,7.057
estimates,900,1993,male,7.096
estimates,900,1994,male,7.125
estimates,900,1995,male,7.149
estimates,900,1996,male,7.284
estimates,900,1997,male,7.4
estimates,900,1998,male,7.494
estimates,900,1999,male,7.564
estimates,900,2000,male,7.61
estimates,900,2001,male,7.755
estimates,900,2002,male,7.87
estimates,900,2003,male,7.962
estimates,900,2004,male,8.037
estimates,900,2005,male,8.099
estimates,900,2006,male,8.252
estimates,900,2007,male,8.385
estimates,900,2008,male,8.49
estimates,900,2009,male,8.557
estimates,900,2010,male,8.585
estimates,900,2011,male,8.671
estimates,900,2012,male,8.718
estimates,900,2013,male,8.747
estimates,900,2014,male,8.779
estimates,900,2015,male,8.827
medium_variant,900,2015,male,8.827
medium_variant,900,2016,male,8.97
medium_variant,900,2017,male,9.112
medium_variant,900,2018,male,9.263
medium_variant,900,2019,male,9.436
medium_variant,900,2020,male,9.638
medium_variant,900,2021,male,9.946
medium_variant,900,2022,male,10.268
medium_variant,900,2023,male,10.59
medium_variant,900,2024,male,10.892
medium_variant,900,2025,male,11.168
medium_variant,900,2026,male,11.491
medium_variant,900,2027,male,11.778
medium_variant,900,2028,male,12.046
medium_variant,900,2029,male,12.312
medium_variant,900,2030,male,12.589
medium_variant,900,2031,male,12.939
medium_variant,900,2032,male,13.279
medium_variant,900,2033,male,13.611
medium_variant,900,2034,male,13.936
medium_variant,900,2035,male,14.259
medium_variant,900,2036,male,14.641
medium_variant,900,2037,male,15.002
medium_variant,900,2038,male,15.344
medium_variant,900,2039,male,15.668
medium_variant,900,2040,male,15.975
medium_variant,900,2041,male,16.33
medium_variant,900,2042,male,16.655
medium_variant,900,2043,male,16.948
medium_variant,900,2044,male,17.202
medium_variant,900,2045,male,17.42
medium_variant,900,2046,male,17.674
medium_variant,900,2047,male,17.878
medium_variant,900,2048,male,18.052
medium_variant,900,2049,male,18.221
medium_variant,900,2050,male,18.403
medium_variant,900,2051,male,18.665
medium_variant,900,2052,male,18.911
medium_variant,900,2053,male,19.158
medium_variant,900,2054,male,19.425
medium_variant,900,2055,male,19.727
medium_variant,900,2056,male,20.128
medium_variant,900,2057,male,20.537
medium_variant,900,2058,male,20.939
medium_variant,900,2059,male,21.309
medium_variant,900,2060,male,21.637
medium_variant,900,2061,male,21.993
medium_variant,900,2062,male,22.286
medium_variant,900,2063,male,22.529
medium_variant,900,2064,male,22.735
medium_variant,900,2065,male,22.918
medium_variant,900,2066,male,23.132
medium_variant,900,2067,male,23.294
medium_variant,900,2068,male,23.422
medium_variant,900,2069,male,23.536
medium_variant,900,2070,male,23.654
medium_variant,900,2071,male,23.819
medium_variant,900,2072,male,23.96
medium_variant,900,2073,male,24.092
medium_variant,900,2074,male,24.229
medium_variant,900,2075,male,24.381
medium_variant,900,2076,male,24.588
medium_variant,900,2077,male,24.783
medium_variant,900,2078,male,24.973
medium_variant,900,2079,male,25.168
medium_variant,900,2080,male,25.377
medium_variant,900,2081,male,25.645
medium_variant,900,2082,male,25.894
medium_variant,900,2083,male,26.13
medium_variant,900,2084,male,26.361
medium_variant,900,2085,male,26.597
medium_variant,900,2086,male,26.871
medium_variant,900,2087,male,27.114
medium_variant,900,2088,male,27.34
medium_variant,900,2089,male,27.563
medium_variant,900,2090,male,27.792
medium_variant,900,2091,male,28.035
medium_variant,900,2092,male,28.248
medium_variant,900,2093,male,28.445
medium_variant,900,2094,male,28.64
medium_variant,900,2095,male,28.843
medium_variant,900,2096,male,29.051
medium_variant,900,2097,male,29.236
medium_variant,900,2098,male,29.41
medium_variant,900,2099,male,29.585
medium_variant,900,2100,male,29.772
estimates,900,1950,female,7.31
estimates,900,1951,female,7.428
estimates,900,1952,female,7.51
estimates,900,1953,female,7.554
estimates,900,1954,female,7.562
estimates,900,1955,female,7.539
estimates,900,1956,female,7.672
estimates,900,1957,female,7.765
estimates,900,1958,female,7.817
estimates,900,1959,female,7.829
estimates,900,1960,female,7.803
estimates,900,1961,female,7.941
estimates,900,1962,female,8.039
estimates,900,1963,female,8.104
estimates,900,1964,female,8.146
estimates,900,1965,female,8.172
estimates,900,1966,female,8.352
estimates,900,1967,female,8.511
estimates,900,1968,female,8.651
estimates,900,1969,female,8.774
estimates,900,1970,female,8.882
estimates,900,1971,female,9.084
estimates,900,1972,female,9.254
estimates,900,1973,female,9.393
estimates,900,1974,female,9.502
estimates,900,1975,female,9.588
estimates,900,1976,female,9.757
estimates,900,1977,female,9.886
estimates,900,1978,female,9.984
estimates,900,1979,female,10.065
estimates,900,1980,female,10.14
estimates,900,1981,female,10.291
estimates,900,1982,female,10.423
estimates,900,1983,female,10.523
estimates,900,1984,female,10.567
estimates,900,1985,female,10.548
estimates,900,1986,female,10.561
estimates,900,1987,female,10.51
estimates,900,1988,female,10.424
estimates,900,1989,female,10.342
estimates,900,1990,female,10.285
estimates,900,1991,female,10.326
estimates,900,1992,female,10.367
estimates,900,1993,female,10.405
estimates,900,1994,female,10.436
estimates,900,1995,female,10.461
estimates,900,1996,female,10.555
estimates,900,1997,female,10.634
estimates,900,1998,female,10.698
estimates,900,1999,female,10.748
estimates,900,2000,female,10.788
estimates,900,2001,female,10.888
estimates,900,2002,female,10.963
estimates,900,2003,female,11.021
estimates,900,2004,female,11.072
estimates,900,2005,female,11.123
estimates,900,2006,female,11.244
estimates,900,2007,female,11.355
estimates,900,2008,female,11.448
estimates,900,2009,female,11.508
estimates,900,2010,female,11.534
estimates,900,2011,female,11.578
estimates,900,2012,female,11.586
estimates,900,2013,female,11.583
estimates,900,2014,female,11.602
estimates,900,2015,female,11.658
medium_variant,900,2015,female,11.658
medium_variant,900,2016,female,11.783
medium_variant,900,2017,female,11.926
medium_variant,900,2018,female,12.094
medium_variant,900,2019,female,12.3
medium_variant,900,2020,female,12.552
medium_variant,900,2021,female,12.882
medium_variant,900,2022,female,13.241
medium_variant,900,2023,female,13.617
medium_variant,900,2024,female,13.99
medium_variant,900,2025,female,14.351
medium_variant,900,2026,female,14.722
medium_variant,900,2027,female,15.069
medium_variant,900,2028,female,15.407
medium_variant,900,2029,female,15.758
