continent,year,variant,gender,freq,age1yearinterval,survivorage
903,1950,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,5yearly,0,100000
903,1950,estimates,male,5yearly,0,100000
903,1950,estimates,female,5yearly,1,82310.9875524759
903,1950,estimates,male,5yearly,1,80060.8789013131
903,1950,estimates,female,5yearly,5,69846.6714413376
903,1950,estimates,male,5yearly,5,67866.4860216219
903,1950,estimates,female,5yearly,10,65927.9109171502
903,1950,estimates,male,5yearly,10,64056.3162026821
903,1950,estimates,female,5yearly,15,64220.9720930316
903,1950,estimates,male,5yearly,15,62438.6662252772
903,1950,estimates,female,5yearly,20,62121.4823488143
903,1950,estimates,male,5yearly,20,60291.5397872557
903,1950,estimates,female,5yearly,25,59623.866776025
903,1950,estimates,male,5yearly,25,57516.5741181012
903,1950,estimates,female,5yearly,30,56921.1377965073
903,1950,estimates,male,5yearly,30,54604.333741748
903,1950,estimates,female,5yearly,35,54055.3455191898
903,1950,estimates,male,5yearly,35,51708.7018608715
903,1950,estimates,female,5yearly,40,51055.2216423927
903,1950,estimates,male,5yearly,40,48598.3703017491
903,1950,estimates,female,5yearly,45,48028.3693107884
903,1950,estimates,male,5yearly,45,45141.7580670802
903,1950,estimates,female,5yearly,50,44866.8779775699
903,1950,estimates,male,5yearly,50,41253.2710349863
903,1950,estimates,female,5yearly,55,41187.6347452168
903,1950,estimates,male,5yearly,55,36784.6773049415
903,1950,estimates,female,5yearly,60,36515.7892210095
903,1950,estimates,male,5yearly,60,31531.3109691795
903,1950,estimates,female,5yearly,65,30425.7356411687
903,1950,estimates,male,5yearly,65,25319.930642257
903,1950,estimates,female,5yearly,70,22864.9313873384
903,1950,estimates,male,5yearly,70,18237.0425055026
903,1950,estimates,female,5yearly,75,14592.4611434811
903,1950,estimates,male,5yearly,75,10977.3654893907
903,1950,estimates,female,5yearly,80,7279.65548571542
903,1950,estimates,male,5yearly,80,5053.57130835217
903,1950,estimates,female,5yearly,85,2559.03958569796
903,1950,estimates,male,5yearly,85,1601.93211143768
903,1950,estimates,female,5yearly,90,565.668851788257
903,1950,estimates,male,5yearly,90,313.33551190458
903,1950,estimates,female,5yearly,95,71.3178600350201
903,1950,estimates,male,5yearly,95,34.6841960021519
903,1950,estimates,female,5yearly,100plus,4.88704505698395
903,1950,estimates,male,5yearly,100plus,2.1019269596118
903,1955,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,female,5yearly,0,100000
903,1955,estimates,male,5yearly,0,100000
903,1955,estimates,female,5yearly,1,83933.3662140207
903,1955,estimates,male,5yearly,1,81830.8335668782
903,1955,estimates,female,5yearly,5,72564.2365917647
903,1955,estimates,male,5yearly,5,70659.106526916
903,1955,estimates,female,5yearly,10,68983.793468708
903,1955,estimates,male,5yearly,10,67146.7353196982
903,1955,estimates,female,5yearly,15,67341.2483479392
903,1955,estimates,male,5yearly,15,65587.0796803071
903,1955,estimates,female,5yearly,20,65298.4774891061
903,1955,estimates,male,5yearly,20,63481.0881908118
903,1955,estimates,female,5yearly,25,62861.7211065144
903,1955,estimates,male,5yearly,25,60763.3503848851
903,1955,estimates,female,5yearly,30,60238.249855282
903,1955,estimates,male,5yearly,30,57929.2720827184
903,1955,estimates,female,5yearly,35,57453.2697230612
