continent,year,variant,gender,freq,age1yearinterval,survivorage
908,1950,estimates,female,5yearly,0,100000
908,1950,estimates,male,5yearly,0,100000
908,1950,estimates,female,5yearly,1,93491.246609977
908,1950,estimates,male,5yearly,1,92198.694786068
908,1950,estimates,female,5yearly,5,91369.7018978931
908,1950,estimates,male,5yearly,5,89966.3249354336
908,1950,estimates,female,5yearly,10,90916.8070141553
908,1950,estimates,male,5yearly,10,89413.8751621482
908,1950,estimates,female,5yearly,15,90611.8264654945
908,1950,estimates,male,5yearly,15,89000.4787504608
908,1950,estimates,female,5yearly,20,90103.7287589149
908,1950,estimates,male,5yearly,20,88269.7567435166
908,1950,estimates,female,5yearly,25,89418.3512131979
908,1950,estimates,male,5yearly,25,87217.384349651
908,1950,estimates,female,5yearly,30,88623.0231084671
908,1950,estimates,male,5yearly,30,86042.4998651479
908,1950,estimates,female,5yearly,35,87727.1542639868
908,1950,estimates,male,5yearly,35,84790.5039571833
908,1950,estimates,female,5yearly,40,86627.7025045019
908,1950,estimates,male,5yearly,40,83238.8585966621
908,1950,estimates,female,5yearly,45,85208.3163151402
908,1950,estimates,male,5yearly,45,81131.0089658015
908,1950,estimates,female,5yearly,50,83263.290078369
908,1950,estimates,male,5yearly,50,78069.0921929462
908,1950,estimates,female,5yearly,55,80512.4653462195
908,1950,estimates,male,5yearly,55,73604.2632344166
908,1950,estimates,female,5yearly,60,76522.6826209031
908,1950,estimates,male,5yearly,60,67328.1541217932
908,1950,estimates,female,5yearly,65,70493.284828494
908,1950,estimates,male,5yearly,65,58876.5332585247
908,1950,estimates,female,5yearly,70,61275.918121175
908,1950,estimates,male,5yearly,70,48034.2326160237
908,1950,estimates,female,5yearly,75,48101.6375176582
908,1950,estimates,male,5yearly,75,34748.110760085
908,1950,estimates,female,5yearly,80,31966.5773109285
908,1950,estimates,male,5yearly,80,20739.5418757567
908,1950,estimates,female,5yearly,85,16304.4034094692
908,1950,estimates,male,5yearly,85,9294.2809319461
908,1950,estimates,female,5yearly,90,5599.40517071996
908,1950,estimates,male,5yearly,90,2785.52084427249
908,1950,estimates,female,5yearly,95,1119.97691633431
908,1950,estimates,male,5yearly,95,496.201548352143
908,1950,estimates,female,5yearly,100plus,116.285235637019
908,1950,estimates,male,5yearly,100plus,48.2228390934688
908,1955,estimates,female,5yearly,0,100000
908,1955,estimates,male,5yearly,0,100000
908,1955,estimates,female,5yearly,1,95460.1191616664
908,1955,estimates,male,5yearly,1,94520.080312356
908,1955,estimates,female,5yearly,5,94307.723809319
908,1955,estimates,male,5yearly,5,93291.1929809702
908,1955,estimates,female,5yearly,10,93955.280436591
908,1955,estimates,male,5yearly,10,92834.8792927547
908,1955,estimates,female,5yearly,15,93748.5210284332
908,1955,estimates,male,5yearly,15,92512.9300909415
908,1955,estimates,female,5yearly,20,93415.7920273234
908,1955,estimates,male,5yearly,20,91916.4585372974
908,1955,estimates,female,5yearly,25,92953.2852370506
908,1955,estimates,male,5yearly,25,91043.1442014915
908,1955,estimates,female,5yearly,30,92384.4540057194
908,1955,estimates,male,5yearly,30,90011.9441833196
908,1955,estimates,female,5yearly,35,91683.19408746
908,1955,estimates,male,5yearly,35,88861.7148199706
908,1955,estimates,female,5yearly,40,90781.0689036258
908,1955,estimates,male,5yearly,40,87496.1582592022
908,1955,estimates,female,5yearly,45,89548.909159532
908,1955,estimates,male,5yearly,45,85619.0625892768
