continent,year,variant,gender,freq,age1yearinterval,survivorage
935,1950,estimates,female,5yearly,0,100000
935,1950,estimates,male,5yearly,0,100000
935,1950,estimates,female,5yearly,1,85020.4016442444
935,1950,estimates,male,5yearly,1,83665.8862532817
935,1950,estimates,female,5yearly,5,76576.7770978151
935,1950,estimates,male,5yearly,5,75969.9521618039
935,1950,estimates,female,5yearly,10,73575.3872836531
935,1950,estimates,male,5yearly,10,72922.5483171361
935,1950,estimates,female,5yearly,15,71841.1528864378
935,1950,estimates,male,5yearly,15,71072.1054989447
935,1950,estimates,female,5yearly,20,69884.9074817781
935,1950,estimates,male,5yearly,20,68986.7425796166
935,1950,estimates,female,5yearly,25,67540.5910677436
935,1950,estimates,male,5yearly,25,66537.3212693528
935,1950,estimates,female,5yearly,30,64829.8166317756
935,1950,estimates,male,5yearly,30,63953.2349535786
935,1950,estimates,female,5yearly,35,61834.2041550228
935,1950,estimates,male,5yearly,35,61217.6635642013
935,1950,estimates,female,5yearly,40,58503.730292974
935,1950,estimates,male,5yearly,40,58062.2503843824
935,1950,estimates,female,5yearly,45,54659.8813061727
935,1950,estimates,male,5yearly,45,54105.5597321563
935,1950,estimates,female,5yearly,50,50482.6832319182
935,1950,estimates,male,5yearly,50,49222.1854501398
935,1950,estimates,female,5yearly,55,45975.8436096488
935,1950,estimates,male,5yearly,55,43497.7763937704
935,1950,estimates,female,5yearly,60,40285.7186358171
935,1950,estimates,male,5yearly,60,36479.8727004183
935,1950,estimates,female,5yearly,65,32776.4104858332
935,1950,estimates,male,5yearly,65,28089.9673835643
935,1950,estimates,female,5yearly,70,24204.1752853259
935,1950,estimates,male,5yearly,70,19242.6429970865
935,1950,estimates,female,5yearly,75,15534.1331810038
935,1950,estimates,male,5yearly,75,11131.3617852095
935,1950,estimates,female,5yearly,80,8162.88001588473
935,1950,estimates,male,5yearly,80,5085.97428329688
935,1950,estimates,female,5yearly,85,3268.4315375817
935,1950,estimates,male,5yearly,85,1700.32338137874
935,1950,estimates,female,5yearly,90,919.426370617877
935,1950,estimates,male,5yearly,90,383.81231103798
935,1950,estimates,female,5yearly,95,167.871150039176
935,1950,estimates,male,5yearly,95,54.5330057685826
935,1950,estimates,female,5yearly,100plus,18.7258382063432
935,1950,estimates,male,5yearly,100plus,4.67143243950502
935,1955,estimates,female,5yearly,0,100000
935,1955,estimates,male,5yearly,0,100000
935,1955,estimates,female,5yearly,1,86012.5533095867
935,1955,estimates,male,5yearly,1,84637.4471546154
935,1955,estimates,female,5yearly,5,78297.8217070835
935,1955,estimates,male,5yearly,5,77649.845206306
935,1955,estimates,female,5yearly,10,75637.7874482612
935,1955,estimates,male,5yearly,10,75037.7096970691
935,1955,estimates,female,5yearly,15,74111.9187384279
935,1955,estimates,male,5yearly,15,73450.0228160002
935,1955,estimates,female,5yearly,20,72395.3654264661
935,1955,estimates,male,5yearly,20,71587.7464990081
935,1955,estimates,female,5yearly,25,70332.6983017248
935,1955,estimates,male,5yearly,25,69393.5021739784
935,1955,estimates,female,5yearly,30,67904.00984998
935,1955,estimates,male,5yearly,30,67072.7650555841
935,1955,estimates,female,5yearly,35,65109.7916201569
935,1955,estimates,male,5yearly,35,64555.166429024
935,1955,estimates,female,5yearly,40,61935.7585653084
935,1955,estimates,male,5yearly,40,61555.8137433218
935,1955,estimates,female,5yearly,45,58413.3765270042
935,1955,estimates,male,5yearly,45,57812.6852647871
935,1955,estimates,female,5yearly,50,54492.6601405967
935,1955,estimates,male,5yearly,50,53114.3522095112
935,1955,estimates,female,5yearly,55,49915.5600018881
935,1955,estimates,male,5yearly,55,47153.4060694327
935,1955,estimates,female,5yearly,60,44021.8028445686
935,1955,estimates,male,5yearly,60,39617.3344400714
935,1955,estimates,female,5yearly,65,36214.7290000216
935,1955,estimates,male,5yearly,65,30681.3779736448
935,1955,estimates,female,5yearly,70,27032.1167925487
935,1955,estimates,male,5yearly,70,21116.6095737804
935,1955,estimates,female,5yearly,75,17397.7647221718
935,1955,estimates,male,5yearly,75,12152.821209279
935,1955,estimates,female,5yearly,80,9026.95193052486
935,1955,estimates,male,5yearly,80,5451.40222673403
935,1955,estimates,female,5yearly,85,3474.98407954498
935,1955,estimates,male,5yearly,85,1753.30407083271
935,1955,estimates,female,5yearly,90,904.004582499016
935,1955,estimates,male,5yearly,90,370.753332357015
935,1955,estimates,female,5yearly,95,145.553501493105
935,1955,estimates,male,5yearly,95,47.9312641499368
935,1955,estimates,female,5yearly,100plus,13.6602895111851
935,1955,estimates,male,5yearly,100plus,3.64297864293492
935,1960,estimates,female,5yearly,0,100000
935,1960,estimates,male,5yearly,0,100000
935,1960,estimates,female,5yearly,1,86734.2755136635
935,1960,estimates,male,5yearly,1,85673.5177536512
935,1960,estimates,female,5yearly,5,79498.1740226426
935,1960,estimates,male,5yearly,5,79062.7968258753
935,1960,estimates,female,5yearly,10,76934.8161681579
935,1960,estimates,male,5yearly,10,76605.2454515508
935,1960,estimates,female,5yearly,15,75509.398580506
935,1960,estimates,male,5yearly,15,75100.524920121
935,1960,estimates,female,5yearly,20,73989.5761842979
935,1960,estimates,male,5yearly,20,73436.1703738555
935,1960,estimates,female,5yearly,25,72171.6196328631
935,1960,estimates,male,5yearly,25,71545.9219695074
935,1960,estimates,female,5yearly,30,70013.4029843343
935,1960,estimates,male,5yearly,30,69529.1850788208
935,1960,estimates,female,5yearly,35,67474.0690104533
935,1960,estimates,male,5yearly,35,67266.8991460473
935,1960,estimates,female,5yearly,40,64534.6158235353
935,1960,estimates,male,5yearly,40,64495.7872791452
935,1960,estimates,female,5yearly,45,61177.1762218504
935,1960,estimates,male,5yearly,45,60899.9667581474
935,1960,estimates,female,5yearly,50,57385.3644085337
935,1960,estimates,male,5yearly,50,56244.9521508368
935,1960,estimates,female,5yearly,55,52883.048429248
935,1960,estimates,male,5yearly,55,50265.5461176958
935,1960,estimates,female,5yearly,60,47003.4947840419
935,1960,estimates,male,5yearly,60,42633.5687165753
935,1960,estimates,female,5yearly,65,39196.9357153366
935,1960,estimates,male,5yearly,65,33605.6343293846
935,1960,estimates,female,5yearly,70,29748.4129691069
935,1960,estimates,male,5yearly,70,23695.8815605388
935,1960,estimates,female,5yearly,75,19813.3864156101
935,1960,estimates,male,5yearly,75,14265.7317182417
935,1960,estimates,female,5yearly,80,10953.6961122798
935,1960,estimates,male,5yearly,80,6901.91611982964
935,1960,estimates,female,5yearly,85,4689.28592872082
935,1960,estimates,male,5yearly,85,2495.34408446829
935,1960,estimates,female,5yearly,90,1434.34723321635
935,1960,estimates,male,5yearly,90,623.148649695838
935,1960,estimates,female,5yearly,95,288.932164579487
935,1960,estimates,male,5yearly,95,99.9692327624189
935,1960,estimates,female,5yearly,100plus,35.8634211185173
935,1960,estimates,male,5yearly,100plus,9.79816988860897
935,1965,estimates,female,5yearly,0,100000
935,1965,estimates,male,5yearly,0,100000
935,1965,estimates,female,5yearly,1,89404.431814629
935,1965,estimates,male,5yearly,1,87920.4312306911
935,1965,estimates,female,5yearly,5,83822.5017106018
935,1965,estimates,male,5yearly,5,82541.0322262355
935,1965,estimates,female,5yearly,10,82039.6389646176
935,1965,estimates,male,5yearly,10,80848.9018756591
935,1965,estimates,female,5yearly,15,81113.4837066277
935,1965,estimates,male,5yearly,15,79930.8833593275
935,1965,estimates,female,5yearly,20,80016.7505822735
935,1965,estimates,male,5yearly,20,78797.5292179412
935,1965,estimates,female,5yearly,25,78612.2735303667
935,1965,estimates,male,5yearly,25,77393.9417798339
935,1965,estimates,female,5yearly,30,76931.045975985
935,1965,estimates,male,5yearly,30,75800.51099166
935,1965,estimates,female,5yearly,35,74958.1028804989
935,1965,estimates,male,5yearly,35,73971.6978880741
935,1965,estimates,female,5yearly,40,72644.2403100874
935,1965,estimates,male,5yearly,40,71727.4370201032
935,1965,estimates,female,5yearly,45,69889.9949718716
935,1965,estimates,male,5yearly,45,68820.5540935608
935,1965,estimates,female,5yearly,50,66486.6568828072
935,1965,estimates,male,5yearly,50,65024.6672488079
935,1965,estimates,female,5yearly,55,62246.0196268824
935,1965,estimates,male,5yearly,55,60090.1037766473
935,1965,estimates,female,5yearly,60,56737.3899176122
935,1965,estimates,male,5yearly,60,53405.272324618
935,1965,estimates,female,5yearly,65,49410.2637558379
935,1965,estimates,male,5yearly,65,44498.9931658815
935,1965,estimates,female,5yearly,70,40183.1467403527
935,1965,estimates,male,5yearly,70,33904.0945758976
