country,variant,freq,year,totaldeaths
158,estimates,5yearly,1950,427.625
158,estimates,5yearly,1955,380.053
158,estimates,5yearly,1960,379.821
158,estimates,5yearly,1965,379.528
158,estimates,5yearly,1970,369.609
158,estimates,5yearly,1975,395.343
158,estimates,5yearly,1980,459.092
158,estimates,5yearly,1985,508.608
158,estimates,5yearly,1990,567.125
158,estimates,5yearly,1995,632.548
158,estimates,5yearly,2000,652.499
158,estimates,5yearly,2005,716.395
158,estimates,5yearly,2010,794.886
158,constant_fertility,5yearly,2015,876.452
158,constant_mortality,5yearly,2015,936.137
158,high_variant,5yearly,2015,877.824
158,instant_replacement,5yearly,2015,880.106
158,low_variant,5yearly,2015,876.031
158,medium_variant,5yearly,2015,876.928
158,momentum,5yearly,2015,939.705
158,no_change,5yearly,2015,935.595
158,zero_migration,5yearly,2015,876.896
158,constant_fertility,5yearly,2020,956.21
158,constant_mortality,5yearly,2020,1077.618
158,high_variant,5yearly,2020,958.405
158,instant_replacement,5yearly,2020,959.981
158,low_variant,5yearly,2020,955.646
158,medium_variant,5yearly,2020,957.026
158,momentum,5yearly,2020,1077.321
158,no_change,5yearly,2020,1076.596
158,zero_migration,5yearly,2020,953.641
158,constant_fertility,5yearly,2025,1042.512
158,constant_mortality,5yearly,2025,1226.642
158,high_variant,5yearly,2025,1045.21
158,instant_replacement,5yearly,2025,1046.188
158,low_variant,5yearly,2025,1041.955
158,medium_variant,5yearly,2025,1043.581
158,momentum,5yearly,2025,1221.963
158,no_change,5yearly,2025,1225.185
158,zero_migration,5yearly,2025,1036.939
158,constant_fertility,5yearly,2030,1141.469
158,constant_mortality,5yearly,2030,1389.647
158,high_variant,5yearly,2030,1144.403
158,instant_replacement,5yearly,2030,1145.328
158,low_variant,5yearly,2030,1141.099
158,medium_variant,5yearly,2030,1142.752
158,momentum,5yearly,2030,1380.632
158,no_change,5yearly,2030,1387.768
158,zero_migration,5yearly,2030,1132.781
158,constant_fertility,5yearly,2035,1266.455
158,constant_mortality,5yearly,2035,1562.645
158,high_variant,5yearly,2035,1269.72
158,instant_replacement,5yearly,2035,1270.991
158,low_variant,5yearly,2035,1266.096
158,medium_variant,5yearly,2035,1267.904
158,momentum,5yearly,2035,1549.525
158,no_change,5yearly,2035,1560.365
158,zero_migration,5yearly,2035,1254.179
158,constant_fertility,5yearly,2040,1405.925
158,constant_mortality,5yearly,2040,1719.25
158,high_variant,5yearly,2040,1409.854
158,instant_replacement,5yearly,2040,1411.642
158,low_variant,5yearly,2040,1405.431
158,medium_variant,5yearly,2040,1407.621
158,momentum,5yearly,2040,1702.254
158,no_change,5yearly,2040,1716.393
158,zero_migration,5yearly,2040,1389.738
