country,variant,freq,year,totaldeaths
268,estimates,5yearly,1950,269.749
268,estimates,5yearly,1955,255.742
268,estimates,5yearly,1960,242.163
268,estimates,5yearly,1965,225.072
268,estimates,5yearly,1970,220.076
268,estimates,5yearly,1975,216.526
268,estimates,5yearly,1980,237.69
268,estimates,5yearly,1985,243.43
268,estimates,5yearly,1990,252.939
268,estimates,5yearly,1995,242.52
268,estimates,5yearly,2000,231.508
268,estimates,5yearly,2005,252.661
268,estimates,5yearly,2010,268.535
268,constant_fertility,5yearly,2015,256.919
268,constant_mortality,5yearly,2015,268.504
268,high_variant,5yearly,2015,257.218
268,instant_replacement,5yearly,2015,257.08
268,low_variant,5yearly,2015,256.568
268,medium_variant,5yearly,2015,256.893
268,momentum,5yearly,2015,269.202
268,no_change,5yearly,2015,268.534
268,zero_migration,5yearly,2015,257.326
268,constant_fertility,5yearly,2020,246.137
268,constant_mortality,5yearly,2020,266.623
268,high_variant,5yearly,2020,246.551
268,instant_replacement,5yearly,2020,246.292
268,low_variant,5yearly,2020,245.656
268,medium_variant,5yearly,2020,246.104
268,momentum,5yearly,2020,268.415
268,no_change,5yearly,2020,266.667
268,zero_migration,5yearly,2020,247.422
268,constant_fertility,5yearly,2025,239.119
268,constant_mortality,5yearly,2025,265.76
268,high_variant,5yearly,2025,239.547
268,instant_replacement,5yearly,2025,239.236
268,low_variant,5yearly,2025,238.56
268,medium_variant,5yearly,2025,239.052
268,momentum,5yearly,2025,268.91
268,no_change,5yearly,2025,265.866
268,zero_migration,5yearly,2025,241.38
268,constant_fertility,5yearly,2030,237.9
268,constant_mortality,5yearly,2030,269.816
268,high_variant,5yearly,2030,238.279
268,instant_replacement,5yearly,2030,237.979
268,low_variant,5yearly,2030,237.292
268,medium_variant,5yearly,2030,237.784
268,momentum,5yearly,2030,274.68
268,no_change,5yearly,2030,270.025
268,zero_migration,5yearly,2030,241.287
268,constant_fertility,5yearly,2035,239.939
268,constant_mortality,5yearly,2035,276.068
268,high_variant,5yearly,2035,240.385
268,instant_replacement,5yearly,2035,240.045
268,low_variant,5yearly,2035,239.243
268,medium_variant,5yearly,2035,239.805
268,momentum,5yearly,2035,283.17
268,no_change,5yearly,2035,276.33
268,zero_migration,5yearly,2035,244.702
268,constant_fertility,5yearly,2040,241.472
268,constant_mortality,5yearly,2040,278.037
268,high_variant,5yearly,2040,242.08
268,instant_replacement,5yearly,2040,241.661
268,low_variant,5yearly,2040,240.669
268,medium_variant,5yearly,2040,241.35
268,momentum,5yearly,2040,287.986
268,no_change,5yearly,2040,278.285
268,zero_migration,5yearly,2040,247.918
268,constant_fertility,5yearly,2045,238.909
268,constant_mortality,5yearly,2045,272.794
268,high_variant,5yearly,2045,239.699
268,instant_replacement,5yearly,2045,239.169
268,low_variant,5yearly,2045,237.944
268,medium_variant,5yearly,2045,238.784
268,momentum,5yearly,2045,286.292
268,no_change,5yearly,2045,273.065
268,zero_migration,5yearly,2045,247.355
268,constant_fertility,5yearly,2050,232.371
268,constant_mortality,5yearly,2050,263.41
268,high_variant,5yearly,2050,233.318
268,instant_replacement,5yearly,2050,232.664
268,low_variant,5yearly,2050,231.185
268,medium_variant,5yearly,2050,232.194
268,momentum,5yearly,2050,281.185
268,no_change,5yearly,2050,263.808
268,zero_migration,5yearly,2050,243.153
268,constant_fertility,5yearly,2055,224.543
268,constant_mortality,5yearly,2055,254.268
268,high_variant,5yearly,2055,225.667
268,instant_replacement,5yearly,2055,224.867
268,low_variant,5yearly,2055,223.073
268,medium_variant,5yearly,2055,224.299
268,momentum,5yearly,2055,277.101
268,no_change,5yearly,2055,254.866
268,zero_migration,5yearly,2055,238.093
268,constant_fertility,5yearly,2060,217.728
268,constant_mortality,5yearly,2060,246.081
268,high_variant,5yearly,2060,219.122
268,instant_replacement,5yearly,2060,218.135
268,low_variant,5yearly,2060,215.889
268,medium_variant,5yearly,2060,217.423
268,momentum,5yearly,2060,274.761
268,no_change,5yearly,2060,246.895
268,zero_migration,5yearly,2060,234.543
268,constant_fertility,5yearly,2065,211.462
268,constant_mortality,5yearly,2065,236.843
268,high_variant,5yearly,2065,213.274
268,instant_replacement,5yearly,2065,212.017
268,low_variant,5yearly,2065,209.121
268,medium_variant,5yearly,2065,211.096
268,momentum,5yearly,2065,272.056
268,no_change,5yearly,2065,237.897
268,zero_migration,5yearly,2065,232.073
268,constant_fertility,5yearly,2070,204.829
268,constant_mortality,5yearly,2070,225.052
268,high_variant,5yearly,2070,207.229
268,instant_replacement,5yearly,2070,205.589
268,low_variant,5yearly,2070,201.786
268,medium_variant,5yearly,2070,204.38
268,momentum,5yearly,2070,267.108
268,no_change,5yearly,2070,226.43
268,zero_migration,5yearly,2070,229.687
268,constant_fertility,5yearly,2075,196.122
268,constant_mortality,5yearly,2075,211.291
268,high_variant,5yearly,2075,199.312
268,instant_replacement,5yearly,2075,197.137
268,low_variant,5yearly,2075,192.077
268,medium_variant,5yearly,2075,195.533
268,momentum,5yearly,2075,260.014
268,no_change,5yearly,2075,213.184
268,zero_migration,5yearly,2075,225.384
268,constant_fertility,5yearly,2080,185.668
268,constant_mortality,5yearly,2080,199.022
268,high_variant,5yearly,2080,189.949
268,instant_replacement,5yearly,2080,187.031
268,low_variant,5yearly,2080,180.2
268,medium_variant,5yearly,2080,184.871
