country,variant,freq,year,totaldeaths
266,estimates,5yearly,1950,66.273
266,estimates,5yearly,1955,63.833
266,estimates,5yearly,1960,64.638
266,estimates,5yearly,1965,61.505
266,estimates,5yearly,1970,58.731
266,estimates,5yearly,1975,55.97
266,estimates,5yearly,1980,53.272
266,estimates,5yearly,1985,51.021
266,estimates,5yearly,1990,56.048
266,estimates,5yearly,1995,64.091
266,estimates,5yearly,2000,73.672
266,estimates,5yearly,2005,75.496
266,estimates,5yearly,2010,75.155
266,constant_fertility,5yearly,2015,76.123
266,constant_mortality,5yearly,2015,84.421
266,high_variant,5yearly,2015,75.846
266,instant_replacement,5yearly,2015,70.355
266,low_variant,5yearly,2015,74.249
266,medium_variant,5yearly,2015,75.047
266,momentum,5yearly,2015,78.95
266,no_change,5yearly,2015,85.696
266,zero_migration,5yearly,2015,74.966
266,constant_fertility,5yearly,2020,78.694
266,constant_mortality,5yearly,2020,92.493
266,high_variant,5yearly,2020,77.924
266,instant_replacement,5yearly,2020,71.716
266,low_variant,5yearly,2020,75.101
266,medium_variant,5yearly,2020,76.513
266,momentum,5yearly,2020,85.932
266,no_change,5yearly,2020,95.452
266,zero_migration,5yearly,2020,76.27
266,constant_fertility,5yearly,2025,81.041
266,constant_mortality,5yearly,2025,101.635
266,high_variant,5yearly,2025,79.711
266,instant_replacement,5yearly,2025,73.688
266,low_variant,5yearly,2025,76.068
266,medium_variant,5yearly,2025,77.891
266,momentum,5yearly,2025,94.964
266,no_change,5yearly,2025,106.524
266,zero_migration,5yearly,2025,77.51
266,constant_fertility,5yearly,2030,85.518
266,constant_mortality,5yearly,2030,112.734
266,high_variant,5yearly,2030,83.364
266,instant_replacement,5yearly,2030,77.416
266,low_variant,5yearly,2030,79.401
266,medium_variant,5yearly,2030,81.375
266,momentum,5yearly,2030,105.626
266,no_change,5yearly,2030,119.986
266,zero_migration,5yearly,2030,80.848
266,constant_fertility,5yearly,2035,93.071
266,constant_mortality,5yearly,2035,126.231
266,high_variant,5yearly,2035,89.996
266,instant_replacement,5yearly,2035,83.289
266,low_variant,5yearly,2035,85.426
266,medium_variant,5yearly,2035,87.683
266,momentum,5yearly,2035,117.842
266,no_change,5yearly,2035,136.499
266,zero_migration,5yearly,2035,87.005
266,constant_fertility,5yearly,2040,103.718
266,constant_mortality,5yearly,2040,142.044
266,high_variant,5yearly,2040,99.568
266,instant_replacement,5yearly,2040,91.576
266,low_variant,5yearly,2040,94.038
266,medium_variant,5yearly,2040,96.735
266,momentum,5yearly,2040,131.57
266,no_change,5yearly,2040,156.18
266,zero_migration,5yearly,2040,95.863
266,constant_fertility,5yearly,2045,116.763
266,constant_mortality,5yearly,2045,159.468
266,high_variant,5yearly,2045,111.371
266,instant_replacement,5yearly,2045,102.064
266,low_variant,5yearly,2045,104.742
266,medium_variant,5yearly,2045,107.934
266,momentum,5yearly,2045,146.276
266,no_change,5yearly,2045,178.562
266,zero_migration,5yearly,2045,106.831
266,constant_fertility,5yearly,2050,130.565
266,constant_mortality,5yearly,2050,177.191
266,high_variant,5yearly,2050,123.761
266,instant_replacement,5yearly,2050,113.39
266,low_variant,5yearly,2050,116.109
266,medium_variant,5yearly,2050,119.755
266,momentum,5yearly,2050,160.766
266,no_change,5yearly,2050,202.676
266,zero_migration,5yearly,2050,118.358
266,constant_fertility,5yearly,2055,145.131
266,constant_mortality,5yearly,2055,193.935
266,high_variant,5yearly,2055,136.709
266,instant_replacement,5yearly,2055,125.323
266,low_variant,5yearly,2055,128.077
266,medium_variant,5yearly,2055,132.15
266,momentum,5yearly,2055,174.127
266,no_change,5yearly,2055,227.5
266,zero_migration,5yearly,2055,130.419
266,constant_fertility,5yearly,2060,160.209
266,constant_mortality,5yearly,2060,209.004
266,high_variant,5yearly,2060,149.907
266,instant_replacement,5yearly,2060,137.397
266,low_variant,5yearly,2060,140.223
266,medium_variant,5yearly,2060,144.754
266,momentum,5yearly,2060,186.269
266,no_change,5yearly,2060,252.468
266,zero_migration,5yearly,2060,142.626
